UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,PAS,PAS. CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P.81_N.27,SELANGOR,P.81,PETALING,N.27,SERDANG,DAP,,16049,741,80.51,12922,555,12367,BN - MCA,YAP PIAN HON,,,5813,,DAP,LEE LAM THYE,MALE,,6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.82_N.28,SELANGOR,P.82,KUALA LANGAT,N.28,PANGLIMA GARANG,BN - UMNO,Y,9041,,,,,,BN - UMNO,MOHD. KAMIL BIN HAJI ABD. GHANI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.82_N.29,SELANGOR,P.82,KUALA LANGAT,N.29,BANTING,BN - UMNO,,11262,3364,78.91,8887,547,8340,BN - UMNO,DATO' HORMAT RAFEI,MALE,,5852,,,,,,,,PAS,HAJI BASIR BIN SALLEH,MALE,,2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.82_N.30,SELANGOR,P.82,KUALA LANGAT,N.30,MORIB,BN - UMNO,,8974,669,78.27,7024,379,6645,BN - UMNO,ISHAK SHUFAAT,MALE,,3657,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT,ISMAIL BIN SEKAK,MALE,,2988,,,,,,,,,,,,,
P.83_N.31,SELANGOR,P.83,SEPANG,N.31,DENGKIL,BN - UMNO,,9544,5350,78.23,7467,515,6952,BN - UMNO,DATO' HAJI AHMAD RAZALI,MALE,,6151,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT,ZAINAL ABIDIN BIN HAJI KARIM,MALE,,801,LOST DEPOSIT,,,,,,,,,,,,
P.83_N.32,SELANGOR,P.83,SEPANG,N.32,SUNGAI PELEK,BN - MCA,,9872,3776,79.67,7866,552,7314,BN - MCA,CHOO YOONG FATT,,,5545,,,,,,,,PAS,CIKGU ATAN BIN BULAT,MALE,,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.83_N.33,SELANGOR,P.83,SEPANG,N.33,BATU LAUT,INDEPENDENT,,8442,1530,81.58,6887,331,6556,BN - UMNO,MD. YUSOF BIN DAHLAN,MALE,,2513,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT,ABD. JABAR BIN MOHD. YUSOF,MALE,,4043,,,,,,,,,,,,,
P.89_N.1,NEGERI SEMBILAN,P.89,JELEBU,N.1,KUALA KLAWANG,BN - MCA,,8936,792,82.02,7330,163,7167,BN - MCA,LIM KIM KEE,,,3184,,DAP,EAN YONG TIN SIN,,,2392,,,,,,,,,,,,,,,,,,,,INDEPENDENT,HAMID TINGGAL,MALE,,1591,,,,,,,,,,,,,
P.89_N.2,NEGERI SEMBILAN,P.89,JELEBU,N.2,PERTANG,BN - UMNO,Y,7080,,,,,,BN - UMNO,RAIS YATIM @ MAT RAIS BIN JATIM,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.89_N.3,NEGERI SEMBILAN,P.89,JELEBU,N.3,BAHAU,BN - MCA,,9919,4251,75.84,7523,244,7279,BN - MCA,THONG HIANG KIM,,,5765,,DAP,LOH MING CHAI,,,1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.89_N.4,NEGERI SEMBILAN,P.89,JELEBU,N.4,JEMPOL,BN - UMNO,,5471,1702,79.72,4362,100,4262,BN - UMNO,JAAFAR BIN HARUN,MALE,,2982,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT,HAJI BAHARUDIN BIN MOHD. DIAH,MALE,,1280,,,,,,,,,,,,,
P.90_N.5,NEGERI SEMBILAN,P.90,MANTIN,N.5,LENGGENG,BN - MCA,,10630,1605,77.97,8289,382,7907,BN - MCA,SIOW SOONG SA NG,,,4756,,DAP,YAP KIT LOONG,,,3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.90_N.6,NEGERI SEMBILAN,P.90,MANTIN,N.6,PANTAI,BN - UMNO,,7973,3165,74.45,5936,367,5569,BN - UMNO,KHATIMAH BINTI HAJI IBRAHIM,FEMALE,,4367,,,,,,,,PAS,SHAHARI BIN HAJI HASSAN,MALE,,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.90_N.7,NEGERI SEMBILAN,P.90,MANTIN,N.7,LABU,BN - UMNO,,9199,4128,79.32,7297,349,6948,BN - UMNO,SHAHARDIN BIN HASHIM,MALE,,5538,,DAP,NASARUDDIN BIN ABD. LATIFF,MALE,,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.90_N.8,NEGERI SEMBILAN,P.90,MANTIN,N.8,RANTAU,BN - UMNO,,6848,1697,79.1,5417,170,5247,BN - UMNO,SHEIKH MD. HAMID BIN MOHD. SAID,MALE,,3291,,DAP,V. ADIDASS,MALE,,1594,,,,,,,,,,,,,,,,,,,,INDEPENDENT,MANSOR BIN PAWI,MALE,,362,LOST DEPOSIT,,,,,,,,,,,,
P.91_N.9,NEGERI SEMBILAN,P.91,SEREMBAN,N.9,RASAH,DAP,,12415,3081,77.85,9666,785,8881,BN - MCA,LEW THIN POH,,,2900,,DAP,M. KUPPUSAMY,MALE,,5981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.10,NEGERI SEMBILAN,P.91,SEREMBAN,N.10,RAHANG,DAP,,17298,4765,76.31,13201,624,12577,BN - MCA,CHEAH YEE KOOI,,,3906,,DAP,DR CHEN MAN HIN,MALE,,8671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.11,NEGERI SEMBILAN,P.91,SEREMBAN,N.11,SUNGAI UJONG,DAP,,16206,1801,74.03,11998,655,11343,BN - MCA,CHIN CHAN SUNG,,,4771,,DAP,HIU SEPANG,MALE,,6572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.12,NEGERI SEMBILAN,P.91,SEREMBAN,N.12,TERENTANG,BN - UMNO,,7005,2140,77.45,5426,314,5112,BN - UMNO,YAZID BIN BABA,MALE,,3260,,DAP,ABDUL KHAMIS BIN JOHARAN,MALE,,732,,PAS,ARIFIN BIN JAKA,MALE,,1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.13,NEGERI SEMBILAN,P.92,KUALA PILAH,N.13,SERI MENANTI,BN - UMNO,,6207,1669,78.76,4889,280,4609,BN - UMNO,AHMAD BIN KASIM,MALE,,2667,,,,,,,,PAS,ABD. KADIR SUDIN,MALE,,273,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,TENGKU AHMAD BAB,MALE,,1669,,,,,,,,,,,,,
P.92_N.14,NEGERI SEMBILAN,P.92,KUALA PILAH,N.14,ULU MUAR,BN - UMNO,,6585,3442,77.38,5096,252,4844,BN - UMNO,DATO' ABD. KADIR BIN ABDULLAH,MALE,,4143,,,,,,,,PAS,MOHD. AKIB BIN IBRAHIM,MALE,,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.15,NEGERI SEMBILAN,P.92,KUALA PILAH,N.15,PILAH,BN - UMNO,,10453,1952,78.09,8163,343,7820,BN - UMNO,TENGKU KELSOM BINTI TUNKU MUDA CHIK,FEMALE,,4287,,DAP,YUSOF BADOR,MALE,,2335,,PAS,NOORDIN SAMAD,MALE,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.16,NEGERI SEMBILAN,P.92,KUALA PILAH,N.16,JOHOL,BN - UMNO,,6513,988,81.09,5282,309,4973,BN - UMNO,HAMZAH BIN YATIM,MALE,,2717,,DAP,AHMAD TALAL BIN ABDUL RAZIM,MALE,,198,LOST DEPOSIT,PAS,HAJI OTHMAN BIN D. PG. BACHEK,MALE,,329,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,SAPIAH BINTI TALIB,FEMALE,,1729,,,,,,,,,,,,,
P.93_N.17,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.17,JIMAH,BN - MCA,,9297,422,82.14,7637,303,7334,BN - MCA,YAP AH PENG,,,3700,,DAP,PANG KAI TONG,,,3278,,,,,,,,,,,,,,PEKEMAS,M. NACHETRAM,MALE,,118,LOST DEPOSIT,INDEPENDENT,PAW LEONG SEEK,,,238,LOST DEPOSIT,,,,,,,,,,,,
P.93_N.18,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.18,SI RUSA,BN - MIC,,9728,1573,78.62,7649,207,7442,BN - MIC,A. PONNIAH,MALE,,4327,,DAP,K. RAMAN,MALE,,2754,,,,,,,,,,,,,,,,,,,,INDEPENDENT,MOHD. YUSOFF BIN ALADIN,MALE,,361,LOST DEPOSIT,,,,,,,,,,,,
P.93_N.19,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.19,PASIR PANJANG,BN - UMNO,,7229,1714,72.77,5261,217,5044,BN - UMNO,MUSTAFA BIN HAJI HASSAN,MALE,,3026,,DAP,MD. HARUN BIN AB. GHANI,MALE,,1312,,PAS,HAJI AZHARI BIN HAMZAH,MALE,,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.93_N.20,NEGERI SEMBILAN,P.93,TELOK KEMANG,N.20,LINGGI,BN - UMNO,,7258,2390,80.75,5861,192,5669,BN - UMNO,MOHD. ISA BIN ABDUL SAMAD,MALE,,3835,,DAP,WEE KING SONG,,,1445,,PAS,SHAMSUDIN BIN DEWA,MALE,,389,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.94_N.21,NEGERI SEMBILAN,P.94,TAMPIN,N.21,KOTA,BN - UMNO,,8744,3171,79.65,6965,432,6533,BN - UMNO,DAHALAN BIN AMAN,MALE,,4852,,,,,,,,PAS,MAHAT BIN HAJI ISHAK,MALE,,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.94_N.22,NEGERI SEMBILAN,P.94,TAMPIN,N.22,GEMENCHEH,BN - UMNO,,11575,4876,79.56,9210,640,8570,BN - UMNO,MD. TAHA BIN ABD. TALIB,MALE,,6723,,,,,,,,PAS,MOHD. LASIM BIN MA'ADAH,MALE,,1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.94_N.23,NEGERI SEMBILAN,P.94,TAMPIN,N.23,GEMAS,BN - UMNO,,9385,3700,77.5,7274,410,6864,BN - UMNO,MD. SALLEH BIN HAJI HASHIM,MALE,,5282,,,,,,,,PAS,HUSIN BIN TAKIMAN,MALE,,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.94_N.24,NEGERI SEMBILAN,P.94,TAMPIN,N.24,ROMPIN,BN - MCA,,9831,1693,80.27,7892,416,7476,BN - MCA,YEE KOK CHING,,,4337,,DAP,WOO THONG,,,2644,,PAS,MOHD. ALI NAPIAH BIN ISMAIL,MALE,,495,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.1,MELAKA,P.95,ALOR GAJAH,N.1,TABOH NANING,BN - UMNO,,9823,1992,73.86,7256,382,6874,BN - UMNO,AB. RAZAK BIN ALIAS,MALE,,4117,,DAP,AB. RAHIM BIN HAJI BASIR,MALE,,2125,,PAS,ABD. KARIM BAKAR,MALE,,632,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.2,MELAKA,P.95,ALOR GAJAH,N.2,SUNGAI BARU,BN - UMNO,,8627,2256,77.22,6662,363,6299,BN - UMNO,MOHAMED BIN JAIS,MALE,,3935,,,,,,,,PAS,JAMIL BIN MD. DERUS,MALE,,685,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,SAMAT BIN MAMAT,MALE,,1679,,,,,,,,,,,,,
P.95_N.3,MELAKA,P.95,ALOR GAJAH,N.3,MACHAP,BN - MCA,,6884,1176,79.48,5472,297,5175,BN - MCA,NG KIM FONG,,,2734,,DAP,WU TEK MEE,,,1558,,PAS,HAJI AHMAD BABA,MALE,,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.4,MELAKA,P.95,ALOR GAJAH,N.4,KELEMAK,BN - UMNO,,7673,2943,77.49,5946,363,5583,BN - UMNO,ABDUL JALIL BIN ABDUL RAHMAN,MALE,,3861,,DAP,ABU BAKAR BIN MOHD. DARUS,MALE,,804,,PAS,HAJI ABDUL KADIR,MALE,,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.5,MELAKA,P.95,ALOR GAJAH,N.5,MASJID TANAH,BN - UMNO,,8656,2439,73.47,6360,349,6011,BN - UMNO,IDRIS BIN ABD. GANI,MALE,,4225,,,,,,,,PAS,A. MAJID BIN SULAIMAN,MALE,,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.6,MELAKA,P.96,JASIN,N.6,BATANG MELAKA,BN - MCA,,8599,1848,77.89,6698,256,6442,BN - MCA,LIM SOO KIANG,,,3599,,DAP,GAN KIM SEE,,,1751,,PAS,MOHD. SAID BIN MONTEL,MALE,,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.7,MELAKA,P.96,JASIN,N.7,NYALAS,BN - UMNO,,7770,2302,79.24,6157,214,5943,BN - UMNO,DATO' AZIZ TAPA,MALE,,3535,,DAP,CLEMENT DE BRITO,MALE,,1233,,PAS,TUAN HAJI SALLEH BIN HAJI NOOR,MALE,,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.8,MELAKA,P.96,JASIN,N.8,AYER PANAS,BN - UMNO,,8670,2430,78.66,6820,236,6584,BN - UMNO,MOHD. ADIB BIN HAJI ADAM,MALE,,4002,,DAP,OTHMAN BIN TAHA,MALE,,1572,,PAS,ALIAS BIN SIJAK,MALE,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.9,MELAKA,P.96,JASIN,N.9,SERKAM,BN - UMNO,,7891,2145,77.78,6138,230,5908,BN - UMNO,ABDUL AZIZ BIN HAJI ALIAS,MALE,,3686,,DAP,MD. RAMLI BIN MD. NATAR,MALE,,681,LOST DEPOSIT,PAS,MANSOR BIN NGAH,MALE,,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.96_N.10,MELAKA,P.96,JASIN,N.10,SUNGAI RAMBAI,BN - UMNO,,7162,1996,78.27,5606,280,5326,BN - UMNO,HAJI AHMAD DAHALAN BIN HAJI SALEH,MALE,,3288,,DAP,ABD. KARIM BIN ABU,MALE,,1292,,PAS,JALILUDDIN BIN HAJI ABD. WAHID,MALE,,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.11,MELAKA,P.97,BATU BERENDAM,N.11,TANJONG MINYAK,BN - UMNO,Y,10899,,,,,,BN - UMNO,AHMAD NORDIN BIN MOHD. AMIN,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.12,MELAKA,P.97,BATU BERENDAM,N.12,AYER KEROH,BN - UMNO,Y,9779,,,,,,BN - UMNO,SAMAD BIN KASSIM,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.13,MELAKA,P.97,BATU BERENDAM,N.13,AYER MOLEK,BN - UMNO,,8254,3904,77.74,6417,125,6292,BN - UMNO,MD. DI BIN AB. GHANI,MALE,,5098,,,,,,,,PAS,HAJI AHMAD BIN JANTAN,MALE,,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.14,MELAKA,P.97,BATU BERENDAM,N.14,SUNGAI UDANG,BN - UMNO,,8529,143,73.58,6276,137,6139,BN - UMNO,AB. RASHID BIN OTHMAN,MALE,,3141,,,,,,,,PAS,DRS YA'COF HAJI A. HASSAN,MALE,,2998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.97_N.15,MELAKA,P.97,BATU BERENDAM,N.15,BUKIT RAMBAI,BN - UMNO,,8720,2107,74.67,6512,142,6370,BN - UMNO,FATIMAH BINTI AHMAD,FEMALE,,4149,,DAP,AHMAD BIN CHE' MAN,MALE,,2042,,PAS,HASAN BIN JANTAN,MALE,,179,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.16,MELAKA,P.98,KOTA MELAKA,N.16,PRINGGIT,BN - MCA,,12853,2522,77.48,9959,292,9667,BN - MCA,TEE CHENG YORK,,,5450,,DAP,HASSAN BAK TEE BIN MOHD.,MALE,,2928,,PAS,HAJI ABDUL JALIL BIN HAJI AHMAD,MALE,,1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.17,MELAKA,P.98,KOTA MELAKA,N.17,TRANQUERAH,DAP,,12056,1139,79.42,9575,338,9237,BN - MCA,YOONG YONG POW,,,4049,,DAP,CHAN TECK CHAN,,,5188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.18,MELAKA,P.98,KOTA MELAKA,N.18,KUBU,DAP,,12739,4649,80.98,10317,308,10009,BN - MIC,S.K. RM. DORAIRAJ,MALE,,2680,,DAP,LIM KIT SIANG,MALE,,7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.19,MELAKA,P.98,KOTA MELAKA,N.19,DURIAN DAUN,DAP,,11304,3698,78.26,8847,301,8546,BN - MCA,HEE AH PAW,,,2424,,DAP,YONG WEE YOOK,,,6122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.98_N.20,MELAKA,P.98,KOTA MELAKA,N.20,BANDAR HILIR,DAP,,11134,620,77.84,8667,243,8424,BN - MCA,GAN BOON LEONG,,,3902,,DAP,BERNARD STA. MARIA,MALE,,4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.99_N.1,JOHOR,P.99,LABIS,N.1,BULOH KASAP,BN - MIC,,15001,5217,76.53,11481,674,10807,BN - MIC,M.K. MUTHUSAMY,MALE,,7665,,,,,,,,PAS,ZAKARIA BIN TAIB,MALE,,694,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,GOH SENG TECK,,,2448,,,,,,,,,,,,,
P.99_N.2,JOHOR,P.99,LABIS,N.2,AYER PANAS,BN - MCA,,15304,6050,80.39,12303,585,11718,BN - MCA,DATO TEO AH KHIANG,MALE,,8645,,,,,,,,PAS,JAMAL BIN AHMAD,MALE,,478,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,TAN KOON AIK,,,2595,,,,,,,,,,,,,
P.100_N.3,JOHOR,P.100,SEGAMAT,N.3,BANDAR SEGAMAT,BN - MCA,,21299,5297,81.93,17451,1000,16451,BN - MCA,DATO' TAN PENG KHOON,MALE,,10874,,DAP,GOH TUAN HUEE,,,5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.100_N.4,JOHOR,P.100,SEGAMAT,N.4,BUKIT SERAMPANG,BN - UMNO,,14194,7918,80.86,11478,816,10662,BN - UMNO,HAJI TALIB BIN ALI,MALE,,9290,,,,,,,,PAS,HAJI DAUD BIN JABAH,MALE,,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.101_N.5,JOHOR,P.101,KELUANG,N.5,BEKOK,BN - MCA,,15317,1881,77.74,11907,556,11351,BN - MCA,NG NAM SENG,,,6504,,DAP,TAN KIM YUAN,,,4623,,PAS,ABU BAKAR BIN KATHOM,MALE,,224,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.101_N.6,JOHOR,P.101,KELUANG,N.6,BANDAR KELUANG,DAP,,29014,3737,75.44,21888,706,21182,BN - MCA,YAU KIM SUAN,,,8518,,DAP,LEE KAW,,,12255,,PAS,MOHAMED ABDOL BIN TULOS,MALE,,409,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.102_N.7,JOHOR,P.102,TENGGAROH,N.7,ENDAU,BN - UMNO,,9869,4068,76.24,7524,702,6822,BN - UMNO,ABD. RAHMAN BIN SABRI,MALE,,5445,,,,,,,,PAS,IBRAHIM BIN ABDULLAH,MALE,,1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.102_N.8,JOHOR,P.102,TENGGAROH,N.8,MERSING,BN - MCA,,10439,4010,78.03,8146,411,7735,BN - MCA,LIM IK KIM,,,5203,,DAP,TAN TIEN LIM,,,657,LOST DEPOSIT,PAS,MOKHTAR BIN HAJI YAHAYA,MALE,,682,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,DENNIS LEONG TENG HOO,MALE,,1193,,,,,,,,,,,,,
P.103_N.9,JOHOR,P.103,LEDANG,N.9,TANGKAK,BN - MCA,,14756,4028,76.27,11254,480,10774,BN - MCA,LAU KHENG LAY,,,7202,,DAP,CHONG KEE KIM,,,3174,,PAS,SAMINGAN BIN RABIKUN,MALE,,398,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.103_N.10,JOHOR,P.103,LEDANG,N.10,SEROM,BN - UMNO,,13958,6147,81.67,11399,459,10940,BN - UMNO,DATO' HAJI NGAH BIN H.A. RAHMAN,MALE,,8430,,DAP,LEE TIONG KANG,,,2283,,PAS,ABDUL RAHMAN BIN ABU,MALE,,227,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_N.11,JOHOR,P.104,PAGOH,N.11,JORAK,BN - UMNO,,13110,8102,78.99,10356,492,9864,BN - UMNO,DATO' HAJI ABDUL RAHMAN BIN MAHMUD,MALE,,8983,,,,,,,,PAS,ABDUL HAMID BIN DAUD,MALE,,881,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.104_N.12,JOHOR,P.104,PAGOH,N.12,KESANG,BN - UMNO,,13192,7027,75.46,9955,442,9513,BN - UMNO,TAN SRI DATO HAJI OTHMAN BIN HAJI MOHD. SAAT,MALE,,8270,,,,,,,,PAS,TAIB BIN HAJI KASSIM,MALE,,1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.105_N.13,JOHOR,P.105,AYER HITAM,N.13,SRI LALANG,BN - MCA,Y,15893,,,,,,BN - MCA,SIM GEOK PEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.105_N.14,JOHOR,P.105,AYER HITAM,N.14,SRI MEDAN,BN - UMNO,,15358,8917,77.48,11900,721,11179,BN - UMNO,KAMISAN BIN HAJI ASAHARI,MALE,,10048,,,,,,,,PAS,NAPIAH BIN SIMUL,MALE,,1131,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.106_N.15,JOHOR,P.106,MUAR,N.15,BANDAR MAHARANI,BN - UMNO,,32595,4095,75.91,24744,1088,23656,BN - UMNO,MUSA BIN HAJI ISMAIL,MALE,,13137,,DAP,HO CHAN MEE,,,9042,,PAS,MOHD. SARIF BIN ROSMIN,MALE,,1477,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.106_N.16,JOHOR,P.106,MUAR,N.16,PARIT JAWA,BN - UMNO,Y,17302,,,,,,BN - UMNO,HAJI SHAHADAN BIN SABTU,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107_N.17,JOHOR,P.107,RENGGAM,N.17,LAYANG-LAYANG,BN - MCA,,22563,6954,79.25,17881,1113,16768,BN - MCA,LOW BOON HONG,,,11861,,DAP,CHIN KIM CHONG,,,4907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.107_N.18,JOHOR,P.107,RENGGAM,N.18,KULAI,BN - MCA,,22777,1907,81.02,18454,1211,17243,BN - MCA,LAU TONG,,,9575,,DAP,QUEK SWEE SIANG,,,7668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.108_N.19,JOHOR,P.108,PANTI,N.19,KOTA TINGGI,BN - UMNO,,15145,8301,79.65,12063,724,11339,BN - UMNO,HASNAH BINTI AHMAD,FEMALE,,9820,,,,,,,,PAS,MAHMOOD BIN HAJI MAHDI,MALE,,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.108_N.20,JOHOR,P.108,PANTI,N.20,JOHOR LAMA,BN - UMNO,,17622,10078,81.05,14283,825,13458,BN - UMNO,SEMAON @ MA'ON BIN OMAR,MALE,,11277,,,,,,,,PAS,SYED YAHYA BIN IBRAHIM,MALE,,982,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,HUSEIN BIN ISMAIL,MALE,,1199,LOST DEPOSIT,,,,,,,,,,,,
P.109_N.21,JOHOR,P.109,SRI GADING,N.21,PARIT RAJA,BN - UMNO,,15604,9092,77.8,12140,670,11470,BN - UMNO,MD. SHARIF BIN LASIM,MALE,,10281,,,,,,,,PAS,HAJI ABDULLAH BIN ABU BAKAR,MALE,,1189,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.109_N.22,JOHOR,P.109,SRI GADING,N.22,SIMPANG RENGGAM,BN - UMNO,,13954,7263,78.22,10915,690,10225,BN - UMNO,DATO' SYED ZAIN SHAHAB,MALE,,8744,,,,,,,,PAS,MASDOKI BIN RAL,MALE,,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.110_N.23,JOHOR,P.110,SEMERAH,N.23,SRI MENANTI,BN - UMNO,,11314,5422,76.83,8693,495,8198,BN - UMNO,DATIN ZAHARAH BINTI ABD. MAJID,FEMALE,,6810,,,,,,,,PAS,MR DAUD,MALE,,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
