UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,BA,BA CANDIDATE,BA CANDIDATE SEX,BA CANDIDATE AGE,BA VOTE,BA CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPDENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPDENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPDENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P. 189,SABAH,P. 189,SEMPORNA,BN - UMNO,,33772,13319,61.94,20918,118,847,19953,UMNO,MOHD SHAFIE BIN APDAL (DATUK MOHD SHAFIE BIN APDAL),MALE,47,15215,,PKR,MOHD ABDUL WAHAB BIN PG ABDULLAH (MOHD ABDUL WAHAB BIN PG ABDULLAH),MALE,,740,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT - KEY,MADJALIS BIN LAIS (MADJALISBIN LAIS),MALE,,1896,LOST DEPOSIT,INDEPENDENT - OIL PALM,ALDANI BIN LANDI (HJ. ALDANI BIN HJ. LANDI),MALE,,1286,LOST DEPOSIT,INDEPENDENT - UMBRELLA,NORAIDAH ABDUL SALLEH,FEMALE,,816,LOST DEPOSIT
P. 190,SABAH,P. 190,TAWAU,BN - SAPP,Y,41143,,,,,,,SAPP,SHIM PAW FATT,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 191,SABAH,P. 191,KALABAKAN,BN - UMNO,Y,34617,,,,,,,UMNO,ABDUL GHAPUR BIN SALLEH,MALE,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.192,SARAWAK,P.192,MAS GADING,BN - SPDP,,28800,2712,65.12,18755,91,218,18446,SPDP,DATUK DR. TEKHEE @ TIKI ANAK LAFE (DATUK DR. TIKI ANAK LAFE),MALE,51,10579,,,,,,,,,,,,,,SNAP,PATAU ANAK RUBIS (DR. PATAU ANAK RUBIS),MALE,58,7867,,,,,,,,,,,,,,,,,,,
P.193,SARAWAK,P.193,SANTUBONG,BN - PBB,,23238,10560,64.13,14902,38,244,14620,PBB,WAN JUNAIDI BIN TUANKU JAAFAR (WAN JUNAIDI BIN TUANKU JAAFAR),MALE,58,12590,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,IDRIS BIN BOHARI (IDRIS HAJI BOHARI),MALE,42,2030,,,,,,,,,,,,,
P.194,SARAWAK,P.194,PETRA JAYA,BN - PBB,,39365,12816,61.46,24195,247,292,23656,PBB,FADILLAH BIN YUSOF (HAJI FADILLAH BIN HAJI YUSOF),MALE,42,18236,,PKR,WAN ZAINAL ABIDIN BIN WAN SENUSI (HJ WAN ZAINAL ABIDIN),MALE,,5420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.195,SARAWAK,P.195,BANDAR KUCHING,DAP,,55012,2041,63.06,34693,329,577,33787,SUPP,WEE KOK TIONG (WEE KOK TIONG),MALE,,15873,,,,,,,,DAP,CHONG CHIENG JEN (CHONG CHIENG JEN),MALE,33,17914,,,,,,,,,,,,,,,,,,,,,,,,,
P.196,SARAWAK,P.196,STAMPIN,BN - SUPP,,59809,7731,59.87,35806,698,529,34579,SUPP,YONG KHOON HIAN @ YONG KHOON SENG (YONG KHOON SENG),MALE,63,21155,,,,,,,,DAP,VOON LEE SHAN (VOON LEE SHAN),MALE,49,13424,,,,,,,,,,,,,,,,,,,,,,,,,
P.197,SARAWAK,P.197,KOTA SAMARAHAN,BN - PBB,Y,27628,,,,,,,PBB,ABDUL TAIB BIN MAHMUD,MALE,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.198,SARAWAK,P.198,MAMBONG,BN - PBB,,35652,9098,61.96,22089,0,451,21638,PBB,JAMES DAWOS MAMIT (DR. JAMES DAWOS AK. MAMIT),MALE,45,15368,,,,,,,,,,,,,,STAR,MANGAN ANAK NGANDOK (MANGAN ANAK NGANDOK),MALE,,6270,,,,,,,,,,,,,,,,,,,
P.199,SARAWAK,P.199,SERIAN,BN - SUPP,,31601,9695,59.13,18686,89,372,18225,SUPP,RICHARD RIOT ANAK JAEM (RICHARD RIOT JAEM),MALE,53,13960,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ROOSTER,HENRY GINAI LANGGIE (HENRY GINAI LANGGIE),MALE,,4265,,,,,,,,,,,,,
P.200,SARAWAK,P.200,BATANG SADONG,BN - PBB,,18496,9732,64.71,11969,0,167,11802,PBB,ADENAN BIN SATEM (DATO SRI ADENAN BIN HJ SATEM),MALE,60,10767,,PAS,ADAM BIN AHID (HJ. ADAM BIN AHID),MALE,55,1035,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.201,SARAWAK,P.201,BATANG LUPAR,BN - PBB,Y,19027,,,,,,,PBB,ROHANI BINTI ABDUL KARIM,FEMALE,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.202,SARAWAK,P.202,SRI AMAN,BN - PBDS,,28015,4368,55.33,15500,194,316,14990,PBDS,JIMMY LIM @ JIMMY DONALD (JIMMY DONALD),MALE,59,9679,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,COBBOLD AK LUSOI (COBBOLD AK LUSOI),MALE,,5311,,,,,,,,,,,,,
P.203,SARAWAK,P.203,LUBOK ANTU,BN - PBDS,,17647,2035,68.79,12139,18,232,11889,PBDS,JAWAH ANAK GERANG (JAWAH ANAK GERANG),MALE,50,6962,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ROOSTER,WILLIAM @ NYALLAU ANAK BADAK (WILLIAM NYALLAU),MALE,,4927,,,,,,,,,,,,,
P.204,SARAWAK,P.204,BETONG,BN - PBB,,20737,9723,66.01,13689,0,176,13513,PBB,DATUK DOUGLAS UGGAH EMBAS (DATUK DOUGLAS UGGAH EMBAS),MALE,49,11618,,,,,,,,,,,,,,SNAP,ABANG ZULKIFLI BIN ABANG ENGKEH (ABANG ZULKIFLI BIN ABANG ENGKEH),MALE,44,1895,,,,,,,,,,,,,,,,,,,
P.205,SARAWAK,P.205,SARATOK,BN - SPDP,,24607,7545,67.8,16684,10,229,16445,SPDP,JELAING ANAK MERSAT (JELAING ANAK MERSAT),MALE,56,11995,,,,,,,,,,,,,,SNAP,EDMUND STANLEY JUGOL ANAK BENEDICT SANDIN (EDMUND STANLEY JUGOL),MALE,,4450,,,,,,,,,,,,,,,,,,,
P.206,SARAWAK,P.206,KUALA RAJANG,BN - PBB,Y,28706,,,,,,,PBB,WAHAB BIN HAJI DOLLAH,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.208,SARAWAK,P.207,SARIKEI,BN - SUPP,,35880,11599,61.8,22173,34,237,21902,SUPP,LAW HIENG DING (LAW HIENG DING),MALE,69,15485,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CLOCK,NGU TIENG HAI (NGU TIENG HAI),MALE,,3886,,INDEPENDENT - KEY,LING BIT TIING (LING BIT TIING),MALE,,1667,LOST DEPOSIT,INDEPENDENT - OIL PALM,JUNAK AWAK JAWEK (JUNAK AWAK JAWEK),MALE,,864,LOST DEPOSIT
P.209,SARAWAK,P.208,JULAU,BN - PBDS,,19765,2688,72.2,14271,7,176,14088,PBDS,JOSEPH SALANG ANAK GANDUM (JOSEPH SALANG ANAK GANDUM),MALE,,8388,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ROOSTER,RANDAN ANAK MAWAT (JOSEPHINE RANDAN MAWAT),MALE,,5700,,,,,,,,,,,,,
P.210,SARAWAK,P.209,KANOWIT,BN - PBDS,,18181,2057,60.62,11022,18,185,10819,PBDS,AGO ANAK DAGANG (ARON AGO DAGANG),MALE,46,6438,,,,,,,,,,,,,,,,,,,,INDEPENDENT - OIL PALM,FREDERICK BUNSU ANAK JANTON (FREDERICK BUNSU AK. JANTON),MALE,,4381,,,,,,,,,,,,,
P.211,SARAWAK,P.210,LANANG,BN - SUPP,,40100,4721,63.28,25374,53,252,25069,SUPP,TIONG THAI KING (TIONG THAI KING),MALE,59,14895,,,,,,,,DAP,DAVID WONG KEE WOAN (DAVID WONG KEE WOAN),MALE,42,10174,,,,,,,,,,,,,,,,,,,,,,,,,
P.212,SARAWAK,P.211,SIBU,BN - SUPP,,60832,3340,62.82,38216,124,430,37662,SUPP,ROBERT LAU HOI CHEW (ROBERT LAU HOI CHEW),MALE,62,20501,,,,,,,,DAP,WONG HO LENG (WONG HO LENG),MALE,45,17161,,,,,,,,,,,,,,,,,,,,,,,,,
P.213,SARAWAK,P.212,MUKAH,BN - PBB,,25853,9178,57.44,14849,28,341,14480,PBB,LEO MICHAEL TOYAD (DATUK DR LEO MICHAEL TOYAD),MALE,54,11829,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TIGER,MOHAMAD @ LATIP BIN RAHMAN (LATIP BIN RAHMAN),MALE,,2651,,,,,,,,,,,,,
P.214,SARAWAK,P.213,SELANGAU,BN - PBDS,,20459,3616,60.49,12376,3,237,12136,PBDS,JOSEPH ENTULU ANAK BELUAN (JOSEPH ENTULU BELUAN),MALE,,7876,,,,,,,,,,,,,,SNAP,LIMAN ANAK SUJANG (LIMAN ANAK SUJANG),MALE,,4260,,,,,,,,,,,,,,,,,,,
P.215,SARAWAK,P.214,KAPIT,BN - PBB,Y,23330,,,,,,,PBB,ALEXANDER NANTA LINGGI,MALE,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.216,SARAWAK,P.215,HULU RAJANG,BN - PBDS,,17185,3666,60.61,10416,13,171,10232,PBDS,ABIT JOO (BILLY ABIT JOO),MALE,,6949,,,,,,,,,,,,,,SNAP,BENDINDANG ANAK MANJAH (FRANKIE BENDINDANG MANJAH),MALE,,3283,,,,,,,,,,,,,,,,,,,
P.217,SARAWAK,P.216,BINTULU,BN - SPDP,,49374,11267,64.95,32067,13,288,31766,SPDP,TIONG KING SING (DATO' SERI TIONG KING SING),MALE,43,20225,,,,,,,,DAP,CHIEW CIU SING (CHIEW CIU SING),MALE,54,8958,,SNAP,LAU HIENG KII (DR. LAU HIENG KII),MALE,,2583,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.219,SARAWAK,P.217,MIRI,BN - SUPP,Y,74266,,,,,,,SUPP,DATUK PETER CHIN FAH KUI,MALE,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.220,SARAWAK,P.218,BARAM,BN - SPDP,,25361,3310,47.21,11973,16,165,11792,SPDP,DATO' JACOB DUNGAU SAGAN (DATO' JACOB DUNGAU SAGAN),MALE,58,7551,,,,,,,,,,,,,,SNAP,KEBING WAN (KEBING WAN),MALE,,4241,,,,,,,,,,,,,,,,,,,
P.221,SARAWAK,P.219,BUKIT MAS,BN - PBB,Y,35865,,,,,,,PBB,HENRY SUM AGONG,MALE,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
