UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,WINNING PARTY,WINNING CANDIDATE,WINNING CANDIDATE SEX,WINNING CANDIDATE AGE,UNCONTESTED VICTORY
P. 183,SABAH,P. 183,BELURAN,BN - UMNO,RONALD KIANDEE,MALE,43,Y
P. 184,SABAH,P. 184,LIBARAN,BN - UMNO,JUSLIE BIN AJIROL (DATUK JUSLIE BIN AJIROL),MALE,51,
P. 185,SABAH,P. 185,BATU SAPI,BN - PBS,CHONG KET WAH @ CHONG KET FAH,MALE,48,Y
P. 186,SABAH,P. 186,SANDAKAN,INDEPENDENT - OIL PALM,CHONG HON MIN (CHONG HON MIN),MALE,,
P. 187,SABAH,P. 187,KINABATANGAN,BN - UMNO,MOKTAR BIN RADIN,MALE,45,Y
P. 188,SABAH,P. 188,SILAM,BN - UMNO,SAMSU BAHARUN BIN HAJI AB. RAHMAN (SAMSU BAHARUN HJ. ABD. RAHMAN),MALE,46,
P. 189,SABAH,P. 189,SEMPORNA,BN - UMNO,MOHD SHAFIE BIN APDAL (DATUK MOHD SHAFIE BIN APDAL),MALE,47,
P. 190,SABAH,P. 190,TAWAU,BN - SAPP,SHIM PAW FATT,MALE,,Y
P. 191,SABAH,P. 191,KALABAKAN,BN - UMNO,ABDUL GHAPUR BIN SALLEH,MALE,61,Y
P.192,SARAWAK,P.192,MAS GADING,BN - SPDP,DATUK DR. TEKHEE @ TIKI ANAK LAFE (DATUK DR. TIKI ANAK LAFE),MALE,51,
P.193,SARAWAK,P.193,SANTUBONG,BN - PBB,WAN JUNAIDI BIN TUANKU JAAFAR (WAN JUNAIDI BIN TUANKU JAAFAR),MALE,58,
P.194,SARAWAK,P.194,PETRA JAYA,BN - PBB,FADILLAH BIN YUSOF (HAJI FADILLAH BIN HAJI YUSOF),MALE,42,
P.195,SARAWAK,P.195,BANDAR KUCHING,DAP,,,,
P.196,SARAWAK,P.196,STAMPIN,BN - SUPP,YONG KHOON HIAN @ YONG KHOON SENG (YONG KHOON SENG),MALE,63,
P.197,SARAWAK,P.197,KOTA SAMARAHAN,BN - PBB,ABDUL TAIB BIN MAHMUD,MALE,68,Y
P.198,SARAWAK,P.198,MAMBONG,BN - PBB,JAMES DAWOS MAMIT (DR. JAMES DAWOS AK. MAMIT),MALE,45,
P.199,SARAWAK,P.199,SERIAN,BN - SUPP,RICHARD RIOT ANAK JAEM (RICHARD RIOT JAEM),MALE,53,
P.200,SARAWAK,P.200,BATANG SADONG,BN - PBB,ADENAN BIN SATEM (DATO SRI ADENAN BIN HJ SATEM),MALE,60,
P.201,SARAWAK,P.201,BATANG LUPAR,BN - PBB,ROHANI BINTI ABDUL KARIM,FEMALE,49,Y
P.202,SARAWAK,P.202,SRI AMAN,BN - PBDS,JIMMY LIM @ JIMMY DONALD (JIMMY DONALD),MALE,59,
P.203,SARAWAK,P.203,LUBOK ANTU,BN - PBDS,JAWAH ANAK GERANG (JAWAH ANAK GERANG),MALE,50,
P.204,SARAWAK,P.204,BETONG,BN - PBB,DATUK DOUGLAS UGGAH EMBAS (DATUK DOUGLAS UGGAH EMBAS),MALE,49,
P.205,SARAWAK,P.205,SARATOK,BN - SPDP,JELAING ANAK MERSAT (JELAING ANAK MERSAT),MALE,56,
P.206,SARAWAK,P.206,KUALA RAJANG,BN - PBB,WAHAB BIN HAJI DOLLAH,MALE,,Y
P.208,SARAWAK,P.207,SARIKEI,BN - SUPP,LAW HIENG DING (LAW HIENG DING),MALE,69,
P.209,SARAWAK,P.208,JULAU,BN - PBDS,JOSEPH SALANG ANAK GANDUM (JOSEPH SALANG ANAK GANDUM),MALE,,
P.210,SARAWAK,P.209,KANOWIT,BN - PBDS,AGO ANAK DAGANG (ARON AGO DAGANG),MALE,46,
P.211,SARAWAK,P.210,LANANG,BN - SUPP,TIONG THAI KING (TIONG THAI KING),MALE,59,
P.212,SARAWAK,P.211,SIBU,BN - SUPP,ROBERT LAU HOI CHEW (ROBERT LAU HOI CHEW),MALE,62,
P.213,SARAWAK,P.212,MUKAH,BN - PBB,LEO MICHAEL TOYAD (DATUK DR LEO MICHAEL TOYAD),MALE,54,
P.214,SARAWAK,P.213,SELANGAU,BN - PBDS,JOSEPH ENTULU ANAK BELUAN (JOSEPH ENTULU BELUAN),MALE,,
P.215,SARAWAK,P.214,KAPIT,BN - PBB,ALEXANDER NANTA LINGGI,MALE,46,Y
P.216,SARAWAK,P.215,HULU RAJANG,BN - PBDS,ABIT JOO (BILLY ABIT JOO),MALE,,
P.217,SARAWAK,P.216,BINTULU,BN - SPDP,TIONG KING SING (DATO' SERI TIONG KING SING),MALE,43,
P.219,SARAWAK,P.217,MIRI,BN - SUPP,DATUK PETER CHIN FAH KUI,MALE,59,Y
P.220,SARAWAK,P.218,BARAM,BN - SPDP,DATO' JACOB DUNGAU SAGAN (DATO' JACOB DUNGAU SAGAN),MALE,58,
P.221,SARAWAK,P.219,BUKIT MAS,BN - PBB,HENRY SUM AGONG,MALE,58,Y
