UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,APU,APU CANDIDATE,APU CANDIDATE SEX,APU CANDIDATE AGE,APU VOTE,APU CANDIDATE LOST DEPOSIT,GR,GR CANDIDATE,GR CANDIDATE SEX,GR CANDIDATE AGE,GR VOTE,GR CANDIDATE LOST DEPOSIT,S46,S46 CANDIDATE,S46 CANDIDATE SEX,S46 CANDIDATE AGE,S46 VOTE,S46 CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.79_N.25,PAHANG,P.79,BENTUNG,N.25,BILUT,BN - MCA,,17834,1706,73.98,13194,163,415,12616,MCA,POO YEW CHOY,,,7161,,,,,,,,DAP,WOO CHEE WAN,,,5455,,,,,,,,,,,,,,,,,,,
P.79_N.26,PAHANG,P.79,BENTUNG,N.26,KARAK,BN - GERAKAN,,16066,3072,72.99,11727,200,333,11194,GERAKAN,LOKE KOON KAM,,,7133,,,,,,,,DAP,LEE SCENE KAM,,,4061,,,,,,,,,,,,,,,,,,,
P.79_N.27,PAHANG,P.79,BENTUNG,N.27,PELANGAI,BN - UMNO,,12972,3316,74,9600,83,371,9146,UMNO,ADNAN BIN YAAKOB,MALE,,6231,,,,,,,,,,,,,,S46,SHAMSUDDIN B MONER @ MUNIR,MALE,,2915,,,,,,,,,,,,,
P.80_N.28,PAHANG,P.80,TEMERLUH,N.28,SEMANTAN,BN - UMNO,,13782,2258,73.61,10145,21,330,9794,UMNO,MOHD SARIT BIN HJ. YUSOH,MALE,,6026,,PAS,ISHAK BIN ABDULLAH,MALE,,3768,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_N.29,PAHANG,P.80,TEMERLUH,N.29,TERIANG,GR - DAP,,13785,250,78.91,10878,62,346,10470,MCA,MOK SAN HONG,,,5110,,,,,,,,DAP,LEONG NGAH NGAH,,,5360,,,,,,,,,,,,,,,,,,,
P.80_N.30,PAHANG,P.80,TEMERLUH,N.30,BERA,BN - UMNO,,19923,4619,78.66,15672,56,591,15025,UMNO,DATO' ABDUL AZIZ RAHMAN,MALE,,9822,,PAS,MAT HAMSI BIN OTHMAN,MALE,,5203,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.31,PAHANG,P.81,ROMPIN,N.31,CINI,BN - UMNO,,11717,3544,73.98,8668,6,412,8250,UMNO,WAN MOHAMAD BIN WAN MAHUSSIN,MALE,,5897,,,,,,,,,,,,,,S46,AB. AZIZ BIN HJ. MOHD NOR,MALE,,2353,,,,,,,,,,,,,
P.81_N.32,PAHANG,P.81,ROMPIN,N.32,BUKIT IBAM,BN - UMNO,,17040,5383,80,13633,4,434,13195,UMNO,TUAN HAJI HASAN BIN ARIFIN,MALE,,9289,,PAS,USTAZ HAJI OTHMAN BIN BAKAR,MALE,,3906,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.33,PAHANG,P.81,ROMPIN,N.33,TIOMAN,BN - UMNO,,11051,3884,67.76,7488,6,428,7054,UMNO,TOK MUDA MUSTAFAR BIN ABU BAKAR,MALE,,5469,,,,,,,,,,,,,,S46,ALIAS BIN SULAIMAN,MALE,,1585,,,,,,,,,,,,,
P.82_N.1,SELANGOR,P.82,SABAK BERNAM,N.1,SUNGAI AIR TAWAR,BN - UMNO,,9527,4004,71,6765,5,382,6378,UMNO,DATO' HAJI ZAINAL BIN DAHALAN,MALE,,5191,,,,,,,,,,,,,,S46,MOHAMAD KAWAID B NGADIMIN,MALE,,1187,,,,,,,,,,,,,
P.82_N.2,SELANGOR,P.82,SABAK BERNAM,N.2,SABAK,BN - UMNO,,11019,3827,68.55,7554,6,385,7163,UMNO,RAJA IDERIS B RAJA AHMAD,MALE,,5357,,,,,,,,,,,,,,S46,KHALID B SIRI,MALE,,1530,,INDEPENDENT,OTHMAN B MOHD @ KUDU,MALE,,276,LOST DEPOSIT,,,,,,
P.82_N.3,SELANGOR,P.82,SABAK BERNAM,N.3,SUNGAI BESAR,BN - UMNO,,13215,3615,72.46,9576,26,465,9085,UMNO,HAJI HUSIN B HAJI TAIB,MALE,,6350,,,,,,,,,,,,,,S46,DAUD B SIKANDAR ALI,MALE,,2735,,,,,,,,,,,,,
P.83_N.4,SELANGOR,P.83,TANJONG KARANG,N.4,SUNGAI PANJANG,BN - UMNO,,10956,4622,72.31,7923,7,524,7392,UMNO,MOHD FAUZI BIN ABDUL MURAD,MALE,,6007,,,,,,,,,,,,,,S46,HJ. BAHARUDDIN ARIF B HJ. SIRI,MALE,,1385,,,,,,,,,,,,,
P.83_N.5,SELANGOR,P.83,TANJONG KARANG,N.5,SEKINCHAN,BN - MCA,,11610,692,72.69,8440,6,370,8064,MCA,SIM KENG SEIK,,,4378,,,,,,,,DAP,HAIRUDDIN B JANTAN,MALE,,3686,,,,,,,,,,,,,,,,,,,
P.83_N.6,SELANGOR,P.83,TANJONG KARANG,N.6,SUNGAI BURONG,BN - UMNO,,10344,2080,70.98,7342,0,392,6950,UMNO,AZIZ B MOHD DESA,MALE,,4515,,,,,,,,,,,,,,S46,RAMLI B PEMBEKAL,MALE,,2435,,,,,,,,,,,,,
P.84_N.7,SELANGOR,P.84,HULU SELANGOR,N.7,KALUMPANG,BN - UMNO,,16167,5242,73.23,11839,22,451,11366,UMNO,RAMLI B ABD RAHMAN,MALE,,8304,,,,,,,,,,,,,,S46,SARIPUDIN,MALE,,3062,,,,,,,,,,,,,
P.84_N.8,SELANGOR,P.84,HULU SELANGOR,N.8,KUALA KUBU BAHRU,BN - MCA,,14304,1896,71.27,10195,278,683,9234,MCA,WONG AH TAIH,,,5565,,,,,,,,DAP,TAN CHIK POH,,,3669,,,,,,,,,,,,,,,,,,,
P.84_N.9,SELANGOR,P.84,HULU SELANGOR,N.9,BATANG KALI,BN - UMNO,,16462,5190,75.99,12510,28,522,11960,UMNO,TAN SRI DATUK MUHAMMAD B. MUHAMMAD TAIB,MALE,,8575,,,,,,,,DAP,SINNIAH A/L PERIANNAN,MALE,,3385,,,,,,,,,,,,,,,,,,,
P.85_N.10,SELANGOR,P.85,KUALA SELANGOR,N.10,SUNGAI TINGGI,BN - UMNO,,9780,3388,75.44,7378,5,341,7032,UMNO,HJ. YUSOFF B. HASSAN,MALE,,5210,,PAS,ARBAIN B. HASSAN,MALE,,1822,,,,,,,,,,,,,,,,,,,,,,,,,
P.85_N.11,SELANGOR,P.85,KUALA SELANGOR,N.11,PERMATANG,BN - UMNO,,13343,2897,75.13,10025,10,484,9531,UMNO,JAMALUDDIN B. ADNAN,MALE,,6214,,,,,,,,,,,,,,S46,HASANUDIN B. HJ. LATIF,MALE,,3317,,,,,,,,,,,,,
P.85_N.12,SELANGOR,P.85,KUALA SELANGOR,N.12,SERI CAHAYA,BN - MIC,,13572,1317,74.74,10144,6,443,9695,MIC,K. SIVALINGAM,MALE,,5405,,,,,,,,,,,,,,S46,DATUK HJ. MOHD. SHAHIR,MALE,,4088,,INDEPENDENT,SUHAIMI B. AMNAN,MALE,,202,LOST DEPOSIT,,,,,,
P.86_N.13,SELANGOR,P.86,KAPAR,N.13,JERAM,BN - UMNO,,14392,4808,76.48,11007,0,641,10366,UMNO,DATO' HAJI MISKON SUTERO,MALE,,7587,,,,,,,,,,,,,,S46,SURADI B. TIMIN,MALE,,2779,,,,,,,,,,,,,
P.86_N.14,SELANGOR,P.86,KAPAR,N.14,SEMENTA,BN - UMNO,,15818,3493,77.68,12288,0,493,11795,UMNO,HJ. ABDUL SAMAT B. HJ. HARUN,MALE,,7644,,,,,,,,AMIPF,S.G. SEGARAN,MALE,,4151,,,,,,,,,,,,,,,,,,,
P.86_N.15,SELANGOR,P.86,KAPAR,N.15,SELAT KLANG,BN - UMNO,,23070,4766,70.03,16155,0,533,15622,UMNO,DATO' HJ. ONN B. HJ. ISMAIL,MALE,,10194,,PAS,HJ. AZIZ B. HAMZAH,MALE,40,5428,,,,,,,,,,,,,,,,,,,,,,,,,
P.87_N.16,SELANGOR,P.87,SELAYANG,N.16,RAWANG,BN - MCA,,25853,5997,74.21,19187,55,793,18339,MCA,TANG SEE HANG,,,12168,,,,,,,,DAP,LEE SEK MOAH,,,6171,,,,,,,,,,,,,,,,,,,
P.87_N.17,SELANGOR,P.87,SELAYANG,N.17,GOMBAK SETIA,BN - UMNO,,28449,10664,72.52,20630,102,546,19982,UMNO,AHMAD BAHRI B. ABD. RAHMAN,MALE,,15323,,PAS,BAHARIN B. OTHMAN,MALE,41,4659,,,,,,,,,,,,,,,,,,,,,,,,,
P.87_N.18,SELANGOR,P.87,SELAYANG,N.18,PAYA JARAS,BN - UMNO,,46186,12587,73.59,33990,160,1133,32697,UMNO,DATO' SAIDIN TAMBY,MALE,,22642,,,,,,,,,,,,,,S46,ALI AMRAN AB. HAMID,MALE,,10055,,,,,,,,,,,,,
P.88_N.19,SELANGOR,P.88,AMPANG JAYA,N.19,ULU KLANG,BN - UMNO,,22928,6508,74.2,17013,122,229,16662,UMNO,FUAD B. DATO' HASSAN,MALE,,11585,,,,,,,,,,,,,,S46,MOHD FAHMI IBRAHIM,MALE,,5077,,,,,,,,,,,,,
P.88_N.20,SELANGOR,P.88,AMPANG JAYA,N.20,KERAMAT,BN - UMNO,,27311,5558,72.5,19800,55,447,19298,UMNO,DATO' HJ. MUFTI B. SUIB,MALE,,12428,,,,,,,,,,,,,,S46,IBRAHIM B. ABDULLAH,MALE,,6870,,,,,,,,,,,,,
P.88_N.21,SELANGOR,P.88,AMPANG JAYA,N.21,PANDAN,BN - UMNO,,38873,4048,77.68,30197,144,723,29330,UMNO,MAD ARIS B. MAD YUSUF,MALE,,16689,,,,,,,,,,,,,,S46,SARJAT B. HJ. ALI,MALE,,12641,,,,,,,,,,,,,
P.89_N.22,SELANGOR,P.89,SEMENYIH,N.22,DUSUN TUA,BN - UMNO,,20017,7470,78.26,15666,51,779,14836,UMNO,DR ZAINAL ABIDIN B. AHMAD,MALE,,11153,,,,,,,,,,,,,,S46,MOHD ARBAWI MOHD ANUAR,MALE,,3683,,,,,,,,,,,,,
P.89_N.23,SELANGOR,P.89,SEMENYIH,N.23,SEMENYIH,BN - UMNO,,22065,5259,75.73,16710,123,556,16031,UMNO,SHOIB B. HJ. MD. SILIN,MALE,,10645,,,,,,,,,,,,,,S46,KAMARUZZAMAN HJ. JAMAL,MALE,,5386,,,,,,,,,,,,,
P.89_N.24,SELANGOR,P.89,SEMENYIH,N.24,KAJANG,GR - DAP,,22182,3911,75.99,16856,64,427,16365,MCA,KHOO CHAI HONG,,,6227,,,,,,,,DAP,DR TAN SENG GIAW,MALE,,10138,,,,,,,,,,,,,,,,,,,
P.90_N.25,SELANGOR,P.90,PETALING JAYA,N.25,DAMANSARA UTAMA,GR - DAP,,37146,4858,69.53,25827,93,364,25370,MCA,LEE HWA BENG,,,10256,,,,,,,,DAP,N. MADHAVAN NAIR,MALE,,15114,,,,,,,,,,,,,,,,,,,
P.90_N.26,SELANGOR,P.90,PETALING JAYA,N.26,TAMAN AMAN,GR - DAP,,22683,6560,66.64,15117,33,146,14938,MCA,KAM KIN CHEN,,,4189,,,,,,,,DAP,DR OON HONG GEOK,,,10749,,,,,,,,,,,,,,,,,,,
P.90_N.27,SELANGOR,P.90,PETALING JAYA,N.27,KELANA JAYA,BN - UMNO,,38554,4382,67.01,25837,64,541,25232,UMNO,HJ. MEGAT NAJMUDDIN KHAS,MALE,,14807,,,,,,,,,,,,,,S46,MD. IDRUS BASRI,MALE,,10425,,,,,,,,,,,,,
P.91_N.28,SELANGOR,P.91,PUCHONG,N.28,BUKIT GASING,GR - DAP,,29726,6397,66.23,19687,87,301,19299,GERAKAN,SOONG SIEW HOONG,,,6451,,,,,,,,DAP,TEONG SHUYAN CHYUAN,,,12848,,,,,,,,,,,,,,,,,,,
P.91_N.29,SELANGOR,P.91,PUCHONG,N.29,LINDONGAN,BN - UMNO,,36021,5530,69.11,24893,36,561,24296,UMNO,KAPTEN (B) ZAHAR B.,MALE,,14913,,,,,,,,,,,,,,S46,MAZLAN DATO' HARUN,MALE,,9383,,,,,,,,,,,,,
P.91_N.30,SELANGOR,P.91,PUCHONG,N.30,SERDANG,BN - MCA,,32986,1913,76.06,25089,409,717,23963,MCA,YAP PIAN HON,,,12938,,,,,,,,DAP,PAN SU PENG,,,11025,,,,,,,,,,,,,,,,,,,
P.92_N.31,SELANGOR,P.92,SHAH ALAM,N.31,SUBANG,BN - UMNO,,21000,6342,80.5,16903,546,575,15782,UMNO,DATO' HJ. ABU SUJAK MAHMUD,MALE,,11062,,,,,,,,,,,,,,S46,HJ. USULLUDIN B. JAMIL,MALE,,4720,,,,,,,,,,,,,
P.92_N.32,SELANGOR,P.92,SHAH ALAM,N.32,BATU TIGA,BN - UMNO,,38172,11421,75.05,28650,108,693,27849,UMNO,MOHD ZAIN B. SULAIMAN,MALE,,19635,,PAS,DRS YAAKOP ABU HASSAN,MALE,40,8214,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.33,SELANGOR,P.92,SHAH ALAM,N.33,SHAHBANDAR RAYA,BN - MIC,,31076,3957,76.37,23734,0,977,22757,MIC,T. M. THURAI,MALE,,13357,,,,,,,,AMIPF,A. N. MATHURAI,MALE,,9400,,,,,,,,,,,,,,,,,,,
P.93_N.34,SELANGOR,P.93,KLANG,N.34,KLANG BANDAR,GR - DAP,,27809,7224,73.55,20455,34,329,20092,GERAKAN,ANG THYE CHIN,,,6434,,,,,,,,DAP,CHUA KOW ENG,,,13658,,,,,,,,,,,,,,,,,,,
P.93_N.35,SELANGOR,P.93,KLANG,N.35,TELOK GADONG,GR - DAP,,22777,1045,70.07,15961,9,355,15597,MCA,TONG YOKE SENG,,,7276,,,,,,,,DAP,CHEW KIM SWEE,,,8321,,,,,,,,,,,,,,,,,,,
P.93_N.36,SELANGOR,P.93,KLANG,N.36,PANDAMARAN,BN - MCA,,30274,1414,65.5,19830,13,462,19355,MCA,TEH CHANG YING,,,10030,,,,,,,,DAP,AL DELIGANNU,MALE,,8616,,,,,,,,INDEPENDENT,RAMLI B. MOID,MALE,,709,LOST DEPOSIT,,,,,,
P.94_N.37,SELANGOR,P.94,KUALA LANGAT,N.37,PANGLIMA GARANG,S46,,15430,660,80.26,12384,0,552,11832,MCA,ENG HOI CHOO,,,5586,,,,,,,,,,,,,,S46,TARIKH BIN MOHD. JONID,MALE,,6246,,,,,,,,,,,,,
P.94_N.38,SELANGOR,P.94,KUALA LANGAT,N.38,MORIB,BN - UMNO,,14509,3915,77.3,11215,123,527,10565,UMNO,DATO' HAJI ABU BAKAR B. HJ. ABDUL HAMID,MALE,,7240,,,,,,,,,,,,,,S46,DATO' HARUN BIN HAJI IDRIS,MALE,,3325,,,,,,,,,,,,,
P.94_N.39,SELANGOR,P.94,KUALA LANGAT,N.39,BANTING,BN - UMNO,,18430,4732,78.68,14500,14,690,13796,UMNO,HAJAH FATIMAH SUHAIMI,FEMALE,,9264,,PAS,MOHD. MESARI BIN JASMAN,MALE,55,4532,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.40,SELANGOR,P.95,SEPANG,N.40,DENGKIL,BN - MIC,,18760,3726,77.11,14466,27,447,13992,MIC,M. SELLATHEVAN,MALE,,8859,,PAS,HAJI MOHD. FAUZI SHAFFIE,MALE,35,5133,,,,,,,,,,,,,,,,,,,,,,,,,
P.95_N.41,SELANGOR,P.95,SEPANG,N.41,SUNGAI PELEK,BN - MCA,,15317,2828,75.16,11512,22,482,11008,MCA,NG SOON POR,,,6918,,,,,,,,DAP,WONG CHUAN HOW,,,4090,,,,,,,,,,,,,,,,,,,
P.95_N.42,SELANGOR,P.95,SEPANG,N.42,BATU LAUT,BN - UMNO,,14502,2728,79.17,11482,5,363,11114,UMNO,SAIRON BIN HAJI ABDUL HAMID,MALE,,6921,,,,,,,,,,,,,,S46,NISMAN BIN YUSOF,MALE,,4193,,,,,,,,,,,,,
P.103_N.1,NEGERI SEMBILAN,P.103,JELEBU,N.1,PERADONG,GR - DAP,,7442,682,77.45,5764,4,162,5598,MCA,SIOW MEI SHIN,,,2458,,,,,,,,DAP,LAI TEO KUAN,,,3140,,,,,,,,,,,,,,,,,,,
P.103_N.2,NEGERI SEMBILAN,P.103,JELEBU,N.2,KLAWANG,BN - UMNO,,7059,733,78.55,5545,18,148,5379,UMNO,DATO' HAJI SHAMSUL BAHARI BIN MAT,MALE,,3056,,,,,,,,,,,,,,S46,IBRAHIM BIN CHE MAT,MALE,,2323,,,,,,,,,,,,,
P.103_N.3,NEGERI SEMBILAN,P.103,JELEBU,N.3,PERTANG,BN - UMNO,,9004,109,77.99,7023,20,250,6753,UMNO,HJ. SHARIF BIN WAHID,MALE,,3431,,,,,,,,,,,,,,S46,ABD. KADIR BIN KASSIM,MALE,,3322,,,,,,,,,,,,,
P.103_N.4,NEGERI SEMBILAN,P.103,JELEBU,N.4,SUNGAI LUI,BN - UMNO,,9777,2222,85.94,8403,47,242,8114,UMNO,ANUAR BIN RASHIDIN,MALE,,5168,,,,,,,,,,,,,,S46,ABDUL MUHI BIN ABD. WAHAB,MALE,,2946,,,,,,,,,,,,,
P.104_N.5,NEGERI SEMBILAN,P.104,JEMPOL,N.5,SERTING,BN - UMNO,,11594,3534,79.17,9179,7,350,8822,UMNO,IBRAHIM BIN HAJI ALI,MALE,,6178,,,,,,,,,,,,,,S46,ZAINAL BIN MAAROF,MALE,,2644,,,,,,,,,,,,,
P.104_N.6,NEGERI SEMBILAN,P.104,JEMPOL,N.6,BATU KIKIR,BN - UMNO,,6877,1244,74.94,5154,10,234,4910,UMNO,LILAH BIN HJ YASIN,MALE,,3077,,,,,,,,,,,,,,S46,DATO' RAIS YATIM,MALE,,1833,,,,,,,,,,,,,
P.104_N.7,NEGERI SEMBILAN,P.104,JEMPOL,N.7,BAHAU,GR - DAP,,12381,1351,73.14,9056,12,211,8833,MCA,CHONG CHI SIONG,,,3741,,,,,,,,DAP,WONG ZEE NYOK,,,5092,,,,,,,,,,,,,,,,,,,
P.104_N.8,NEGERI SEMBILAN,P.104,JEMPOL,N.8,PALONG,BN - UMNO,,14209,6698,85.11,12094,5,347,11742,UMNO,BAHARUDIN HJ. HASSAN,MALE,,9220,,,,,,,,,,,,,,S46,MOHD SANI BIN HUSSIN,MALE,,2522,,,,,,,,,,,,,
P.105_N.9,NEGERI SEMBILAN,P.105,TAMPIN,N.9,GEMAS,BN - UMNO,,11631,5500,78.54,9135,8,283,8844,UMNO,MOHAMAD YASSIN BIN BAKAR,MALE,,7172,,PAS,HAJI BAHARUDIN B. LEMAN,MALE,,1672,,,,,,,,,,,,,,,,,,,,,,,,,
P.105_N.10,NEGERI SEMBILAN,P.105,TAMPIN,N.10,GEMENCHEH,BN - UMNO,,11699,3606,78.94,9235,10,353,8872,UMNO,WAAD BIN HAJI MANSOR,MALE,,6239,,,,,,,,,,,,,,S46,HAMZAH BIN HJ. MAAROF,MALE,,2633,,,,,,,,,,,,,
P.105_N.11,NEGERI SEMBILAN,P.105,TAMPIN,N.11,REPAH,BN - MCA,,9915,2020,74.85,7422,24,222,7176,MCA,LAY CHUN TAI,,,4410,,,,,,,,DAP,ABD. MALEK BIN AMAN,MALE,,2390,,,,,,,,INDEPENDENT,MEJ. (B) MOKHTAR BIN HJ. SARIAT,MALE,,376,LOST DEPOSIT,,,,,,
P.105_N.12,NEGERI SEMBILAN,P.105,TAMPIN,N.12,KOTA,BN - UMNO,,9392,5244,74.68,7014,3,333,6678,UMNO,AHMAD APANDI BIN JOHAN,MALE,,5961,,PAS,SHAMSUDIN DEWA,MALE,,717,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.106_N.13,NEGERI SEMBILAN,P.106,KUALA PILAH,N.13,JUASSEH,BN - UMNO,,8682,3869,77.1,6694,1,272,6421,UMNO,HAJI MOHAMAD BIN HAJI AHMAD,MALE,,5145,,,,,,,,,,,,,,S46,BAHARIN ABDULLAH,MALE,,1276,,,,,,,,,,,,,
P.106_N.14,NEGERI SEMBILAN,P.106,KUALA PILAH,N.14,JOHOL,BN - UMNO,,8237,2289,74.55,6141,2,346,5793,UMNO,DARUS SALIM BIN BULIN,MALE,,4041,,,,,,,,,,,,,,S46,HJ. OMAR BIN HJ. OTHMAN,MALE,,1752,,,,,,,,,,,,,
P.106_N.15,NEGERI SEMBILAN,P.106,KUALA PILAH,N.15,PILAH,BN - UMNO,,12778,3180,73.55,9398,27,281,9090,UMNO,HJ. ABU ZAHAR BIN DATO' NIKA UJANG,MALE,,6135,,,,,,,,,,,,,,S46,ABU SAMAH BIN KATAS,MALE,,2955,,,,,,,,,,,,,
P.106_N.16,NEGERI SEMBILAN,P.106,KUALA PILAH,N.16,SERI MENANTI,BN - UMNO,,7783,2541,73.79,5743,14,228,5501,UMNO,MOHD MOKHTAR BIN MOHD YASIN,MALE,,3943,,PAS,USTAZ MOHAMED NOH MUHARAM,MALE,,156,LOST DEPOSIT,,,,,,,S46,ASPAN BIN ALIAS,MALE,,1402,,,,,,,,,,,,,
P.107_N.17,NEGERI SEMBILAN,P.107,SEREMBAN,N.17,LENGGENG,BN - MCA,,16785,2437,75.05,12598,23,396,12179,MCA,HON CHOON KIM,,,7099,,,,,,,,DAP,CHEN HUNG CHONG,,,4662,,,,,,,,INDEPENDENT,AJUS BIN JAIS,MALE,,418,LOST DEPOSIT,,,,,,
P.107_N.18,NEGERI SEMBILAN,P.107,SEREMBAN,N.18,AMPANGAN,BN - UMNO,,16900,2597,74.91,12660,200,369,12091,UMNO,PUAN DERMATAKSIAH BT ABDUL JALIL,FEMALE,,7344,,,,,,,,,,,,,,S46,HARUN BIN AYAT,MALE,,4747,,,,,,,,,,,,,
P.107_N.19,NEGERI SEMBILAN,P.107,SEREMBAN,N.19,RAHANG,GR - DAP,,21027,7323,71.56,15048,21,226,14801,GERAKAN,DR S. VIJAYARATNAM,MALE,,3739,,,,,,,,DAP,LEE YUEN FONG,,,11062,,,,,,,,,,,,,,,,,,,
P.107_N.20,NEGERI SEMBILAN,P.107,SEREMBAN,N.20,SUNGAI UJONG,BN - MCA,,20867,2543,73.53,15343,294,270,14779,MCA,GOH SIOW HUAT,,,8023,,PAS,CIKGU RAHMAD BIN ABD. JALIL,MALE,,1276,LOST DEPOSIT,DAP,LIM FUI MING,,,5480,,,,,,,,,,,,,,,,,,,
P.108_N.21,NEGERI SEMBILAN,P.108,RASAH,N.21,LABU,BN - UMNO,,11781,3417,77.16,9091,2,314,8775,UMNO,SAHARDIN BIN HASHIM,MALE,,6096,,,,,,,,,,,,,,S46,HARUN BIN SELATAN,MALE,,2679,,,,,,,,,,,,,
P.108_N.22,NEGERI SEMBILAN,P.108,RASAH,N.22,MAMBAU,GR - DAP,,28597,1710,74.61,21337,160,613,20564,MCA,LEE KONG FEE,,,9427,,,,,,,,DAP,CHAN KOK WAH,,,11137,,,,,,,,,,,,,,,,,,,
P.108_N.23,NEGERI SEMBILAN,P.108,RASAH,N.23,JIMAH,BN - MCA,,14556,2311,78.3,11398,11,330,11057,MCA,YEOW CHAI THIAM,,,6684,,,,,,,,DAP,HU SEPANG,MALE,,4373,,,,,,,,,,,,,,,,,,,
P.108_N.24,NEGERI SEMBILAN,P.108,RASAH,N.24,RANTAU,BN - MIC,,11720,1445,72.91,8546,1,292,8253,MIC,DATO' MUTHUPPALANIAPPAN,MALE,,4849,,,,,,,,AMIPF,P. MARIMUTHU,MALE,,3404,,,,,,,,,,,,,,,,,,,
P.109_N.25,NEGERI SEMBILAN,P.109,TELOK KEMANG,N.25,CHEMBONG,BN - UMNO,,9106,3996,74.35,6770,20,278,6472,UMNO,MAHZAN BIN HAMZAH,MALE,,5234,,,,,,,,,,,,,,S46,AHMAD B YUSOF,MALE,,1238,,,,,,,,,,,,,
P.109_N.26,NEGERI SEMBILAN,P.109,TELOK KEMANG,N.26,LINGGI,BN - UMNO,,9075,4136,77,6988,7,223,6758,UMNO,DATO' MOHD ISA BIN DATO' ABD SAMAD,MALE,41,5447,,,,,,,,,,,,,,S46,HJ. JORJI HARUN,MALE,,1311,,,,,,,,,,,,,
P.109_N.27,NEGERI SEMBILAN,P.109,TELOK KEMANG,N.27,SI RUSA,BN - MIC,,13296,197,68.45,9102,16,253,8833,MIC,M. KRISHNASAMY,MALE,,4515,,,,,,,,DAP,KHOO SENG HOCK,,,4318,,,,,,,,,,,,,,,,,,,
P.109_N.28,NEGERI SEMBILAN,P.109,TELOK KEMANG,N.28,PASIR PANJANG,BN - UMNO,,13298,5399,79.97,10635,1102,246,9287,UMNO,MUSTAPA BIN MANAP,MALE,,7343,,,,,,,,,,,,,,S46,ABDUL RAHIM B ABD. RAHMAN,MALE,,1944,,,,,,,,,,,,,
P.110_N.1,MELAKA,P.110,ALOR GAJAH,N.1,KUALA LINGGI,BN - UMNO,,8813,4509,78.18,6890,8,193,6689,UMNO,IBRAHIM BIN DURUM,MALE,,5599,,,,,,,,,,,,,,S46,ISHAK BIN ATAN,MALE,,1090,,,,,,,,,,,,,
P.110_N.2,MELAKA,P.110,ALOR GAJAH,N.2,SUNGAI BAHRU,BN - UMNO,,7783,3896,77.69,6047,2,205,5840,UMNO,HJ MOHD ALI B HAJI ABD. MAJID,MALE,,4868,,,,,,,,,,,,,,S46,HJ SHAMSUDDIN BIN HJ MD ALI,MALE,,972,,,,,,,,,,,,,
P.110_N.3,MELAKA,P.110,ALOR GAJAH,N.3,MASJID TANAH,BN - UMNO,,9609,5298,78.78,7570,108,236,7226,UMNO,TAN SRI RAHIM B TAMBY CHIK,MALE,40,6262,,PAS,HAJI KASSIM B HAJI YUNUS,MALE,,964,,,,,,,,,,,,,,,,,,,,,,,,,
P.110_N.4,MELAKA,P.110,ALOR GAJAH,N.4,KELEMAK,BN - UMNO,,10029,5530,75.88,7610,42,258,7310,UMNO,DATUK MOHD ZIN BIN HAJI ABD. GHANI,MALE,,6420,,PAS,HJ ABD. KARIM BIN MOHD SAID,MALE,,890,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.111_N.5,MELAKA,P.111,SELANDAR,N.5,PULAU SEBANG,BN - MCA,,8906,2739,69.17,6160,10,239,5911,MCA,POH AH TIAM,,,4325,,,,,,,,DAP,LIM SWEE,,,1586,,,,,,,,,,,,,,,,,,,
P.111_N.6,MELAKA,P.111,SELANDAR,N.6,KEMUNING,BN - UMNO,,8387,3339,78.88,6616,20,257,6339,UMNO,HJ. SAHAR BIN ARPAN,MALE,,4839,,PAS,HJ. MINGHAT BIN MAMUT,MALE,,1500,,,,,,,,,,,,,,,,,,,,,,,,,
