UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,BA (1),BA (1) CANDIDATE,BA (1) CANDIDATE SEX,BA (1) CANDIDATE AGE,BA (1) VOTE,BA (1) CANDIDATE LOST DEPOSIT,BA (2),BA (2) CANDIDATE,BA (2) CANDIDATE SEX,BA (2) CANDIDATE AGE,BA (2) VOTE,BA (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P. 83_N.30,PAHANG,P. 83,BENTUNG,N.30,SABAI,BN - MIC,,9437,1090,70.37,6641,28,207,6406,MIC,M. DAVENDRAN,MALE,,3748,,DAP,WOO CHEE WAN,,,2658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 83_N.31,PAHANG,P. 83,BENTUNG,N.31,PELANGAI,BN - UMNO,,9760,2119,72.85,7110,15,156,6939,UMNO,DATO' SERI ADNAN YAAKOB,MALE,,4529,,,,,,,,PKN,DR ABDUL WAHID BIN AHMAD SHUHAIME,MALE,,2410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 84_N.32,PAHANG,P. 84,TEMERLUH,N.32,SEMANTAN,BA - PAS,,15796,1314,72.92,11519,193,310,11016,UMNO,DATO' HAJI ABDUL MALIK BIN ISMAIL,MALE,,4851,,PAS,HAJI IDRIS BIN OMAR,MALE,,6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 84_N.33,PAHANG,P. 84,TEMERLUH,N.33,TERIANG,BA - DAP,,12852,2950,73.54,9451,0,245,9206,GERAKAN,TAN AH BEEN,,,3128,,DAP,LEONG NGAH NGAH,MALE,,6078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 84_N.34,PAHANG,P. 84,TEMERLUH,N.34,GUAI,BA - PAS,,13193,523,77.17,10181,7,209,9965,UMNO,MUSTAFFA MAT YASIN,MALE,,4721,,PAS,MEJAR HJ ABDUL AZIZ YAAKOB,MALE,,5244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 84_N.35,PAHANG,P. 84,TEMERLUH,N.35,BERA,BN - UMNO,,11844,1069,70.95,8403,41,295,8067,UMNO,MOHD HAYANI B. ABDUL RAHMAN,MALE,,4568,,,,,,,,PKN,ZAKARIA B. ABDUL HAMID,MALE,,3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 85_N.36,PAHANG,P. 85,ROMPIN,N.36,BUKIT IBAM,BN - UMNO,,12408,2557,79.85,9908,130,265,9513,UMNO,DATO' HAJI HASAN BIN ARIFFIN,MALE,,6035,,PAS,USTAZ HAJI SUKRI,MALE,,3478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 85_N.37,PAHANG,P. 85,ROMPIN,N.37,MUADZAM SHAH,BN - UMNO,,10720,2306,78.77,8444,16,334,8094,UMNO,MAZNAH MAZLAN,FEMALE,,5200,,,,,,,,PKN,ABD. KADIR BIN RAMAN SHARIF,MALE,,2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 85_N.38,PAHANG,P. 85,ROMPIN,N.38,TIOMAN,BN - UMNO,,11193,1305,73.25,8199,26,254,7919,UMNO,DATO' HAJI MUSTAFAR BIN ABU BAKAR,MALE,,4612,,PAS,CIKGU HAJI MOHD. FADZIL,MALE,,3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 86_N.1,SELANGOR,P. 86,SABAK BERNAM,N.1,SUNGAI AIR TAWAR,BN - UMNO,,10337,1175,68.05,7034,5,226,6803,UMNO,MAY YASIR BIN IKHSAN,MALE,,3989,,PAS,ABD. JALIL BIN BAJURI,MALE,,2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 86_N.2,SELANGOR,P. 86,SABAK BERNAM,N.2,SABAK,BN - UMNO,,10355,615,67.43,6982,6,233,6743,UMNO,DATO' RAJA IDERIS BIN RAJA AHMAD,MALE,,3679,,PAS,USTAZ HJ. MOHAMAD B. HJ. YUNOS,MALE,,3064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 86_N.3,SELANGOR,P. 86,SABAK BERNAM,N.3,SUNGAI BESAR,BA - PAS,,13343,156,71.06,9482,29,277,9176,UMNO,DATO' HJ RAMLI BIN HJ NORANI,MALE,,4510,,PAS,USTAZ SALLEHEN BIN MUKHYI,MALE,,4666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 87_N.4,SELANGOR,P. 87,TANJUNG KARANG,N.4,SUNGAI PANJANG,BN - UMNO,,12013,165,71.77,8622,3,298,8321,UMNO,DR. MOHAMAD KHIR BIN TOYO,MALE,,4243,,PAS,USTAZ HJ. MOHD FADZIN BIN TASLIMIN,MALE,,4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 87_N.5,SELANGOR,P. 87,TANJUNG KARANG,N.5,SEKINCAN,BN - MCA,,14519,2044,71.67,10406,0,414,9992,MCA,CHIA KIM LEM,MALE,,5772,,DAP,NG SUEE LIM,MALE,,3728,,,,,,,,,,,,,,,,,,,,INDEPENDENT,SAARI BIN KIBAN,MALE,,492,LOST DEPOSIT,,,,,,,,,,,,
P. 87_N.6,SELANGOR,P. 87,TANJUNG KARANG,N.6,SUNGAI BURUNG,BA - PAS,,15577,91,73.41,11435,5,339,11091,UMNO,DATO' MD AINI TAIB,MALE,,5500,,PAS,DATO' DR. HASAN BIN MOHAMED,MALE,,5591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 88_N.7,SELANGOR,P. 88,HULU SELANGOR,N.7,HULU BERNAM,BN - UMNO,,17006,4320,69.56,11829,20,417,11392,UMNO,DATO' MOHAMED IDRIS ABU BAKAR,MALE,,7856,,PAS,CIKGU MAZALAN BIN HUSSIN,MALE,,3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 88_N.8,SELANGOR,P. 88,HULU SELANGOR,N.8,KUALA KUBU BAHARU,BN - MCA,,16622,4817,70.50,11718,186,535,10997,MCA,CH'NG TOH ENG,MALE,,7907,,DAP,K. C. CHEAH,,,3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 88_N.9,SELANGOR,P. 88,HULU SELANGOR,N.9,BATANG KALI,BN - UMNO,,18718,4907,72.91,13648,13,446,13189,UMNO,DATO' HJ. ZAINAL ABIDIN BIN HJ. SAKOM,MALE,,9048,,,,,,,,PKN,SHARIFFUDDIN BIN BUDIN,MALE,,4141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 89_N.10,SELANGOR,P. 89,KUALA SELANGOR,N.10,PERMATANG,BN - UMNO,,20016,2956,73.72,14755,16,453,14286,UMNO,DATO' SRI (DR) HJ. ABU HASSAN OMAR,MALE,,8621,,,,,,,,PKN,MOHD. YAHYA BIN MAT SAHRI,MALE,,5665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 89_N.11,SELANGOR,P. 89,KUALA SELANGOR,N.11,IJUK,BN - MIC,,16847,3166,69.73,11747,3,531,11213,MIC,DATO' K. SIVALINGAM,MALE,,6567,,DAP,KRISHNAN A/L VEERIAH,MALE,49,3401,,,,,,,,,,,,,,,,,,,,INDEPENDENT,HJ. MOHD YUSOF BIN AB. RAHIM,MALE,48,1245,LOST DEPOSIT,,,,,,,,,,,,
P. 89_N.12,SELANGOR,P. 89,KUALA SELANGOR,N.12,JERAM,BN - UMNO,,15606,2951,76.37,11919,4,416,11499,UMNO,MESRAH BT SELAMAT,FEMALE,55,7225,,PAS,UST. HJ. ABD MUHAIMIN MOHAMMAD SHAHAR,MALE,36,4274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 90_N.13,SELANGOR,P. 90,SELAYANG,N.13,RAWANG,BN - MCA,,26513,4638,72.10,19117,112,493,18512,MCA,DATO' TANG SEE HANG,MALE,,11518,,DAP,LIM CHING HOW,,,6880,,,,,,,,,,,,,,,,,,,,INDEPENDENT,SURDER SINGH,MALE,,114,LOST DEPOSIT,,,,,,,,,,,,
P. 90_N.14,SELANGOR,P. 90,SELAYANG,N.14,SELAYANG BAHARU,BN - UMNO,,30718,2845,74.64,22927,61,453,22413,UMNO,DATO' AHMAD BHARI ABD RAHMAN,MALE,,12629,,,,,,,,PKN,IDRUS WAN CHIK,MALE,,9784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 90_N.15,SELANGOR,P. 90,SELAYANG,N.15,PAYA JARAS,BN - UMNO,,28340,3127,74.94,21239,504,610,20125,UMNO,DATO' HJ SULAIMAN SAMAT,MALE,,11626,,PAS,ABDUL MAJID HASAN,MALE,,8499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 91_N.16,SELANGOR,P. 91,GOMBAK,N.16,SUNGAI TUA,BN - MIC,,21192,449,74.42,15771,0,320,15451,MIC,V. JAGARASAH,MALE,,7950,,,,,,,,PKN,RAZALI RAMLI,MALE,,7501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 91_N.17,SELANGOR,P. 91,GOMBAK,N.17,GOMBAK SETIA,BA - PAS,,30133,953,76.06,22918,0,229,22689,UMNO,ABDUL GHANI BIN MOHD YATIM,MALE,60,10868,,PAS,USTAZ DATO' HJ. ISMAIL BIN KAMUS,MALE,51,11821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 91_N.18,SELANGOR,P. 91,GOMBAK,N.18,HULU KELANG,BA - PKN,,22759,1146,76.42,17392,0,168,17224,UMNO,DATO' HAJI FUAD BIN DATO' HASSAN,MALE,47,8039,,,,,,,,PKN,AZMIN ALI,MALE,,9185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 92_N.19,SELANGOR,P. 92,AMPANG JAYA,N.19,AMPANG,BN - UMNO,,28012,1126,74.74,20935,61,448,20426,UMNO,DATO' HJ MUFTI B. SUIB,MALE,,10776,,DAP,YAP KOK HENG,,,9650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 92_N.20,SELANGOR,P. 92,AMPANG JAYA,N.20,PANDAN,BN - UMNO,,36018,2034,75.36,27143,19,424,26700,UMNO,HJ. MAD ARIS BIN HAJI MAD YUSOF,MALE,,14367,,,,,,,,PKN,ABDULLAH SANI B. ABDUL HAMID,MALE,,12333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 92_N.21,SELANGOR,P. 92,AMPANG JAYA,N.21,LEMBAH JAYA,BN - UMNO,,34497,2254,77.66,26792,22,490,26280,UMNO,HJ. ISMAIL BIN KIJO,MALE,,14267,,PAS,ISKANDAR ABDUL SAMAD,MALE,,12013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 93_N.22,SELANGOR,P. 93,HULU LANGAT,N.22,DUSUN TUA,BN - UMNO,,21004,3588,76.58,16085,268,369,15448,UMNO,DATO' DR. ZAINAL ABIDIN BIN AHMAD,MALE,,9518,,PAS,MD. FADZIL BIN HJ. HASSAN,MALE,,5930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 93_N.23,SELANGOR,P. 93,HULU LANGAT,N.23,KAJANG,BA - PAS,,29360,37,75.60,22196,110,279,21807,MCA,CHOONG TOW CHONG,,,10885,,PAS,DR. SHAFIE BIN ABU BAKAR,MALE,,10922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 93_N.24,SELANGOR,P. 93,HULU LANGAT,N.24,BERANANG,BN - UMNO,,20585,2652,74.03,15240,3,369,14868,UMNO,AHAMAD KURIS B MOHD NOR,MALE,,8760,,PAS,ZAINUDIN BIN LAPOH,MALE,,6108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 94_N.25,SELANGOR,P. 94,PJ UTARA,N.25,DAMANSARA UTAMA,BN - MCA,,39971,3847,72.95,29160,18,233,28909,MCA,LIM CHOON KIN,MALE,,16378,,DAP,AHMAD NOR,MALE,,12531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 94_N.26,SELANGOR,P. 94,PJ UTARA,N.26,KAMPUNG TUNKU,BN - MCA,,30663,2736,67.90,20820,17,223,20580,MCA,DR. WONG SAI HOU,MALE,,11658,,DAP,T. KANNAN,MALE,,8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 95_N.27,SELANGOR,P. 95,PJ SELATAN,N.27,BUKIT GASING,BN - GERAKAN,,34189,1021,66.92,22879,86,272,22521,GERAKAN,DR. LIM THUANG SENG,MALE,,11771,,DAP,HEW KUAN YAU,MALE,,10750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 95_N.28,SELANGOR,P. 95,PJ SELATAN,N.28,TAMAN MEDAN,BN - UMNO,,33498,3123,70.97,23773,13,367,23393,UMNO,NORKHAILA BINTI JAMALUDDIN,FEMALE,,13258,,PAS,SUPIAN BIN MD NORDIN,MALE,,10135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 96_N.29,SELANGOR,P. 96,SERDANG,N.29,PUCUNG,BN - UMNO,,43086,4971,74.67,32173,570,852,30751,UMNO,DATO' HAJI SALIM B. DIMAN,MALE,,17861,,,,,,,,PKN,HAJI YAAKOB SAPARI,MALE,,12890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 96_N.30,SELANGOR,P. 96,SERDANG,N.30,SRI KEMBANGAN,BN - MCA,,24428,4774,79.00,19298,7,327,18964,MCA,LIEW YUEN KEONG,MALE,39,11869,,DAP,WONG KOK YEW,,,7095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 96_N.31,SELANGOR,P. 96,SERDANG,N.31,BALAKONG,BN - MCA,,27325,877,77.35,21137,12,400,20725,MCA,HOH HEE LEE,MALE,39,10801,,DAP,FOO SHU SEONG,,,9924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 97_N.32,SELANGOR,P. 97,SUBANG,N.32,BUKIT LANJAN,BN - GERAKAN,,28050,2852,75.56,21194,1231,651,19312,GERAKAN,LUM WENG KEONG,MALE,47,11082,,DAP,SAW CHEONG TENG,,,8230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 97_N.33,SELANGOR,P. 97,SUBANG,N.33,KELANA JAYA,BN - UMNO,,32056,4111,68.13,21839,28,440,21371,UMNO,DATO' HJ MOHD MOKHTAR BIN HJ. AHMAD DAHLAN,MALE,,12741,,PAS,MOHD FADZLI BIN AB. SAMAT,MALE,,8630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 97_N.34,SELANGOR,P. 97,SUBANG,N.34,SUBANG JAYA,BN - MCA,,32688,6895,76.11,24878,27,344,24507,MCA,LEE HWA BENG,MALE,,15701,,DAP,ONG ING SIONG,,,8806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 98_N.35,SELANGOR,P. 98,SHAH ALAM,N.35,BATU TIGA,BN - UMNO,,26448,1773,78.03,20637,201,275,20161,UMNO,SALAMON BIN SELAMAT,MALE,,10967,,PAS,PROF. DATO' DR. MAHFODZ BIN MOHAMED,MALE,,9194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 98_N.36,SELANGOR,P. 98,SHAH ALAM,N.36,SUNGAI RENGGAM,BN - UMNO,,35718,2889,76.52,27331,21,403,26907,UMNO,AHMAD NAWAWI BIN M. ZIN,MALE,,14898,,PAS,USTAZ HAJI OMAR HASHIM,MALE,,12009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 98_N.37,SELANGOR,P. 98,SHAH ALAM,N.37,KOTA RAJA,BN - MIC,,30571,2325,76.90,23509,11,451,23047,MIC,KAMALA GANAPATHY,FEMALE,,12686,,PAS,TUAN HAJI KHALID BIN ABD SAMAD,MALE,,10361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 99_N.38,SELANGOR,P. 99,KAPAR,N.38,MERU,BN - UMNO,,22441,2663,79.28,17792,13,274,17505,UMNO,DATO' JAEI BIN ISMAIL,MALE,,10084,,PAS,USTAZ NOOR NAJHAN BIN MOHD. SALLEH,MALE,,7421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 99_N.39,SELANGOR,P. 99,KAPAR,N.39,SEMENTA,BN - UMNO,,27310,3369,75.75,20686,9,469,20208,UMNO,DATO' ABD. RAHMAN B PALIL,MALE,,11301,,,,,,,,PKN,HAMIDZUN KHAIRUDDIN,MALE,,7932,,,,,,,,,,,,,,INDEPENDENT,N. TAMILARASANI @ KIM CHAI,,,975,LOST DEPOSIT,,,,,,,,,,,,
P. 99_N.40,SELANGOR,P. 99,KAPAR,N.40,SELAT KLANG,BN - UMNO,,24751,2698,70.95,17561,11,308,17242,UMNO,DATO' ZAINAL @ ZAKARIA BIN MD. DERUS,MALE,,9970,,PAS,DR. HJ. AHMAD SUPIAN,MALE,,7272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 100_N.41,SELANGOR,P. 100,KLANG,N.41,BANDAR KLANG,BA - DAP,,39685,445,71.82,28501,56,437,28008,GERAKAN,TAN CHEE KEONG,,,13482,,DAP,TENG CHANG KHIM,MALE,,13927,,,,,,,,MDP,CHUA KOK ENG,,,599,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P. 100_N.42,SELANGOR,P. 100,KLANG,N.42,PELABUHAN KLANG,BN - MCA,,40988,3680,67.73,27763,16,451,27296,MCA,DATO TEH CHANG YING,MALE,,15488,,DAP,TEE BOON HOCK,,,11808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 101_N.43,SELANGOR,P. 101,KUALA LANGAT,N.43,SIJANGKANG,BN - UMNO,,18860,468,73.72,13903,9,466,13428,UMNO,DATO' ABDUL FATAH B. HJ. ISKANDAR,MALE,,6948,,PAS,DR. SALEHUDIN HAFIZ,MALE,,6480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 101_N.44,SELANGOR,P. 101,KUALA LANGAT,N.44,TELUK DATUK,BN - MCA,,19061,4259,78.19,14904,11,542,14351,MCA,EI KIM HOCK,MALE,,9305,,DAP,LIM SOON HONG,,,5046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 101_N.45,SELANGOR,P. 101,KUALA LANGAT,N.45,MORIB,BN - UMNO,,19509,2182,74.25,14485,212,461,13812,UMNO,DATO' ABDUL SAMAD MAHARUDIN,MALE,,7997,,PAS,USTAZ RAMLI B. SIDOM,MALE,,5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 102_N.46,SELANGOR,P. 102,SEPANG,N.46,BATU LAUT,BN - UMNO,,19536,2020,76.16,14878,1,395,14482,UMNO,MOHD KHAILANI BIN MANGON,MALE,,8251,,PAS,SUKIRAN BIN SARMAN,MALE,,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 102_N.47,SELANGOR,P. 102,SEPANG,N.47,DENGKIL,BN - UMNO,,17901,1972,74.65,13363,12,425,12926,UMNO,DATO' HAJI MOHD SHARIF BIN JAJANG,MALE,,7449,,,,,,,,PKN,MOHAMMAD SAHAR BIN MAT DIN,MALE,,5477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 102_N.48,SELANGOR,P. 102,SEPANG,N.48,SUNGAI PELIK,BN - MCA,,16724,2882,71.13,11895,14,511,11370,MCA,LIEW CHEE KHONG @ LIEW CHEE CHOONG,,,7126,,DAP,TITUS GLADWYN A/L S.G. GOMEZ,MALE,,4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N.1,NEGERI SEMBILAN,P. 113,JELEBU,N.1,CHENNAH,BN - MCA,,9756,1074,72.47,7070,7,253,6810,MCA,LIM YONG,,,3942,,DAP,SIOW YOKE KIM,,,2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N.2,NEGERI SEMBILAN,P. 113,JELEBU,N.2,KLAWANG,BN - UMNO,,8542,69,72.55,6197,25,151,6021,UMNO,DATO' HJ. SHAMSUL BAHARI BIN MAT,MALE,,3045,,,,,,,,PKN,BOHARI BIN ABD. LATIF,MALE,,2976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N.3,NEGERI SEMBILAN,P. 113,JELEBU,N.3,PERTANG,BN - UMNO,,10212,2727,78.01,7966,13,220,7733,UMNO,RAZAK BIN MANSOR,MALE,,5230,,PAS,ABU BAKAR BIN MUHD. YUSOFF,MALE,,2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 113_N.4,NEGERI SEMBILAN,P. 113,JELEBU,N.4,SUNGAI LUI,BN - UMNO,,8812,2599,79.44,7000,588,187,6225,UMNO,ANUAR RASHIDIN,MALE,,4412,,PAS,NORMAN BIN IPIN,MALE,,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 114_N.5,NEGERI SEMBILAN,P. 114,JEMPOL,N.5,SERTING,BN - UMNO,,12620,3130,76.09,9603,3,252,9348,UMNO,DATO HJ LILAH BIN HJ YASIN,MALE,,6066,,PAS,USTAZ HJ. RAMLI BIN ABU BAKAR,MALE,,2936,,,,,,,,,,,,,,,,,,,,INDEPENDENT,MD. ZIN BIN UDIN,MALE,,346,LOST DEPOSIT,,,,,,,,,,,,
P. 114_N.6,NEGERI SEMBILAN,P. 114,JEMPOL,N.6,BAHAU,BN - MCA,,15248,2842,69.46,10592,0,336,10256,MCA,SEE AH KOW,,,6549,,DAP,HO CHEW KUAN,,,3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 114_N.7,NEGERI SEMBILAN,P. 114,JEMPOL,N.7,JERAM PADANG,BN - MIC,,10435,2784,68.77,7176,0,264,6912,MIC,T. RAJAGOPALU,MALE,,4848,,,,,,,,PKN,IBRAHIM BIN YUSOF,MALE,,2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 114_N.8,NEGERI SEMBILAN,P. 114,JEMPOL,N.8,PALONG,BN - UMNO,,11314,4209,81.06,9171,0,228,8943,UMNO,KAMARUDDIN BIN MOHD. DIN,MALE,,6576,,,,,,,,PKN,MOHAMMAD SHARIFFUDDIN BIN MUSIM,MALE,,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 115_N.9,NEGERI SEMBILAN,P. 115,TAMPIN,N.9,GEMAS,BN - UMNO,,11614,2859,77.35,8984,398,177,8409,UMNO,DATO' HJ. MOHAMAD YASSIN BIN BAKAR,MALE,,5634,,PAS,AZIZ BIN RAMLI,MALE,,2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 115_N.10,NEGERI SEMBILAN,P. 115,TAMPIN,N.10,GEMENCHEH,BN - UMNO,,12636,1214,72.05,9104,7,317,8780,UMNO,DATO WAAD B HJ. MANSOR,MALE,,4997,,PAS,ALI MAIDIN,MALE,,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 115_N.11,NEGERI SEMBILAN,P. 115,TAMPIN,N.11,REPAH,BN - MCA,,13378,973,74.45,9960,55,276,9629,MCA,GAN CHIN YAP,,,5301,,DAP,KAPT (B) DR KOK CHAN WAH,,,4328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 115_N.12,NEGERI SEMBILAN,P. 115,TAMPIN,N.12,KOTA,BN - UMNO,,10000,1929,72.01,7201,10,232,6959,UMNO,ZAHARUDIN MOHD SHARIFF,MALE,,4444,,,,,,,,PKN,NASRUDDIN BIN BABA,MALE,,2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 116_N.13,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.13,JUASSEH,BN - UMNO,,8736,985,71.46,6243,1,237,6005,UMNO,HASAN BIN MALEK,MALE,,3495,,,,,,,,PKN,SHAMSUL BAHRI SHAMSUDIN,MALE,,2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 116_N.14,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.14,SENALING,BN - UMNO,,7286,1027,73.18,5332,3,162,5167,UMNO,HAJI ISMAIL LASIM,MALE,,3097,,PAS,HJ. BAHARUDIN BIN POAN,MALE,,2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 116_N.15,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.15,JOHOL,BN - UMNO,,9016,848,69.62,6277,10,257,6010,UMNO,DATO' DARUS SALIM BIN BULIN,MALE,,3429,,PAS,KAPT. (B) HJ RUSLI BIN IDRIS,MALE,,2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 116_N.16,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.16,PILAH,BN - UMNO,,10668,312,69.54,7419,44,171,7204,UMNO,NORHAYATI BINTI OMAR,FEMALE,,3758,,,,,,,,PKN,NORDIN BIN ISMAIL,MALE,,3446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 116_N.17,NEGERI SEMBILAN,P. 116,KUALA PILAH,N.17,SERI MENANTI,BN - UMNO,,8194,476,71.76,5880,11,207,5662,UMNO,HAJI IBRAHIM BIN JAHAYA,MALE,,3069,,PAS,MOHAMAD NOOR BIN ABDUL RAHMAN,MALE,,2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 117_N.18,NEGERI SEMBILAN,P. 117,SEREMBAN,N.18,NILAI,BN - MCA,,13429,2594,72.85,9783,21,292,9470,MCA,PETER LAI YIT FEE,MALE,,6032,,DAP,WONG SWEE CHING,,,3438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
