UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT,INDEPENDENT (4),INDEPENDENT (4) CANDIDATE,INDEPENDENT (4) CANDIDATE SEX,INDEPENDENT (4) CANDIDATE AGE,INDEPENDENT (4) VOTE,INDEPENDENT (4) CANDIDATE LOST DEPOSIT
P.68_N.16,PAHANG,P.68,RAUB,N.16,BANDAR RAUB,BN - MCA,,13451,1819,77.98,10489,283,10206,MCA,TAN LIEW THONG,MALE,,5385,,DAP,LIP AH KOW @ LIP TUCK CHEE,,,3566,,,,,,,,,,,,,,,,,,,,INDEPENDENT,LOKE AH KOW @ LOKE KOON KAM,,,1255,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.69_N.17,PAHANG,P.69,MARAN,N.17,PAYA BESAR,BN - UMNO,,12174,4166,72.92,8878,176,8702,UMNO,DATO' HAJI ABDUL RASHID BIN HAJI ABDUL RAHMAN @ MOHD. RASEP BIN HAJI ABDUL RAHMAN,MALE,,5846,,DAP,CHEE KUAN FAY,,,1176,,PAS,OTHMAN BIN BAKAR,MALE,,1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.69_N.18,PAHANG,P.69,MARAN,N.18,BANDAR MARAN,BN - UMNO,,8207,2167,73.55,6036,188,5848,UMNO,ABDUL JALIL BIN MOHAMMAD SEH,MALE,,3695,,DAP,ISMAIL BIN MOHAMAD,MALE,,1528,,PAS,AW HUSIN BIN KH AHMAD,MALE,,625,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.69_N.19,PAHANG,P.69,MARAN,N.19,JENGKA,BN - UMNO,,17980,3593,80.83,14533,250,14283,UMNO,ZAINAL BIN HASSAN,MALE,,8938,,,,,,,,PAS,RAJA PUJI BIN TENGKU ABDUL HAMID,MALE,,5345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.69_N.20,PAHANG,P.69,MARAN,N.20,CHENOR,BN - UMNO,,6681,1560,76.48,5110,146,4964,UMNO,MAHMUD BIN MAT TAIB,MALE,,3262,,,,,,,,PAS,HAJI MOHD. ALWI BIN HAJI ABDUL HAMID,MALE,,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.70_N.21,PAHANG,P.70,BENTONG,N.21,KARAK,BN - GERAKAN,,13142,2338,76.45,10047,284,9763,GERAKAN,CHAN TAN CHUEN,MALE,,4396,,DAP,TAN MENG CHOO,,,1577,,,,,,,,,,,,,,,,,,,,INDEPENDENT,MOHAMED BASRI BIN MAHIDIN,MALE,,2058,,INDEPENDENT,KOO HOI CHING,,,1732,,,,,,,,,,,,,
P.70_N.22,PAHANG,P.70,BENTONG,N.22,BANDAR BENTONG,BN - MCA,,13598,1043,78.53,10678,353,10325,MCA,FU AH KAW @ POO YEW CHOY,MALE,,4589,,DAP,KAM HAH @ CHEONG KOON KAM,,,3546,,,,,,,,,,,,,,,,,,,,INDEPENDENT,CHUI PHUI WENG,,,2190,,,,,,,,,,,,,,,,,,,
P.70_N.23,PAHANG,P.70,BENTONG,N.23,SEMANTAN,BN - UMNO,,13482,4954,74,9977,369,9608,UMNO,ABDUL MALEK BIN MOHD.,MALE,,7281,,DAP,LAI AH SANG,,,2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.24,PAHANG,P.71,PEKAN,N.24,KUALA PAHANG,BN - UMNO,,5693,2584,74.95,4267,147,4120,UMNO,HASHIM BIN MOHD. ZIN @ ABD. RAFFAR BIN MAT ZAIN,MALE,,3352,,,,,,,,PAS,ABDUL JALIL BIN MOHAMED,MALE,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.25,PAHANG,P.71,PEKAN,N.25,CHINI,BN - UMNO,,6507,1652,70.74,4603,143,4460,UMNO,MOHAMAD RAZALI @ WAN MOHAMAD RAZALI BIN WAN MAHUSSIN,MALE,,3056,,,,,,,,PAS,AB. RAHIM BIN AW BAKAR,MALE,,1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.26,PAHANG,P.71,PEKAN,N.26,BANDAR PEKAN,BN - UMNO,,7329,2371,73.37,5377,108,5269,UMNO,DATO' MOHD. NAJIB BIN TUN HAJI ABD. RAZAK,MALE,,3820,,,,,,,,PAS,MOHAMED RUSDI BIN ARIF,MALE,,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.27,PAHANG,P.71,PEKAN,N.27,BUKIT IBAM,BN - UMNO,,11421,3749,70.24,8022,249,7773,UMNO,ABDUL JABBAR BIN IBRAHIM,MALE,,5761,,,,,,,,PAS,MOKHTAR BIN ABDULLAH,MALE,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.71_N.28,PAHANG,P.71,PEKAN,N.28,ROMPIN,BN - UMNO,,7310,3036,70.18,5130,133,4997,UMNO,HASAN BIN ARIFIN,MALE,,3844,,,,,,,,PAS,ABDUL HAK BIN HAJI FADZIL,MALE,,808,,,,,,,,,,,,,,INDEPENDENT,MUSA HASNI BIN ABDUL HAMID,MALE,,345,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.72_N.29,PAHANG,P.72,TEMERLOH,N.29,MENTAKAB,BN - UMNO,,13305,2528,73.85,9826,279,9547,UMNO,ABDUL AZIZ BIN ABDUL RAHMAN,MALE,,5197,,DAP,NG KWI LING,,,2669,,PAS,ABU HASSAN BIN SINTOL,MALE,,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.30,PAHANG,P.72,TEMERLOH,N.30,BANDAR TEMERLOH,BN - UMNO,,9529,1505,71.7,6832,224,6608,UMNO,ABDULLAH BIN MOHAMED,MALE,,3388,,,,,,,,PAS,ISHAK BIN ABDULLAH,MALE,,1337,,PSRM,KAMARAZAMAN BIN YACOB,MALE,,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.31,PAHANG,P.72,TEMERLOH,N.31,BERA,BN - UMNO,,14637,4142,74.53,10909,381,10528,UMNO,ZULKEFLY @ ZULKIFLI BIN TOK MUDA HJ. AWANG,MALE,,7335,,,,,,,,PAS,HAMZAH BIN ZAKARIA,MALE,,3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.72_N.32,PAHANG,P.72,TEMERLOH,N.32,TRIANG,DAP,,9420,335,80.18,7553,172,7381,MCA,NGAU BOON MING,MALE,,2746,,DAP,LIM ONG HANG @ NEM ONG HAN,,,3081,,PAS,BURHAN BIN ABD. GHANI,MALE,,839,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,TEO THIAN LYE @ TEO LEE SANG,,,609,LOST DEPOSIT,INDEPENDENT,TAN AH HONG,,,106,LOST DEPOSIT,,,,,,,,,,,,
P.73_N.1,SELANGOR,P.73,SABAK BERNAM,N.1,SUNGAI AYER TAWAR,BN - UMNO,,8946,3563,71.49,6396,203,6193,UMNO,ZAINAL BIN DAHALAN,MALE,,4878,,,,,,,,PAS,HAJI ABDUL AZIZ BIN ABDUL SHUKOR,MALE,,1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.2,SELANGOR,P.73,SABAK BERNAM,N.2,SABAK,BN - UMNO,,9815,4359,67.91,6665,272,6393,UMNO,MOHD. YUSUF BIN A. LATIB,MALE,,5376,,,,,,,,PAS,BASRAN BIN HJ. ABDUL RAHMAN,MALE,,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.73_N.3,SELANGOR,P.73,SABAK BERNAM,N.3,SUNGAI BESAR,BN - UMNO,,11466,3948,67.71,7764,292,7472,UMNO,MOHD. GHAZALI @ SAIEN BIN KANTAN,MALE,,5710,,,,,,,,PAS,RUSLAN BIN HAJI AHMAD,MALE,,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.4,SELANGOR,P.74,TANJONG KARANG,N.4,SUNGAI PANJANG,BN - UMNO,,10847,3719,65.11,7063,218,6845,UMNO,ARIFFIN BIN HJ. MAT RAWI @ HJ. RAWI,MALE,,5282,,,,,,,,PAS,ABDUL MANAF @ HJ. ABDUL HAKIM BIN HJ. ABDULLAH,MALE,,1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.5,SELANGOR,P.74,TANJONG KARANG,N.5,SEKINCHAN,BN - MCA,,10774,2687,70.39,7584,244,7340,MCA,TAN KUI SUI @ TAN KAI SEE,MALE,,4336,,DAP,LOH SEK MOAH @ LOW SEK MOAH,,,1649,,PAS,SHAARI BIN SAET,MALE,,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.74_N.6,SELANGOR,P.74,TANJONG KARANG,N.6,SUNGAI BURONG,BN - UMNO,,11683,3593,70.08,8188,325,7863,UMNO,ABDUL SHUKUR BIN HAJI SIRAJ @ JAAFAR @ DOLLAH SUKOR BIN HAJI SIRAJ @ HAJI SIRAT,MALE,,5728,,,,,,,,PAS,HJ. KHALID BIN HJ. ABD. HAMID,MALE,,2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.7,SELANGOR,P.75,ULU SELANGOR,N.7,KALUMPANG,BN - UMNO,Y,13900,,,,,,UMNO,RAMLI BIN ABDUL RAHMAN,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.75_N.8,SELANGOR,P.75,ULU SELANGOR,N.8,KUALA KUBU BAHRU,BN - MCA,,13453,3214,74.09,9968,426,9542,MCA,CHOO YOONG FATT @ CHOW YOONG FATT,MALE,,5645,,DAP,PAN SU PENG @ PAN SOO PIN,,,1466,,,,,,,,,,,,,,,,,,,,INDEPENDENT,WONG CHANG YEE @ WONG KIM WAH,,,2431,,,,,,,,,,,,,,,,,,,
P.75_N.9,SELANGOR,P.75,ULU SELANGOR,N.9,BATANG KALI,BN - UMNO,,12936,4162,79,10220,504,9716,UMNO,MUHAMMAD BIN MUHAMMAD TAIB,MALE,,6939,,DAP,HONG CHIN POH,,,2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.76_N.10,SELANGOR,P.76,KUALA SELANGOR,N.10,PERMATANG,BN - UMNO,,13153,6569,73.03,9606,305,9301,UMNO,MOHAMED KHALIP BIN AHMAD KHALID @ KHALID BIN HJ. AHMAD,MALE,,7935,,,,,,,,PAS,KORMIN BIN HJ. SHUKOR,MALE,,1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.76_N.11,SELANGOR,P.76,KUALA SELANGOR,N.11,ASAM JAWA,BN - MIC,,12841,5331,75.12,9646,279,9367,MIC,MASILAMANE S/O MUTHUKRISHNEN @ M. MAHALINGAM,MALE,,6789,,DAP,SINNIAH A/L PERIANAN,MALE,,1120,LOST DEPOSIT,PAS,TAIRIN BIN AHMAD,MALE,,1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.76_N.12,SELANGOR,P.76,KUALA SELANGOR,N.12,JERAM,BN - UMNO,,11585,5652,75.15,8706,276,8430,UMNO,MISKAM @ MISKON BIN SETERA @ SUTERO,MALE,,6587,,DAP,IDRUS BIN IDRIS,MALE,,908,LOST DEPOSIT,PAS,JARMANI BIN MD. UMAR,MALE,,935,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.13,SELANGOR,P.77,SELAYANG,N.13,RAWANG,BN - MCA,,18941,3360,74.3,14074,379,13695,MCA,TANG SEE HANG,MALE,,8185,,DAP,ENG SENG CHAI @ NG SING SAI,,,4825,,PAS,ABDUL RAHMAN BIN YADI,MALE,,685,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.14,SELANGOR,P.77,SELAYANG,N.14,GOMBAK,BN - UMNO,,43989,20181,68.4,30090,1337,28753,UMNO,SAIDIN BIN TAMBY,MALE,,24467,,,,,,,,PAS,JAAPOR BIN BAADI @ TALIB BIN BAKDI,MALE,,4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_N.15,SELANGOR,P.77,SELAYANG,N.15,AMPANG,BN - UMNO,,50229,24992,69.39,34852,1148,33704,UMNO,AHMAD RAZALI BIN MOHAMED ALI,MALE,,29348,,,,,,,,PAS,HAJI ABDUL KARIM B. JAMAL,MALE,,4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_N.16,SELANGOR,P.78,ULU LANGAT,N.16,DUSUN TUA,BN - UMNO,,13547,5226,71.81,9728,244,9484,UMNO,MOHD. FAHMI BIN IBRAHIM,MALE,,7033,,DAP,TECK LIAN @ NG TECK LIAN,,,1807,,PAS,ZAINAL ABIDIN BIN ABD. KARIM,MALE,,451,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,MOHD. SAHAR BIN MOHD. JALI,MALE,,193,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.78_N.17,SELANGOR,P.78,ULU LANGAT,N.17,KAJANG,BN - MCA,,19144,2441,77.1,14761,214,14547,MCA,LIM SOON TECK @ LIM ANN KOON,MALE,,8494,,DAP,EAN YONG TIN SIN,,,6053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_N.18,SELANGOR,P.78,ULU LANGAT,N.18,SEMENYIH,BN - UMNO,,13342,3674,76.11,10155,307,9848,UMNO,MOHD. TAMRIN @ MARWILIS BIN HJ. YUSUF,MALE,,6761,,DAP,LAM MAN YOON,,,3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_N.19,SELANGOR,P.79,PELABOHAN KELANG,N.19,KAPAR,BN - UMNO,,13271,6297,78.86,10465,318,10147,UMNO,DATO' HAJI SANAD BIN HAJI SAID,MALE,,8222,,,,,,,,PAS,MOHAMED JAIS BIN FATAHUR RAHMAN,MALE,,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_N.20,SELANGOR,P.79,PELABOHAN KELANG,N.20,SEMENTA,BN - UMNO,,16965,7071,75.53,12475,213,12262,UMNO,CHE OON BIN ISMAIL,MALE,,9054,,DAP,HUSSIN BIN KUSSAN,MALE,,1225,LOST DEPOSIT,PAS,ZAINUDIN BIN RAWI,MALE,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.79_N.21,SELANGOR,P.79,PELABOHAN KELANG,N.21,SELAT KELANG,BN - MCA,,30877,4486,76.95,23761,757,23004,MCA,NG BOON THONG @ NG THIAN HOCK,MALE,,13745,,DAP,NG ENG HENG,,,9259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_N.22,SELANGOR,P.80,SHAH ALAM,N.22,BUKIT RAJA,BN - MIC,,42626,18126,70.75,30160,905,29255,MIC,S.S. SUBRAMANIAM,MALE,,22746,,,,,,,,PAS,SUMAIRI BIN AWAB,MALE,,4620,,,,,,,,,,,,,,INDEPENDENT,THIAGARAJAH A/L RAMASAMY,MALE,,1889,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.80_N.23,SELANGOR,P.80,SHAH ALAM,N.23,BANDAR KELANG,DAP,,38602,1245,70.85,27351,446,26905,MCA,TONG KOK MAU,MALE,,12830,,DAP,TAN SENG GIAW @ TAN CHUN TIN,MALE,,14075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.80_N.24,SELANGOR,P.80,SHAH ALAM,N.24,KAMPONG JAWA,BN - UMNO,,19964,5651,76.5,15272,286,14986,UMNO,M. ZIN BIN SULIMAN,MALE,,9466,,DAP,NAGAINDRA VEDHMANI S/O VALLIAPPAN,MALE,,3815,,PAS,MOHD. ISMATH BIN HABIB MOHAMAD,MALE,,1539,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,SUBARI BIN SAMAN,MALE,,166,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.81_N.25,SELANGOR,P.81,PETALING,N.25,PETALING JAYA,BN - GERAKAN,,62803,311,70.54,44300,689,43611,GERAKAN,SOONG @ SOON SIEW HOONG,MALE,,21961,,DAP,TAI SIN PIAU @ TAI SIM PIYU,,,21650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.26,SELANGOR,P.81,PETALING,N.26,SUNGAI WAY,BN - UMNO,,31413,7064,68.37,21478,56,21422,UMNO,MAZLAN BIN HARUN @ MAZLAN BIN DATO HAJI HARUN IDRIS,MALE,,14243,,DAP,CHEAH KAM CHIEW,,,7179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.81_N.27,SELANGOR,P.81,PETALING,N.27,SERDANG,BN - MCA,,20488,4066,77.61,15900,460,15440,MCA,YAP PIAN HON,MALE,,9753,,DAP,FONG KUI LUN,MALE,,5687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.82_N.28,SELANGOR,P.82,KUALA LANGAT,N.28,PANGLIMA GARANG,BN - UMNO,,11338,2754,77.85,8827,274,8553,UMNO,TARIKH B. MOHD. JONID,MALE,,5170,,,,,,,,PAS,MOHAMED SHAPIK BIN HJ. SIRAT,MALE,,841,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,GAN KECK TIONG @ GAN YAP KANG,,,2416,,INDEPENDENT,SYUKRI BIN HAJI TAHIR,MALE,,126,LOST DEPOSIT,,,,,,,,,,,,
P.82_N.29,SELANGOR,P.82,KUALA LANGAT,N.29,BANTING,BN - UMNO,,13570,5170,79.36,10769,342,10427,UMNO,SITI FATIMAH BT. DULLAH SUKIMI @ S. FATIMAH BT. DULLAH SUKIMI,FEMALE,,6943,,,,,,,,PAS,SANOT BIN SALLEH,MALE,,1773,,,,,,,,,,,,,,INDEPENDENT,ANG POI CHAI,,,1711,,,,,,,,,,,,,,,,,,,
P.82_N.30,SELANGOR,P.82,KUALA LANGAT,N.30,MORIB,BN - UMNO,,11317,3908,77.02,8716,294,8422,UMNO,ABU BAKAR BIN ABDUL HAMID,MALE,,6011,,,,,,,,PAS,AHMAD BIN MASTAR @ HJ. MUSTAPHA,MALE,,308,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,ISMAIL BIN SEKAK,MALE,,2103,,,,,,,,,,,,,,,,,,,
P.83_N.31,SELANGOR,P.83,SEPANG,N.31,DENGKIL,BN - MIC,,12819,7088,77.42,9925,167,9758,MIC,MARUTHATHURAI S/O THANGIAH @ MUNUSAMY,MALE,,7996,,DAP,YAP POH SOO,,,908,LOST DEPOSIT,PAS,ANAS @ AMAT BIN SULAIMAN,MALE,,854,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.83_N.32,SELANGOR,P.83,SEPANG,N.32,SUNGAI PELEK,BN - MCA,,11463,4370,80.8,9262,146,9116,MCA,NG AH HOCK @ NG SOON POR,MALE,,6528,,DAP,TAN KOK WAI,MALE,,2158,,PAS,DAUD BIN JANTAN,MALE,,430,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.83_N.33,SELANGOR,P.83,SEPANG,N.33,BATU LAUT,INDEPENDENT,,9654,256,82.58,7972,164,7808,UMNO,SHAHROM BIN HJ. MAASOM,MALE,,3629,,,,,,,,PAS,PAUJAN BIN HJ. SIRAJ,MALE,,294,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,ABD. JABAR B. MOHD. YUSOF @ JABAR BIN YUSOF,MALE,,3885,,,,,,,,,,,,,,,,,,,
P.89_N.1,NEGERI SEMBILAN,P.89,JELEBU,N.1,KUALA KLAWANG,BN - MCA,,10436,4071,78.99,8244,163,8081,MCA,WONG SEE WAH,MALE,,5278,,DAP,LOKE KIN TECK,,,1207,,,,,,,,,,,,,,,,,,,,INDEPENDENT,ABDUL HAMID BIN TINGGAL,MALE,,725,LOST DEPOSIT,INDEPENDENT,LEE YUEN HON,,,871,LOST DEPOSIT,,,,,,,,,,,,
P.89_N.2,NEGERI SEMBILAN,P.89,JELEBU,N.2,PERTANG,BN - UMNO,,8520,3968,79.56,6779,168,6611,UMNO,ABD. KADIR BIN KASSIM,MALE,,4902,,DAP,YAIP SEN KIONG,,,775,LOST DEPOSIT,PAS,IBRAHIM BIN BAGAK,MALE,,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.89_N.3,NEGERI SEMBILAN,P.89,JELEBU,N.3,BAHAU,BN - MCA,,13723,6184,75.36,10342,56,10286,MCA,CHEW HOK THYE @ CHEW HOCK THYE,MALE,,7708,,DAP,LOO AH MAN @ LOH MING CHAI,,,1524,,PAS,RAJA AZIZ BIN RAJA KARIM,MALE,,1054,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.89_N.4,NEGERI SEMBILAN,P.89,JELEBU,N.4,JEMPOL,BN - UMNO,Y,6054,,,,,,UMNO,MOHD. KHALID BIN MOHD. YUNUS,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.90_N.5,NEGERI SEMBILAN,P.90,MANTIN,N.5,LENGGENG,BN - MCA,,12087,2314,76.49,9246,219,9027,MCA,DR. GAN KONG SENG @ GAN TEONG,MALE,,5399,,DAP,LUM KONG,,,3085,,,,,,,,,,,,,,,,,,,,INDEPENDENT,KAMARUDIN @ JALALUDIN B. SHAMSUDIN,MALE,,543,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.90_N.6,NEGERI SEMBILAN,P.90,MANTIN,N.6,PANTAI,BN - UMNO,,10811,3309,75.73,8187,152,8035,UMNO,KHATIMAH BINTI HAJI IBRAHIM,FEMALE,,5672,,DAP,RAMAN S/O KRISNA NAIR,MALE,,2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.90_N.7,NEGERI SEMBILAN,P.90,MANTIN,N.7,LABU,BN - UMNO,,10746,5509,77.88,8369,210,8159,UMNO,SHAHARDIN BIN HASHIM,MALE,,6834,,DAP,OTHMAN BIN ATAS,MALE,,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.90_N.8,NEGERI SEMBILAN,P.90,MANTIN,N.8,RANTAU,BN - UMNO,,7600,2739,76.96,5849,124,5725,UMNO,ISMAIL BIN LEBAI KAMAT,MALE,,4232,,DAP,YAP SIN KIN,,,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.9,NEGERI SEMBILAN,P.91,SEREMBAN,N.9,RASAH,DAP,,14928,1282,79.65,11891,275,11616,MCA,CHEAH YEE KOOI,MALE,,5167,,DAP,KUPUSAMY A/L MARUUTHY,MALE,,6449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.10,NEGERI SEMBILAN,P.91,SEREMBAN,N.10,RAHANG,DAP,,18988,2193,76.52,14529,288,14241,GERAKAN,CHAN CHOONG TACK,MALE,,6024,,DAP,HU SE PANG,MALE,,8217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.11,NEGERI SEMBILAN,P.91,SEREMBAN,N.11,SUNGAI UJONG,BN - MCA,,18932,723,76.17,14420,256,14164,MCA,OH HER SANG @ HWU HOR SHAN,MALE,,7388,,DAP,PANG KAI TONG,,,6665,,,,,,,,,,,,,,PP,LIM JOO LIM,,,111,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.91_N.12,NEGERI SEMBILAN,P.91,SEREMBAN,N.12,TERENTANG,BN - UMNO,,7891,3816,76.66,6049,217,5832,UMNO,DATO MD. YAZID BIN BABA,MALE,,4824,,DAP,LOO YOON CHOY,,,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.13,NEGERI SEMBILAN,P.92,KUALA PILAH,N.13,SERI MENANTI,BN - UMNO,,6631,3174,74.32,4928,190,4738,UMNO,AHMAD BIN KASIM,MALE,,3956,,,,,,,,PAS,HAJI MOHAMED SALEH BIN IBRAHIM,MALE,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.14,NEGERI SEMBILAN,P.92,KUALA PILAH,N.14,ULU MUAR,BN - UMNO,,7212,3813,74.93,5404,207,5197,UMNO,ALI BIN HAJI MANAT,MALE,,4505,,,,,,,,PAS,UJANG B. HAJI YATIM,MALE,,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.15,NEGERI SEMBILAN,P.92,KUALA PILAH,N.15,PILAH,BN - UMNO,,11696,3846,74.62,8728,264,8464,UMNO,RAMLI BIN UJANG,MALE,,5860,,DAP,ABDUL RAZAK ILONG,MALE,,2014,,PAS,MOHAMED NOH BIN MUHARAM,MALE,,590,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.92_N.16,NEGERI SEMBILAN,P.92,KUALA PILAH,N.16,JOHOL,BN - UMNO,,7154,3628,74.57,5335,299,5036,UMNO,ISHAK BIN MOHD. YUSOF,MALE,,4332,,,,,,,,PAS,OTHMAN BIN HAMZAH,MALE,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
