UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PSRM,PSRM CANDIDATE,PSRM CANDIDATE SEX,PSRM CANDIDATE AGE,PSRM VOTE,PSRM CANDIDATE LOST DEPOSIT,PEKEMAS,PEKEMAS CANDIDATE,PEKEMAS CANDIDATE SEX,PEKEMAS CANDIDATE AGE,PEKEMAS VOTE,PEKEMAS CANDIDATE LOST DEPOSIT,DAP,DAP CANDIDATE,DAP CANDIDATE SEX,DAP CANDIDATE AGE,DAP VOTE,DAP CANDIDATE LOST DEPOSIT,K.I.T.A,K.I.T.A CANDIDATE,K.I.T.A CANDIDATE SEX,K.I.T.A CANDIDATE AGE,K.I.T.A VOTE,K.I.T.A CANDIDATE LOST DEPOSIT,I.P.P.P,I.P.P.P. CANDIDATE,I.P.P.P. CANDIDATE SEX,I.P.P.P. CANDIDATE AGE,I.P.P.P VOTE,I.P.P.P CANDIDATE LOST DEPOSIT,SNAP,SNAP CANDIDATE,SNAP CANDIDATE SEX,SNAP CANDIDATE AGE,SNAP VOTE,SNAP CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P.44_N.2,PERAK,P.44,GERIK,N.2,KENERING,BN - UMNO,,9590,5218,80.14,7685,165,7520,UMNO,TAN SRI MOHAMAD GHAZALI BIN JAWI,MALE,50,6369,,,,,,,,,,,,,,DAP,ZAHARAH BINTI IBRAHIM,FEMALE,50,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.45_N.3,PERAK,P.45,LARUT,N.3,SELAMA,BN - UMNO,,9757,2040,72.36,7060,274,6786,UMNO,ABDUL AZIZ BIN HAJI AMAD,MALE,,4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AEROPLANE,HJ. MOHAMAD ADNAN BIN HJ. MOHAMAD ARIFFIN,MALE,,2373,,,,,,,,,,,,,
P.45_N.4,PERAK,P.45,LARUT,N.4,BATU KURAU,BN - UMNO,,11257,5352,76.25,8584,466,8118,UMNO,TAJUDIN BIN ALI,MALE,,6735,,,,,,,,,,,,,,,,,,,,KITA,ABDUL RAHMAN BIN LEMBUT,MALE,,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.46_N.5,PERAK,P.46,PARIT BUNTAR,N.5,SIMPANG LIMA,BN - UMNO,,15306,1652,72.66,11122,824,10298,UMNO,ISMAIL ABDUL RAUF,MALE,,5975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,KADIR BIN HAJI IDRIS,MALE,,4323,,,,,,,,,,,,,
P.46_N.6,PERAK,P.46,PARIT BUNTAR,N.6,KUALA KURAU,BN - UMNO,,17470,1913,73.87,12905,954,11951,UMNO,ZAKARIA JOHOR ALI,MALE,,6932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,SEMANGUM @ SUAIB BIN HARUN,MALE,,5019,,,,,,,,,,,,,
P.47_N.7,PERAK,P.47,BAGAN SERAI,N.7,ALOR PONGSU,BN - UMNO,Y,17997,,,,,,UMNO,MASUD BIN UNTOI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.47_N.8,PERAK,P.47,BAGAN SERAI,N.8,GUNONG SEMANGGOL,BN - PAS,Y,13120,,,,,,PAS,BAHARUDDIN BIN HJ. LATIF,MALE,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.48_N.9,PERAK,P.48,SUNGAI SIPUT,N.9,LINTANG,BN - UMNO,,11153,4073,75.53,8424,220,8204,UMNO,MOHAMAED BASHIR H. M. BAHARI,MALE,,6042,,,,,,,,PEKEMAS,M. MANIAM,MALE,,193,LOST DEPOSIT,DAP,ZAINUDDIN BIN ITAM ABDUL SAMAD,MALE,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.48_N.10,PERAK,P.48,SUNGAI SIPUT,N.10,JALONG,DAP,,13183,3275,79.58,10491,398,10093,PPP,SOO HOW YIN,MALE,,3029,,,,,,,,,,,,,,DAP,NGAN SIONG HING,MALE,,6304,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BICYCLE,BALAKRISHNAN S/O KANNAN,MALE,,439,LOST DEPOSIT,INDEPENDENT - CANDLE,R. C. M. RAYAN,MALE,,321,LOST DEPOSIT,,,,,,
P.49_N.11,PERAK,P.49,TAIPING,N.11,KAMUNTING,BN - MCA,,12745,3478,73.85,9412,596,8816,MCA,CHEONG KIM FOONG,MALE,37,5868,,,,,,,,PEKEMAS,CHOE SOE LENG,FEMALE,41,331,LOST DEPOSIT,DAP,CHEROSE BIN HAJI ABUDLLAH,MALE,,2390,,,,,,,,,,,,,,,,,,,,INDEPENDENT,HAJI HARUN BIN MUSA,MALE,,227,LOST DEPOSIT,,,,,,,,,,,,
P.49_N.12,PERAK,P.49,TAIPING,N.12,KELIAN PAUH,DAP,,23574,1772,76.86,18119,528,17591,MCA,HEW CHAI KEE,MALE,,7452,,,,,,,,PEKEMAS,TAN KOK KONG,MALE,,632,LOST DEPOSIT,DAP,LIM ENG CHUAN,MALE,,9224,,,,,,,,,,,,,,,,,,,,INDEPENDENT,NG HOE HUN,MALE,,283,LOST DEPOSIT,,,,,,,,,,,,
P.50_N.13,PERAK,P.50,MATANG,N.13,CHANGKAT JERING,BN - GERAKAN,,15014,3263,72.39,10868,631,10237,GERAKAN,ANG CHIN WAH,MALE,47,5861,,,,,,,,PEKEMAS,CHEW CHONG LENG,MALE,,282,,DAP,MOHD. FADLAN BIN YAHAYA,MALE,,2598,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CANDLE,CHUAH CHONG HEE,MALE,,1496,,,,,,,,,,,,,
P.50_N.14,PERAK,P.50,MATANG,N.14,BUKIT GANTANG,BN - UMNO,,11879,3348,70.2,8339,414,7925,UMNO,AHMAD BIN MANSOR,MALE,,4755,,,,,,,,PEKEMAS,KHAIRUDDIN BIN MAT YIT,MALE,,258,LOST DEPOSIT,DAP,AHMAD BIN BAKAR,MALE,,1407,,KITA,NG HOE SOON,MALE,,441,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT - BOOK,AHMAD BIDAWI B. HJ. IBRAHIM,MALE,,1064,,,,,,,,,,,,,
P.51_N.15,PERAK,P.51,PADANG RENGAS,N.15,LENGGONG,BN - UMNO,,11356,5787,81.17,9218,133,9085,UMNO,SUDIN BIN HAJI MAT PIAH,MALE,,7436,,,,,,,,,,,,,,DAP,FONG CHENG WEE,MALE,,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.51_N.16,PERAK,P.51,PADANG RENGAS,N.16,LUBOK MERBAU,BN - PAS,,11339,5216,74.24,8418,226,8192,PAS,MOHAMED BIN HAJI JUNID,MALE,,6704,,,,,,,,,,,,,,DAP,ABDUL KARIM BIN LAN,MALE,,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.52_N.17,PERAK,P.52,KUALA KANGSAR,N.17,BUKIT CHANDAN,BN - UMNO,,14305,2316,68.42,9788,433,9355,UMNO,HAJI AHMAD ZAINAL,MALE,,5424,,,,,,,,PEKEMAS,ABDUL RAFFOR BIN ABD. HAMID,MALE,,823,LOST DEPOSIT,DAP,KUAN BOON HOOI,MALE,,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.52_N.18,PERAK,P.52,KUALA KANGSAR,N.18,MANONG,BN - UMNO,,7151,2764,70.55,5045,317,4728,UMNO,SHAFIE BIN MAT SAMAN,MALE,,3425,,,,,,,,PEKEMAS,HAJI FATHIL KHALID,MALE,,661,,DAP,MOHAMAD NOOR BIN NASIR,MALE,,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.53_N.19,PERAK,P.53,KINTA,N.19,CHEMOR,BN - PPP,,24346,555,74.56,18152,668,17484,PPP,YAP BOON EN,MALE,,7839,,,,,,,,PEKEMAS,V. HARIKRISHNAN,MALE,,490,LOST DEPOSIT,DAP,POON SOO HAR,MALE,,7284,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,SAMSUDIN BIN HARUN,MALE,,1339,LOST DEPOSIT,INDEPENDENT - KEY,CHONG SIN CHAN,MALE,21,532,LOST DEPOSIT,,,,,,
P.53_N.20,PERAK,P.53,KINTA,N.20,GOPENG,DAP,,22317,818,79.26,17689,849,16840,PPP,S. R. CHANDRAN,MALE,,6681,,,,,,,,PEKEMAS,SHAHARUDDIN DAHALAN,MALE,,582,LOST DEPOSIT,DAP,P. PATTO,MALE,27,7499,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BICYCLE,CHOY CHOOI YOOI @ TSAI CHOOI YOOI,MALE,64,1428,LOST DEPOSIT,INDEPENDENT - KEY,IBRAHIM BIN MOHAMED YUSOF,MALE,,650,LOST DEPOSIT,,,,,,
P.54_N.21,PERAK,P.54,IPOH,N.21,GUNTONG,DAP,,23097,1578,77.49,17897,645,17252,PPP,KHONG KOK YAT,MALE,44,7299,,,,,,,,PEKEMAS,C. R. SEGARAN,MALE,,392,LOST DEPOSIT,DAP,MOHD. SALLEH BIN NAKHODA ITAM,MALE,,8877,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,TOO JOON HING,MALE,63,684,LOST DEPOSIT,,,,,,,,,,,,
P.54_N.22,PERAK,P.54,IPOH,N.22,KEPAYANG,DAP,,24965,8585,82.15,20508,807,19701,PPP,CHAN YOON OON,MALE,,5558,,,,,,,,,,,,,,DAP,LIM CHO HOCK,MALE,,14143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.55_N.23,PERAK,P.55,MENGLEMBU,N.23,PASIR PUTEH,DAP,,26207,4709,75.27,19726,555,19171,PPP,FOO KUAN SZE,MALE,,6718,,,,,,,,,,,,,,DAP,DAING IBRAHIM BIN OTHMAN,MALE,,11427,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,CHONG KING TONG,MALE,26,1026,LOST DEPOSIT,,,,,,,,,,,,
P.55_N.24,PERAK,P.55,MENGLEMBU,N.24,KUALA PARI,DAP,,22831,4700,77.35,17659,698,16961,PPP,S. P. SEENIVASAGAM,MALE,57,5819,,,,,,,,,,,,,,DAP,LIM NYIT SIN,MALE,,10519,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,LEE FOK CHON,MALE,23,623,LOST DEPOSIT,,,,,,,,,,,,
P.56_N.25,PERAK,P.56,BERUAS,N.25,PENGKALAN BAHARU,BN - UMNO,,10034,1812,74.98,7523,424,7099,UMNO,ABD. MALIK BIN AHMAD,MALE,,3783,,,,,,,,PEKEMAS,ZAINUDDIN B. HAJI ARIS,MALE,,347,LOST DEPOSIT,DAP,LING LEONG KWONG,MALE,,998,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,KATHIRGAMER,MALE,,1971,,,,,,,,,,,,,
P.56_N.26,PERAK,P.56,BERUAS,N.26,PANTAI REMIS,DAP,,13016,1039,75.08,9773,547,9226,MCA,YEOH ENG CHAI,MALE,,2996,,,,,,,,PEKEMAS,TEOH HOI SIM,MALE,,510,LOST DEPOSIT,DAP,YOUNG HEOW CHOO,MALE,,4035,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,TAN KEE CHEW,MALE,,1412,,INDEPENDENT - BOOK,LAM KAM WAH,MALE,,273,LOST DEPOSIT,,,,,,
P.57_N.27,PERAK,P.57,PARIT,N.27,BELANJA,BN - UMNO,,14311,2916,78.49,11233,423,10810,UMNO,HISAN BIN IBRAHIM,MALE,,6375,,,,,,,,PEKEMAS,MOHD. DAHAM BIN KHATIB,MALE,,294,LOST DEPOSIT,DAP,YOW KWAN TAI,MALE,,3459,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,ABDUL KADIR B. SOHOR,MALE,,682,LOST DEPOSIT,,,,,,,,,,,,
P.57_N.28,PERAK,P.57,PARIT,N.28,BOTA,BN - PAS,,15209,2772,75.57,11493,569,10924,PAS,ABDUL LATIF BIN HAJI MAT LAPIM,MALE,,5657,,,,,,,,,,,,,,DAP,HONG MOY KING,MALE,,2019,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TRACTOR,MAHMUD BIN ZAINAL ABIDIN,MALE,,2885,,INDEPENDENT - CANDLE,MOHAMAD YATIM BIN YACOB,MALE,,363,LOST DEPOSIT,,,,,,
P.58_N.29,PERAK,P.58,BATU GAJAH,N.29,TANJONG TUALANG,BN - MCA,,17295,3251,77.47,13398,494,12904,MCA,CHEONG KAI FU,MALE,27,7511,,,,,,,,PEKEMAS,T. C. CHOONG,MALE,,1133,LOST DEPOSIT,DAP,LEE KAK HOI,MALE,,4260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.58_N.30,PERAK,P.58,BATU GAJAH,N.30,KAMPAR,DAP,,19141,3592,80.5,15408,529,14879,MCA,CHEANG POH KAU,MALE,,5347,,,,,,,,PEKEMAS,CHOO HON SEONG,MALE,,593,LOST DEPOSIT,DAP,CHAN HENG WOH,MALE,,8939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.59_N.31,PERAK,P.59,BATANG PADANG,N.31,TAPAH,BN - MCA,,12250,1067,80.58,9871,642,9229,MCA,LIM YOON YOOK,MALE,,5034,,,,,,,,PEKEMAS,CHOO YUE KAIM,MALE,,228,LOST DEPOSIT,DAP,LOH JEE MEE,MALE,44,3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.59_N.32,PERAK,P.59,BATANG PADANG,N.32,CHENDERIANG,BN - UMNO,,10251,1550,74.85,7673,713,6960,UMNO,MUNAH BINTI LEBAI ABDUL RAFFAR,FEMALE,46,4255,,,,,,,,,,,,,,DAP,IBRAHIM BIN SINGGEH,MALE,55,2705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.60_N.33,PERAK,P.60,LUMUT,N.33,SITIAWAN,BN - MIC,,15210,1172,75.6,11498,598,10900,MIC,R. SHANMUGAVELOO,MALE,,5663,,,,,,,,,,,,,,DAP,SIEW KOH MEE,MALE,,4491,,,,,,,,,,,,,,,,,,,,INDEPENDENT - WAU,DING KONG LING,MALE,50,746,LOST DEPOSIT,,,,,,,,,,,,
P.60_N.34,PERAK,P.60,LUMUT,N.34,PANGKOR,DAP,,12919,840,75.17,9711,502,9209,GERAKAN,CHONG CHIEN CHANG,MALE,,3221,,,,,,,,,,,,,,DAP,PHUNG TEIK HUA,MALE,,4061,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TIGER,WONG TING SENG,MALE,45,1927,,,,,,,,,,,,,
P.61_N.35,PERAK,P.61,HILIR PERAK,N.35,KAMPONG GAJAH,BN - UMNO,,13373,3948,70.7,9455,950,8505,UMNO,SAPIAN BIN MAT SAM,MALE,,5763,,,,,,,,PEKEMAS,MOHD RUS BIN JAAFAR,MALE,,464,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - WAU,OSMAN BIN ABU BAKAR,MALE,,1815,,INDEPENDENT - CANDLE,BEDON BIN NGAH,MALE,,463,LOST DEPOSIT,,,,,,
P.61_N.36,PERAK,P.61,HILIR PERAK,N.36,SUNGAI MANIK,BN - UMNO,,13800,4023,71.79,9907,868,9039,UMNO,MOHAMAED YUSOF B. MAIDIN,MALE,,5931,,,,,,,,PEKEMAS,ABDUL LATIF BIN NASAIN,MALE,,1200,LOST DEPOSIT,DAP,ABDUL MANAFF BIN HAJI ABDUL SAMAD,MALE,,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.62_N.37,PERAK,P.62,TELOK ANSON,N.37,PASIR BEDAMAR,DAP,,17236,1855,72.95,12573,698,11875,PPP,K. RAMASAMY,MALE,,4688,,,,,,,,PEKEMAS,MICHAEL THEAM PANG FAY,MALE,,644,LOST DEPOSIT,DAP,THEE AH KOW @ THEE YOU MIN,MALE,,6543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.62_N.38,PERAK,P.62,TELOK ANSON,N.38,CHANGKAT JONG,BN - UMNO,,9929,2477,70.64,7014,370,6644,UMNO,DARUS BIN MOHD. SAID,MALE,,4339,,,,,,,,PEKEMAS,HARUN @ AHMAD B. HAJI SALLEH,MALE,,443,LOST DEPOSIT,DAP,ALAGA A/L KANDASAMY,MALE,,1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.63_N.39,PERAK,P.63,TANJONG MALIM,N.39,BIDOR,BN - PPP,,13308,1206,77.6,10327,494,9833,PPP,CHIN KEE SEONG,MALE,,5374,,,,,,,,PEKEMAS,CHONG AH YIN @ CHOW SEE CHAN,MALE,,291,LOST DEPOSIT,DAP,KONG HOI LAM,MALE,,4168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.63_N.40,PERAK,P.63,TANJONG MALIM,N.40,SLIM,BN - UMNO,,13363,3917,73.14,9774,450,9324,UMNO,R. M. IDRIS AL-HAJ,MALE,,6453,,,,,,,,PEKEMAS,MOHD YUSOF BIN LEBAI TAIB,MALE,,335,LOST DEPOSIT,DAP,ABU SAMEH MAJED,MALE,,2536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.64_N.41,PERAK,P.64,BAGAN DATOK,N.41,RUNGKUP,BN - UMNO,,15507,7423,73.48,11395,1067,10328,UMNO,MOHAMAD YAACOB BIN HAJI MOHAMAD,MALE,,8621,,,,,,,,PEKEMAS,IBRAHIM KARIM,MALE,,509,LOST DEPOSIT,DAP,ABDUL KARIM BIN ZAKARIA,MALE,,1198,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.64_N.42,PERAK,P.64,BAGAN DATOK,N.42,HUTAN MELINTANG,BN - UMNO,,12764,4856,65.14,8315,991,7324,UMNO,RADZIAH BT. MARAHUDIN,FEMALE,33,5849,,,,,,,,PEKEMAS,MOHAMAD B. NGAH,MALE,,482,LOST DEPOSIT,DAP,GOVINDARAJU S/O SAMI NAIDU,MALE,,993,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.65_N.1,PAHANG,P.65,LIPIS,N.1,JELAI,BN - UMNO,Y,4104,,,,,,UMNO,HJ. RAMLI BIN HJ. ABD. GHANI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.65_N.2,PAHANG,P.65,LIPIS,N.2,TANAH RATA,BN - GERAKAN,Y,6596,,,,,,GERAKAN,WONG LOK HOI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.65_N.3,PAHANG,P.65,LIPIS,N.3,BUKIT BETONG,BN - UMNO,Y,4325,,,,,,UMNO,WAN ABD. RAMAN BIN WAN IBRAHIM,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.65_N.4,PAHANG,P.65,LIPIS,N.4,BANDAR LIPIS,BN - MCA,,5448,1354,72.74,3963,69,3894,MCA,CHIN HON KIT,MALE,,2624,,PSRM,A. RAHIM NOH,MALE,40,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.65_N.5,PAHANG,P.65,LIPIS,N.5,BENTA,BN - UMNO,,5484,974,77.83,4268,122,4146,UMNO,HAJI ZAKARIA TAHAR,MALE,,2560,,PSRM,IBRAHIM SHAIKH,MALE,38,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.6,PAHANG,P.66,JERANTUT,N.6,TAHAN,BN - UMNO,,5038,2567,77.95,3927,105,3822,UMNO,HARUN BIN JAAFAR,MALE,,3151,,PSRM,MOHD NOH @ MOHD. NOR BIN CHOH,MALE,,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,IBRAHIM OMAR,MALE,,87,LOST DEPOSIT,,,,,,,,,,,,
P.66_N.7,PAHANG,P.66,JERANTUT,N.7,TEMBELING,BN - UMNO,Y,3862,,,,,,UMNO,ABD. RAHMAN BIN AKIL,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.8,PAHANG,P.66,JERANTUT,N.8,JENDERAK,BN - UMNO,,4184,1078,71.32,2984,94,2890,UMNO,DATUK MOHD. KHAIRUDDIN BIN MOHD. KAWI,MALE,49,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,AHMAD BIN TALIB,MALE,,906,,,,,,,,,,,,,
P.66_N.9,PAHANG,P.66,JERANTUT,N.9,BANDAR JERANTUT,BN - MCA,,6852,1190,63.16,4328,112,4216,MCA,HO CHOCK KEONG,MALE,,2703,,PSRM,LOH FOOK,MALE,,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_N.10,PAHANG,P.66,JERANTUT,N.10,KERDAU,BN - UMNO,Y,4904,,,,,,UMNO,MOHAMED SALUDIN BIN OMAR,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.67_N.11,PAHANG,P.67,KUANTAN,N.11,BESERAH,BN - UMNO,,7222,2566,74.41,5374,411,4963,UMNO,HAJI ISMAIL BIN SIABIT,MALE,,3490,,PSRM,MOHD. SHAM BIN AWANG,MALE,,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,ABDUL RASHID BIN HUSSIN,MALE,,549,LOST DEPOSIT,,,,,,,,,,,,
P.67_N.12,PAHANG,P.67,KUANTAN,N.12,SUNGAI LEMBING,BN - UMNO,,9006,3358,77.14,6947,425,6522,UMNO,WAN ABDULLAH BIN WAN OSMAN,MALE,,4480,,PSRM,CHIAN PANG,MALE,,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AEROPLANE,MOHAMED KAMEIL BIN TOMUDA HJ IBRAHIM,MALE,,120,LOST DEPOSIT,INDEPENDENT - BICYCLE,DR. CHIN JECK SOON,MALE,,800,LOST DEPOSIT,,,,,,
P.67_N.13,PAHANG,P.67,KUANTAN,N.13,BANDAR KUANTAN,BN - MCA,,11572,2557,71,8215,502,7713,MCA,LIM AH LEK,MALE,,4876,,PSRM,S. SIVASUBRAMANIAN,MALE,,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,HOW WAN THONG,MALE,,472,LOST DEPOSIT,INDEPENDENT - CANDLE,ABDUL KARIM,MALE,,46,LOST DEPOSIT,,,,,,
P.68_N.14,PAHANG,P.68,RAUB,N.14,BATU TALAM,BN - UMNO,,6301,2055,77.91,4909,538,4371,UMNO,ABDUL RAHMAN BIN ISMAIL,MALE,,3213,,PSRM,SYED SHAHIR BIN SYED MOHAMUD,MALE,22,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.68_N.15,PAHANG,P.68,RAUB,N.15,DONG,BN - UMNO,Y,7167,,,,,,UMNO,TENGKU MUSTAPHA BIN TENGKU SETI,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.68_N.16,PAHANG,P.68,RAUB,N.16,BANDAR RAUB,BN - MCA,,9170,1131,80.09,7344,413,6931,MCA,DR. LOKE KWOK KHEONG,MALE,,4031,,,,,,,,,,,,,,DAP,TAM TAI SAN,MALE,,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.69_N.17,PAHANG,P.69,MARAN,N.17,PAYA BESAR,BN - UMNO,,5938,1710,65.81,3908,277,3631,UMNO,ABDUL RASHID BIN HAJI ABDUL RAHMAN,MALE,35,2465,,PSRM,MOHAMED ALI ISMAIL,MALE,,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,CIK GU MALEK,MALE,,411,LOST DEPOSIT,,,,,,,,,,,,
P.69_N.18,PAHANG,P.69,MARAN,N.18,BANDAR MARAN,BN - UMNO,,5470,2299,75.48,4129,402,3727,UMNO,TOK MUDA SULONG BIN AWANG HITAM,MALE,,2933,,PSRM,MAT TEH BIN KUNDOR,MALE,,634,,PEKEMAS,HARON BIN MOHAMED,MALE,,105,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - AEROPLANE,LOO SWEE MOK,MALE,,55,LOST DEPOSIT,,,,,,,,,,,,
P.69_N.19,PAHANG,P.69,MARAN,N.19,JENGKA,BN - UMNO,,6391,2636,76.97,4919,409,4510,UMNO,SARIAH BT. KAMISO,FEMALE,,3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BUS,RAHSID HARUN,MALE,,937,,,,,,,,,,,,,
P.69_N.20,PAHANG,P.69,MARAN,N.20,CHENOR,BN - UMNO,,4770,1610,78.53,3746,276,3470,UMNO,USTAZ MAHMUD BIN HAJI MAT TAIB,MALE,,2250,,PSRM,ABU SAMAH M. AMIN,MALE,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,CIK GU SYED ABDUL RAHAMAN,MALE,,640,,,,,,,,,,,,,
P.70_N.21,PAHANG,P.70,BENTONG,N.21,KARAK,BN - MCA,,7831,2176,77.74,6088,400,5688,MCA,CHAN TAN CHUEN,MALE,,3932,,,,,,,,,,,,,,DAP,OW WAN SANG,MALE,,1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.70_N.22,PAHANG,P.70,BENTONG,N.22,BANDAR BENTONG,BN - MCA,,9787,1424,82.96,8119,583,7536,MCA,FU AH KAW @ POOK YEW CHOY,MALE,,3480,,,,,,,,,,,,,,DAP,LAU DAK KEE,MALE,31,2056,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,PHOON CHEE KAI,MALE,,2000,,,,,,,,,,,,,
