UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,PH CANDIDATE LOST DEPOSIT,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS VOTE,GS CANDIDATE LOST DEPOSIT,GSABAH (1),GSABAH (1) CANDIDATE,GSABAH (1) CANDIDATE SEX,GSABAH (1) CANDIDATE AGE,GSABAH (1) VOTE,GSABAH (1) CANDIDATE LOST DEPOSIT,GSABAH (2),GSABAH (2) CANDIDATE,GSABAH (2) CANDIDATE SEX,GSABAH (2) CANDIDATE AGE,GSABAH (2) VOTE,GSABAH (2) CANDIDATE LOST DEPOSIT,GSABAH (3),GSABAH (3) CANDIDATE,GSABAH (3) CANDIDATE SEX,GSABAH (3) CANDIDATE AGE,GSABAH (3) VOTE,GSABAH (3) CANDIDATE LOST DEPOSIT,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE SEX,WARISAN CANDIDATE AGE,WARISAN VOTE,WARISAN CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,OTHER PARTY (3),OTHER PARTY (3) CANDIDATE,OTHER PARTY (3) CANDIDATE SEX,OTHER PARTY (3) CANDIDATE AGE,OTHER PARTY (3) VOTE,OTHER PARTY (3) CANDIDATE LOST DEPOSIT,OTHER PARTY (4),OTHER PARTY (4) CANDIDATE,OTHER PARTY (4) CANDIDATE SEX,OTHER PARTY (4) CANDIDATE AGE,OTHER PARTY (4) VOTE,OTHER PARTY (4) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P. 089_N. 33,PAHANG,P. 089,BENTONG,N. 33,BILUT,PH - DAP,,19101,3739,84.02,16049,47,201,15801,MCA,POO MUN HOONG,MALE,37,5059,,DAP,LEE CHIN CHEN,MALE,34,8798,,PAS,MOHD ZAMRI BIN NONG,MALE,45,1944,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 089_N. 34,PAHANG,P. 089,BENTONG,N. 34,KETARI,PH - DAP,,23506,3710,83.83,19706,174,236,19296,GERAKAN,LAU HOI KEONG,MALE,49,6163,,DAP,YOUNG SYEFURA BINTI OTHMAN,FEMALE,29,9873,,PAS,USTAZ ROSLAN MD ESA,MALE,38,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 089_N. 35,PAHANG,P. 089,BENTONG,N. 35,SABAI,PH - DAP,,11971,495,82.62,9891,19,166,9706,MIC,DATO' R.GOONASAKAREN,MALE,59,3879,,DAP,KAMACHE,FEMALE,48,4374,,PAS,MOHD KHAIRUDDIN BIN ABDULLAH,MALE,59,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FISH,T. KARUNANEETHI,MALE,64,145,LOST DEPOSIT,,,,,,
P. 089_N. 36,PAHANG,P. 089,BENTONG,N. 36,PELANGAI,BN - UMNO,,12781,2312,82.48,10542,59,158,10325,UMNO,DATO' SRI DIRAJA ADNAN BIN YAAKOB,MALE,68,5410,,AMANAH,CIKGU NOR HAIZAN @ CIKGU ENAB,FEMALE,58,3098,,PAS,ZAHARIM BIN OSMAN,MALE,61,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 090_N. 37,PAHANG,P. 090,BERA,N. 37,GUAI,BN - UMNO,,19353,3295,82.18,15904,89,269,15546,UMNO,NOROL AZALI BIN SULAIMAN,MALE,46,8147,,AMANAH,MAJDIL FAUZI ABD AZIZ,MALE,39,2547,,PAS,MOHD SHAHRUL BIN MOHAMED,MALE,43,4852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 090_N. 38,PAHANG,P. 090,BERA,N. 38,TRIANG,PH - DAP,,20083,6454,81.73,16414,55,369,15990,GERAKAN,TAN TIN LOON,MALE,50,4768,,DAP,LEONG YU MAN,FEMALE,33,11222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 090_N. 39,PAHANG,P. 090,BERA,N. 39,KEMAYAN,BN - UMNO,,19275,4618,82.89,15978,84,387,15507,UMNO,MOHD FADIL BIN OSMAN,MALE,53,8430,,PKR,BOB MANOLAN,MALE,42,3812,,PAS,USTAZ MD YUSOF BIN CHE DIN,MALE,63,3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 091_N. 40,PAHANG,P. 091,ROMPIN,N. 40,BUKIT IBAM,BN - UMNO,,22806,2478,83.07,18944,90,310,18544,UMNO,SAMSIAH BINTI ARSHAD,FEMALE,60,9448,,PPBM,ZULKURNAIN BIN MOHAMAD RIDZUAN,MALE,,2126,LOST DEPOSIT,PAS,USTAZ NAZRI BIN AHMAD,MALE,43,6970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 091_N. 41,PAHANG,P. 091,ROMPIN,N. 41,MUADZAM SHAH,BN - UMNO,,20206,4840,81.76,16521,80,338,16103,UMNO,RAZALI BIN KASSIM,MALE,48,9081,,PPBM,CIKGU OSMAN BAKAR,MALE,,2781,,PAS,RAMLI BIN AWANG AHMAT,MALE,58,4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 091_N. 42,PAHANG,P. 091,ROMPIN,N. 42,TIOMAN,BN - UMNO,,18906,1280,81.68,15442,82,229,15131,UMNO,MOHD JOHARI BIN HUSSAIN,MALE,45,6662,,AMANAH,CIKGU SAZILI MOHD NOR,MALE,57,3029,,PAS,MD YUNUS BIN RAMLI,MALE,56,5382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - PEN,IMAM ZUL,MALE,,58,LOST DEPOSIT,,,,,,
P. 092_N. 01,SELANGOR,P. 092,SABAK BERNAM,N. 01,SUNGAI AIR TAWAR,BN - UMNO,,16274,1440,83.6,13605,30,220,13355,UMNO,RIZAM,MALE,37,5437,,PPBM,MOHD HAMIZAR BIN SULAIMAN,MALE,48,3921,,PAS,HAJI ZAMRI BIN YAHYA,MALE,51,3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 092_N. 02,SELANGOR,P. 092,SABAK BERNAM,N. 02,SABAK,PH - AMANAH,,24589,130,83.03,20417,75,327,20015,UMNO,SALLEHUDDIN,MALE,50,6851,,AMANAH,AHMAD MUSTAIN BIN OTHMAN,MALE,51,6981,,PAS,USTAZ HAJI SALLEHEN BIN MUKHYI,MALE,51,6183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 093_N. 03,SELANGOR,P. 093,SUNGAI BESAR,N. 03,SUNGAI PANJANG,BN - UMNO,,30638,2084,86.19,26408,71,362,25975,UMNO,MOHD IMRAN BIN TAMRIN,MALE,32,10530,,AMANAH,USTAZAH MARIAM,FEMALE,,8446,,PAS,USTAZ MOHD RAZALI BIN SAARI,MALE,,6999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 093_N. 04,SELANGOR,P. 093,SUNGAI BESAR,N. 04,SEKINCHAN,PH - DAP,,18101,2844,85.49,15475,41,201,15233,MCA,LEE YEE YUAN,MALE,29,5019,,DAP,NG SUEE LIM,MALE,48,7863,,PAS,USTAZ HAJI MOHD FADLIN BIN TASLIMIN,MALE,,2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 094_N. 05,SELANGOR,P. 094,HULU SELANGOR,N. 05,HULU BERNAM,BN - UMNO,,22857,20,84.19,19243,58,323,18862,UMNO,DATUK ROSNI BINTI SOHAR,FEMALE,60,8164,,AMANAH,HAJI AMRAN SAKIR,MALE,54,8144,,PAS,SALLEH RI,MALE,,2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 094_N. 06,SELANGOR,P. 094,HULU SELANGOR,N. 06,KUALA KUBU BAHARU,PH - DAP,,29133,7134,84.94,24746,62,310,24374,MCA,WONG KOON MUN,MALE,57,6967,,DAP,LEE KEE HIONG,FEMALE,52,14101,,PAS,NAHARUDIN BIN ABDUL RASHID,MALE,63,3306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 094_N. 07,SELANGOR,P. 094,HULU SELANGOR,N. 07,BATANG KALI,PH - PPBM,,49000,8315,87.23,42741,84,492,42165,UMNO,DATUK HJ MAT NADZARI BIN AHMAD DAHLAN,MALE,58,13221,,PPBM,HARUMAINI BIN HAJI OMAR,MALE,,21536,,PAS,HJ MD HASNIZAN HARUN,MALE,48,7408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 095_N. 08,SELANGOR,P. 095,TANJONG KARANG,N. 08,SUNGAI BURONG,BN - UMNO,,24045,2330,86.62,20828,98,255,20475,UMNO,DATO' HJ. MOHD SHAMSUDIN,MALE,65,8741,,PPBM,MOHD TARMIZI BIN LAZIM,MALE,,5323,,PAS,USTAZ DR. ZAMRI MANTOP,MALE,39,6411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 095_N. 09,SELANGOR,P. 095,TANJONG KARANG,N. 09,PERMATANG,PH - PKR,,23153,1158,87.93,20358,66,288,20004,UMNO,DATUK SULAIMAN RAZAK,MALE,57,8050,,PKR,ROZANA ZAINAL ABIDIN,FEMALE,,9208,,PAS,MUHAMMAD JAFARUDIN BIN SHEIK DAUD,MALE,41,2746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 096_N. 10,SELANGOR,P. 096,KUALA SELANGOR,N. 10,BUKIT MELAWATI,PH - PKR,,26573,2695,87.08,23141,57,418,22666,UMNO,JAKIRAN BIN JACOMAH,MALE,66,8355,,PKR,JUWAIRIYA ZULKIFLI,FEMALE,33,11050,,PAS,CIKGU RASHID,MALE,60,3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 096_N. 11,SELANGOR,P. 096,KUALA SELANGOR,N. 11,IJOK,PH - PKR,,23073,2114,87.41,20167,39,396,19732,MIC,KR. PARTHIBAN,MALE,50,6800,,PKR,IDRIS BIN AHMAD,MALE,,8914,,PAS,JEFRI BIN MEJAN,MALE,39,3942,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,KUMARAN A/L TAMIL DASSEN,MALE,26,76,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 096_N. 12,SELANGOR,P. 096,KUALA SELANGOR,N. 12,JERAM,PH - PPBM,,19751,1191,88.78,17534,32,193,17309,UMNO,CIKGU ZAHAR,MALE,54,5896,,PPBM,MOHD SHAID BIN ROSLI,MALE,36,7087,,PAS,USTAZ MOHD NOOR,MALE,42,4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 097_N. 13,SELANGOR,P. 097,SELAYANG,N. 13,KUANG,PH - PPBM,,26481,2860,86.32,22858,125,187,22546,UMNO,DATUK ABDUL SHUKUR BIN IDRUS,MALE,52,6985,,PPBM,SALLEH AMIRUDDIN,MALE,55,9845,,PAS,USTAZ MOHD FAUZAN MADZLAN,MALE,36,5672,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,MOHD RAFIE BIN MOHAMMAD ARIF,MALE,,44,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 097_N. 14,SELANGOR,P. 097,SELAYANG,N. 14,RAWANG,PH - PKR,,46125,23860,85.6,39481,180,366,38935,MCA,CHAN WUN HOONG,MALE,39,6086,,PKR,CHUA WEI KIAT,MALE,29,29946,,PAS,KONG TUCK WAH,MALE,62,2259,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOOK,Sr. AZMAN BIN MOHD. NOOR,MALE,55,644,LOST DEPOSIT,,,,,,
P. 097_N. 15,SELANGOR,P. 097,SELAYANG,N. 15,TAMAN TEMPLER,PH - AMANAH,,43570,7903,85.18,37111,195,325,36591,UMNO,DATO' Ir HJ MD NASIR BIN IBRAHIM,MALE,55,7580,,AMANAH,MOHD SANY HAMZAN,MALE,42,18362,,PAS,ZAIDY BIN ABDUL TALIB,MALE,,10459,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,KOH SWE YONG,MALE,,82,LOST DEPOSIT,,,,,,,,,,,,,PAP,DR. RAJANDRAN,MALE,,108,LOST DEPOSIT,,,,,,,,,,,,
P. 098_N. 16,SELANGOR,P. 098,GOMBAK,N. 16,SUNGAI TUA,PH - PKR,,34180,11374,84.03,28721,128,277,28316,MIC,DATUK N. RAWISANDRAN,MALE,55,6072,,PKR,AMIRUDIN SHARI,MALE,38,17446,,PAS,USTAZ MAD CHINA,MALE,42,4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,BADRUL ACONG,MALE,,268,LOST DEPOSIT,,,,,,
P. 098_N. 17,SELANGOR,P. 098,GOMBAK,N. 17,GOMBAK SETIA,PH - PKR,,55461,12399,85.86,47619,263,328,47028,UMNO,MEGAT ZULKARNAIN BIN OMARDIN,MALE,49,11113,,PKR,HILMAN IDHAM,MALE,29,24157,,PAS,USTAZ HASBULLAH RIDZWAN,MALE,43,11758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 098_N. 18,SELANGOR,P. 098,GOMBAK,N. 18,HULU KELANG,PH - AMANAH,,51471,15349,85.89,44209,254,239,43716,UMNO,ISMAIL BIN AHMAD,MALE,41,10397,,AMANAH,SAARI BIN SUNGIB,MALE,61,25746,,PAS,USTAZ FARHAN @ KAMALULHYSHAM,MALE,46,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 099_N. 19,SELANGOR,P. 099,AMPANG,N. 19,BUKIT ANTARABANGSA,PH - PKR,,46537,25512,84.44,39296,239,268,38789,UMNO,SALWA HJ. YUNUS,FEMALE,43,5380,,PKR,DATO' SERI AZMIN ALI,MALE,54,30892,,PAS,SHARIFAH HASLIZAH BINTI SYED ARIFFIN,FEMALE,,2311,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,PRM,AHMAD BIN KAMARUDIN,MALE,42,116,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,DIVA AA,MALE,52,90,LOST DEPOSIT,,,,,,
P. 099_N. 20,SELANGOR,P. 099,AMPANG,N. 20,LEMBAH JAYA,PH - PKR,,45200,14790,84.68,38276,148,359,37769,UMNO,MUHAMAD NIZAM,MALE,42,7722,,PKR,HANIZA TALHA,FEMALE,56,22512,,PAS,KHASIM BIN ABDUL AZIZ,MALE,,7358,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,NORIZWAN,MALE,,177,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 100_N. 21,SELANGOR,P. 100,PANDAN,N. 21,PANDAN INDAH,PH - AMANAH,,49063,16386,84.24,41331,122,250,40959,UMNO,DATUK HAJI HANIFF BIN KOSLAN,MALE,59,8528,,AMANAH,IZHAM BIN HASHIM,MALE,,24914,,PAS,DATO' ISKANDAR A. SAMAD,MALE,57,7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 100_N. 22,SELANGOR,P. 100,PANDAN,N. 22,TERATAI,PH - DAP,,52256,29425,86.44,45171,104,273,44794,GERAKAN,BEN LIEW POK BOON,MALE,37,4784,LOST DEPOSIT,DAP,LAI WAI CHONG (BRYAN),MALE,44,34453,,PAS,IRMAN WAHAB,MALE,,5028,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,PRM,JENICE LEE YING HA,FEMALE,38,529,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 101_N. 23,SELANGOR,P. 101,HULU LANGAT,N. 23,DUSUN TUA,PH - DAP,,49106,10422,87.05,42746,257,490,41999,UMNO,HAJI MOHD ZIN BIN ISA,MALE,47,11903,,DAP,EDRY FAIZAL,MALE,33,22325,,PAS,RAZALY BIN HASSAN,MALE,,7771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 101_N. 24,SELANGOR,P. 101,HULU LANGAT,N. 24,SEMENYIH,PH - PPBM,,53257,8964,87.95,46837,140,546,46151,UMNO,DATUK HAJI JOHAN BIN ABD AZIZ,MALE,,14464,,PPBM,BAKHTIAR BIN MOHD NOR,MALE,56,23428,,PAS,HAJI MAD SHAHMIOUR MAT KOSIM,MALE,,6966,,,,,,,,,,,,,,,,,,,,,,,,,,PSM,ARUL,MALE,,1293,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 102_N. 25,SELANGOR,P. 102,BANGI,N. 25,KAJANG,PH - PKR,,62170,30755,88.62,55094,164,375,54555,MCA,TEH YEOW MENG,MALE,47,7097,,PKR,HEE LOY SIAN,MALE,48,39055,,PAS,ZAITON BINTI AHMAD,FEMALE,59,8300,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,DENNIS WAN,MALE,,103,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 102_N. 26,SELANGOR,P. 102,BANGI,N. 26,SUNGAI RAMAL,PH - AMANAH,,54961,10630,88.02,48375,95,356,47924,UMNO,ABDUL RAHIM BIN MOHD AMIN,MALE,57,9372,,AMANAH,HJ. MAZWAN JOHAR,MALE,50,24591,,PAS,USTAZ NUSHI DATO MAHFODZ,MALE,43,13961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 102_N. 27,SELANGOR,P. 102,BANGI,N. 27,BALAKONG,PH - DAP,,61659,35538,88.2,54384,226,286,53872,MCA,IR LIM CHIN WAH,MALE,57,5874,LOST DEPOSIT,DAP,NG TIEN CHEE (EDDIE),MALE,40,41768,,PAS,MOHAMAD IBRAHIM GHAZALI,MALE,53,6230,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 103_N. 28,SELANGOR,P. 103,PUCHONG,N. 28,SERI KEMBANGAN,PH - DAP,,43611,31145,89.47,39019,581,265,38173,MCA,CHANG TOONG WOH,MALE,41,3514,LOST DEPOSIT,DAP,EAN YONG HIAN WAH,MALE,39,34659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 103_N. 29,SELANGOR,P. 103,PUCHONG,N. 29,SERI SERDANG,PH - AMANAH,,52826,14363,87.18,46054,334,355,45365,UMNO,MOHAMAD SATIM BIN DIMAN,MALE,62,12725,,AMANAH,DR MARIAH MAHMUD,FEMALE,60,27088,,PAS,HJH. NOOR HANIM ISMAIL,FEMALE,56,5552,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 104_N. 30,SELANGOR,P. 104,SUBANG,N. 30,KINRARA,PH - DAP,,72399,45212,87.76,63536,231,371,62934,MCA,CHIEW KAI HENG,MALE,49,6995,LOST DEPOSIT,DAP,NG SZE HAN,MALE,47,52207,,IKATAN,DATO JONATHAN LIM YING RAN,MALE,35,3732,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 104_N. 31,SELANGOR,P. 104,SUBANG,N. 31,SUBANG JAYA,PH - DAP,,74023,48272,85.56,63332,336,332,62664,MCA,MEJAR (B) CHONG AH WATT,MALE,66,7082,LOST DEPOSIT,DAP,MICHELLE NG MEI SZE,FEMALE,28,55354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,TOH SIN WAH,MALE,55,228,LOST DEPOSIT,,,,,,
P. 105_N. 32,SELANGOR,P. 105,PETALING JAYA,N. 32,SERI SETIA,PH - PKR,,52650,19372,84.44,44457,138,411,43908,UMNO,DATUK HAJI YUSOFF HM HANIFF,MALE,,9878,,PKR,DR. SHAHARUDDIN B. BADARUDDIN,MALE,56,29250,,PAS,MOHD GHAZALI BIN DAUD,MALE,63,4563,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,DR. S. VIGNES,MALE,,217,LOST DEPOSIT,,,,,,
P. 105_N. 33,SELANGOR,P. 105,PETALING JAYA,N. 33,TAMAN MEDAN,PH - PKR,,44731,10940,85.12,38077,113,390,37574,UMNO,ABDUL MUTALIF BIN ABDUL RAHIM,MALE,47,10772,,PKR,USTAZ SYAMSUL FIRDAUS,MALE,45,21712,,PAS,ARIFFIN BIN MAHAIYUDDIN,MALE,,5090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 105_N. 34,SELANGOR,P. 105,PETALING JAYA,N. 34,BUKIT GASING,PH - DAP,,43539,25835,78.27,34080,106,187,33787,GERAKAN,CHAI KO THING,MALE,46,3531,LOST DEPOSIT,DAP,RAJIV RISHYAKARAN,MALE,37,29366,,IKATAN,DAVID SEW KAH HENG,MALE,45,890,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 106_N. 35,SELANGOR,P. 106,DAMANSARA,N. 35,KAMPUNG TUNKU,PH - DAP,,48601,30444,79.88,38821,107,204,38510,MCA,TAN GIM TUAN,MALE,49,4033,LOST DEPOSIT,DAP,LIM YI WEI,FEMALE,29,34477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 106_N. 36,SELANGOR,P. 106,DAMANSARA,N. 36,BANDAR UTAMA,PH - DAP,,51504,34769,83.65,43084,198,165,42721,MCA,CH'NG SOO CHAU,MALE,60,3882,LOST DEPOSIT,DAP,JAMALIAH BINTI JAMALUDDIN,FEMALE,29,38651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,PETER CHONG,MALE,55,188,LOST DEPOSIT,,,,,,
P. 106_N. 37,SELANGOR,P. 106,DAMANSARA,N. 37,BUKIT LANJAN,PH - PKR,,64217,40233,86.79,55732,173,296,55263,GERAKAN,SYED ABDUL RAZAK,MALE,58,7515,,PKR,ELIZABETH WONG,FEMALE,48,47748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 107_N. 38,SELANGOR,P. 107,SUNGAI BULOH,N. 38,PAYA JARAS,PH - PKR,,40269,12072,87.2,35115,86,307,34722,UMNO,DATO' ZEIN ISMA,MALE,48,8304,,PKR,MOHD KHAIRUDDIN,MALE,47,20376,,PAS,HANAFI BIN ZULKAPLI,MALE,35,6042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 107_N. 39,SELANGOR,P. 107,SUNGAI BULOH,N. 39,KOTA DAMANSARA,PH - PKR,,50438,15703,86.77,43767,131,391,43245,UMNO,HAJAH HALIMATON SAADIAH,FEMALE,62,10737,,PKR,SHATIRI MANSOR,MALE,55,26440,,PAS,SITI ROHAYA BINTI AHAD,FEMALE,49,5633,,,,,,,,,,,,,,,,,,,,,,,,,,PSM,A. SIVARAJAN,MALE,49,435,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 108_N. 40,SELANGOR,P. 108,SHAH ALAM,N. 40,KOTA ANGGERIK,PH - PKR,,52282,17004,88.55,46296,203,279,45814,UMNO,JUMAEAH BINTI MASDI,FEMALE,46,8924,,PKR,NAJWAN HALIMI,MALE,33,26947,,PAS,USTAZ AHMAD DUSUKI,MALE,42,9943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 108_N. 41,SELANGOR,P. 108,SHAH ALAM,N. 41,BATU TIGA,PH - PKR,,55034,15616,87.12,47943,111,379,47453,UMNO,AHMAD MUA'ADZAM SHAH BIN YA'AKOP,MALE,,12022,,PKR,RODZIAH ISMAIL,FEMALE,54,27638,,PAS,HAJI ABDUL HALIM BIN OMAR,MALE,50,7793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
