UNIQUE CODE,STATE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,BN CANDIDATE LOST DEPOSIT,APU,APU CANDIDATE,APU CANDIDATE SEX,APU CANDIDATE AGE,APU VOTE,APU CANDIDATE LOST DEPOSIT,GR,GR CANDIDATE,GR CANDIDATE SEX,GR CANDIDATE AGE,GR VOTE,GR CANDIDATE LOST DEPOSIT,S46,S46 CANDIDATE,S46 CANDIDATE SEX,S46 CANDIDATE AGE,S46 VOTE,S46 CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,OTHER PARTY (2),OTHER PARTY (2) CANDIDATE,OTHER PARTY (2) CANDIDATE SEX,OTHER PARTY (2) CANDIDATE AGE,OTHER PARTY (2) VOTE,OTHER PARTY (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT,INDEPENDENT (3),INDEPENDENT (3) CANDIDATE,INDEPENDENT (3) CANDIDATE SEX,INDEPENDENT (3) CANDIDATE AGE,INDEPENDENT (3) VOTE,INDEPENDENT (3) CANDIDATE LOST DEPOSIT
P. 66_N. 34,PERAK,P. 66,PARIT,N. 34,BOTA,BN - UMNO,,16776,4496,63.91,10721,84,345,10292,UMNO,ISMAIL BIN HASBOLAH,MALE,,7394,,PAS,AHMAD TARMIZI BIN MOHD. JAM,MALE,,2898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 67_N. 35,PERAK,P. 67,GOPENG,N. 35,RAPAT SETIA,BN - MCA,,24850,8151,69.39,17243,0,518,16725,MCA,DR. SONG YONG PHEOW,,,12438,,,,,,,,,,,,,,S46,KHAIRUDDIN BIN ABD. MALIK,MALE,,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 67_N. 36,PERAK,P. 67,GOPENG,N. 36,TEJA,BN - MCA,,22319,5335,66.48,14839,0,428,14411,MCA,DR. HO WAI CHEONG,,,9873,,,,,,,,,,,,,,,,,,,,DAP,TAN MEE LIN,,,4538,,,,,,,,,,,,,,,,,,,,,,,,,
P. 68_N. 37,PERAK,P. 68,KAMPAR,N. 37,TUALANG SEKAH,BN - UMNO,,17237,6607,65.39,11272,26,467,10779,UMNO,MOHD. RODZI BIN MANAN,MALE,,8693,,PAS,KHUSAINI BIN MD. LUDIN,MALE,,2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 68_N. 38,PERAK,P. 68,KAMPAR,N. 38,KUALA DIPANG,BN - MCA,,20354,4379,64.38,13104,23,290,12791,MCA,CHONG FAH @ CHONG KAM,,,8585,,,,,,,,,,,,,,,,,,,,DAP,KONG WAI NGEE,,,4206,,,,,,,,,,,,,,,,,,,,,,,,,
P. 68_N. 39,PERAK,P. 68,KAMPAR,N. 39,MALIM NAWAR,BN - MCA,,24758,7043,65.98,16336,20,471,15845,MCA,LEE CHEE LEONG,MALE,,11444,,,,,,,,,,,,,,,,,,,,DAP,YEW SWEE FONG,,,4401,,,,,,,,,,,,,,,,,,,,,,,,,
P. 69_N. 40,PERAK,P. 69,TAPAH,N. 40,CHENDERIANG,BN - MCA,,18921,6311,62.41,11809,169,619,11021,MCA,ONG KA CHUAN,MALE,,8582,,,,,,,,,,,,,,,,,,,,DAP,HARIKRISHNAN A/L VELAPPAN,MALE,,2271,,,,,,,,INDEPENDENT,FOO KOON YOW,,,168,LOST DEPOSIT,,,,,,,,,,,,
P. 69_N. 41,PERAK,P. 69,TAPAH,N. 41,AYER KUNING,BN - UMNO,,20910,5742,66.71,13949,186,573,13190,UMNO,AZMAN BIN MAHALAN,MALE,,9466,,,,,,,,,,,,,,S46,ABDUL WAHAB BIN ABU BAKAR,MALE,,3724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 70_N. 42,PERAK,P. 70,PASIR SALAK,N. 42,SUNGAI MANIK,BN - UMNO,,20590,7527,67.4,13877,54,494,13329,UMNO,MOHAMED PAKRI @ MOHAMED NAZRI BIN HAJI ABDUL RAHIM,MALE,,10428,,PAS,IBRAHIM BIN ARIFFIN,MALE,,2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 70_N. 43,PERAK,P. 70,PASIR SALAK,N. 43,KAMPONG GAJAH,BN - UMNO,,21581,10120,64.62,13945,56,573,13316,UMNO,RAMLI BIN NGAH TALIB,MALE,,11718,,,,,,,,,,,,,,S46,AHMAD MUSTAFA BIN ABDULLAH,MALE,,1598,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 71_N. 44,PERAK,P. 71,LUMUT,N. 44,PANGKOR,BN - UMNO,,20173,7774,78.54,15844,3212,358,12274,UMNO,MOHAMAD WAJDI BIN HAJI ISHAK,MALE,,10024,,,,,,,,,,,,,,S46,CHE' SU BINTI MAT CHE' SU BINTI YUSUF,FEMALE,,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 71_N. 45,PERAK,P. 71,LUMUT,N. 45,PASIR PANJANG,BN - MIC,,21021,6628,65.31,13729,330,547,12852,MIC,KRISHNAMOORTHY A/L MARIA MUTHIAH PILLAY,MALE,,9740,,,,,,,,,,,,,,S46,HAJI ZULKIFLI BIN MAT ISIN,MALE,,3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 71_N. 46,PERAK,P. 71,LUMUT,N. 46,SITIAWAN,DAP,,21441,3084,66.9,14344,537,405,13402,MCA,KONG DING YOU,MALE,,5159,,,,,,,,,,,,,,,,,,,,DAP,HU CHAN YOU,,,8243,,,,,,,,,,,,,,,,,,,,,,,,,
P. 72_N. 47,PERAK,P. 72,BAGAN DATOK,N. 47,RUNGKUP,BN - UMNO,,15353,4942,63.24,9710,24,482,9204,UMNO,ABDULLAH BIN HAJI AHMAD,MALE,,7073,,PAS,MOHAMAD ARIP BIN MOHD. YASIN,MALE,,2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 72_N. 48,PERAK,P. 72,BAGAN DATOK,N. 48,HUTAN MELINTANG,BN - MIC,,20015,6542,62.07,12223,28,599,11596,MIC,RAJOO A/L DASARI @ GOVINDASAMY,MALE,,9069,,,,,,,,,,,,,,S46,MUHAMMAD BIN HAJI ABDULLAH,MALE,,2527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 73_N. 49,PERAK,P. 73,TELOK INTAN,N. 49,PASIR BEDAMAR,BN - GERAKAN,,29059,3172,64.79,18881,50,486,18345,GERAKAN,MAH SIEW KEONG,MALE,,10586,,,,,,,,,,,,,,,,,,,,DAP,CHONG TAT CHEONG,,,7414,,,,,,,,INDEPENDENT,CHELVARAJAH @ SELVARAJAH A/L PONNIAH,MALE,,345,LOST DEPOSIT,,,,,,,,,,,,
P. 73_N. 50,PERAK,P. 73,TELOK INTAN,N. 50,CHANGKAT JONG,BN - UMNO,,22441,4425,63.69,14292,75,606,13611,UMNO,MOHD. ARSHAD BIN ABDULLAH,MALE,,9018,,,,,,,,,,,,,,S46,SULAIMAN BIN NAWI,MALE,,4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 74_N. 51,PERAK,P. 74,TANJONG MALIM,N. 51,SUNGKAI,BN - MIC,,21577,5754,62.94,13582,36,626,12920,MIC,VEERASINGAM S/O SUPPIAH KALEMUTHU,MALE,,9337,,,,,,,,,,,,,,,,,,,,DAP,KALIMUTHU A/L RANGGAYAH,MALE,,3583,,,,,,,,,,,,,,,,,,,,,,,,,
P. 74_N. 52,PERAK,P. 74,TANJONG MALIM,N. 52,SLIM,BN - UMNO,,30821,13488,67.17,20704,136,666,19902,UMNO,JUNUS BIN WAHID,MALE,,16695,,,,,,,,,,,,,,S46,DESA BIN SAAD,MALE,,3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 75_N. 1,PAHANG,P. 75,LIPIS,N. 1,CAMERON HIGHLANDS,BN - MCA,,13352,2499,65.6,8759,81,361,8317,MCA,LAW KEE LONG,,,5408,,,,,,,,,,,,,,,,,,,,DAP,APALASAMY A/L JATALIAH,MALE,,2909,,,,,,,,,,,,,,,,,,,,,,,,,
P. 75_N. 2,PAHANG,P. 75,LIPIS,N. 2,JELAI,BN - UMNO,,8443,2133,64.69,5462,18,215,5229,UMNO,OMAR BIN OTHMAN,MALE,,3681,,PAS,KASIM BIN YAHAYA,MALE,,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 75_N. 3,PAHANG,P. 75,LIPIS,N. 3,PADANG TENGKU,BN - UMNO,,9097,1437,72.19,6567,25,9,6533,UMNO,ABDUL FATTAH BIN ABDULLAH,MALE,,3985,,PAS,MOHD. ALWI BIN AB. HAMID,MALE,,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 75_N. 4,PAHANG,P. 75,LIPIS,N. 4,CEKA,BN - MCA,,11464,1489,69.38,7954,148,809,6997,MCA,FONG KOONG FUEE,,,4243,,,,,,,,,,,,,,S46,AHMAD BIN HAJI PILUS,MALE,,2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 76_N. 5,PAHANG,P. 76,RAUB,N. 5,BENTA,BN - UMNO,,8751,2461,70.2,6143,182,174,5787,UMNO,SUHAIMI BIN IBRAHIM,MALE,,4124,,,,,,,,,,,,,,S46,MOHD. JAAFAR BIN KAMARULZAMAN,MALE,,1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 76_N. 6,PAHANG,P. 76,RAUB,N. 6,BATU TALAM,BN - UMNO,,10364,3231,73.1,7576,0,175,7401,UMNO,SYED ALI BIN SYED MOHAMMAD,MALE,,5316,,PAS,ABDULLAH SUHAIMIN BIN SA'AT,MALE,,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 76_N. 7,PAHANG,P. 76,RAUB,N. 7,TERAS,BN - MCA,,19853,2485,71.18,14132,198,216,13718,MCA,BIAW NGA @ LIAW PER LON,,,7877,,,,,,,,,,,,,,,,,,,,DAP,LIP TUCK CHEE @ LIP AH KOW,,,5392,,,,,,,,INDEPENDENT,IBRAHIM BIN YUSOF,MALE,,449,LOST DEPOSIT,,,,,,,,,,,,
P. 76_N. 8,PAHANG,P. 76,RAUB,N. 8,DONG,BN - UMNO,,12485,6012,72.05,8995,0,269,8726,UMNO,SHAHIRUDDIN BIN AB. MOIN,MALE,,7369,,,,,,,,,,,,,,S46,MD. RUSLI BIN AB. JALIL,MALE,,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 77_N. 9,PAHANG,P. 77,JERANTUT,N. 9,TAHAN,BN - UMNO,,9458,472,73.87,6987,17,218,6752,UMNO,RAHIMAH BT. MOHAMMAD KAWI,FEMALE,,3612,,PAS,ABD. MALIK BIN YUSOF,MALE,,3140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 77_N. 10,PAHANG,P. 77,JERANTUT,N. 10,DAMAK,BN - MCA,,16064,2679,71.07,11417,110,348,10959,MCA,LAU LEE,,,6819,,,,,,,,,,,,,,S46,HAJI ABD. RAHIM BIN YAHYA,MALE,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 77_N. 11,PAHANG,P. 77,JERANTUT,N. 11,PULAU TAWAR,BN - UMNO,,14414,4519,78.96,11382,19,286,11077,UMNO,AZIZAN BIN YAAKOB,MALE,,7798,,,,,,,,,,,,,,S46,HASHIM BIN AWANG SULONG,MALE,,3279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 78_N. 12,PAHANG,P. 78,KUANTAN,N. 12,BESERAH,BN - UMNO,,20172,3960,76.2,15371,686,689,13996,UMNO,JAMAL ABD. NASIR BIN ISMAIL,MALE,,8978,,PAS,RAJA PUJI TENGKU ABDUL HAMID,MALE,,5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 78_N. 13,PAHANG,P. 78,KUANTAN,N. 13,TERUNTUM,BN - MCA,,23118,5788,68.29,15788,130,376,15282,MCA,KAN TONG LEONG,,,9241,,PAS,MOHD. YUSOF BIN IBRAHIM,MALE,,2588,,,,,,,,,,,,,,DAP,PANG JON KONG,,,3453,,,,,,,,,,,,,,,,,,,,,,,,,
P. 78_N. 14,PAHANG,P. 78,KUANTAN,N. 14,INDERA MAHKOTA,BN - MCA,,22349,6617,73.35,16393,542,594,15257,MCA,TI LIAN KER,MALE,,10937,,,,,,,,,,,,,,S46,ABDUL AZIZ BIN OTHMAN,MALE,,4320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 79_N. 15,PAHANG,P. 79,PAYA BESAR,N. 15,SUNGAI LEMBING,BN - UMNO,,11906,3111,73.97,8807,38,256,8513,UMNO,IBRAHIM BIN MOHD. TAIB,MALE,,5812,,,,,,,,,,,,,,S46,TUNKU ISKANDAR DZULKARNAIN BIN T. ISMAIL,MALE,,2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 79_N. 16,PAHANG,P. 79,PAYA BESAR,N. 16,LEPAR,BN - UMNO,,16626,8000,85.31,14184,1367,747,12070,UMNO,MOHD. KHALIL BIN YAAKOB,MALE,,10035,,,,,,,,,,,,,,S46,ABD. RAZAK BIN HASSAN,MALE,,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 79_N. 17,PAHANG,P. 79,PAYA BESAR,N. 17,PENUR,BN - UMNO,,19152,4777,74.69,14305,45,305,13955,UMNO,ZAINUDIN BIN JUMA'AT,MALE,,9366,,PAS,BAHRIN BIN MOHAMAD,MALE,,4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 80_N. 18,PAHANG,P. 80,PEKAN,N. 18,KUALA PAHANG,BN - UMNO,,13078,2018,72.05,9423,384,264,8775,UMNO,HAJI ABDULLAH BIN MD. DERUS,MALE,,5328,,PAS,ABU KASSIM BIN HAJI ABDUL GHANI,MALE,,3310,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT,ZAINALABIDIN BIN MAT ALIAS,MALE,,137,LOST DEPOSIT,,,,,,,,,,,,
P. 80_N. 19,PAHANG,P. 80,PEKAN,N. 19,BEBAR,BN - UMNO,,10514,2891,72.27,7598,53,304,7241,UMNO,ISHAK BIN MUHAMAD,MALE,,5066,,,,,,,,,,,,,,S46,AB. WAHAB BIN JAAPAR,MALE,,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 80_N. 20,PAHANG,P. 80,PEKAN,N. 20,CINI,BN - UMNO,,10715,3191,73.2,7843,86,224,7533,UMNO,WAN MOHAMAD RAZALI B. WAN MAHUSSIN,MALE,,5362,,,,,,,,,,,,,,S46,ALIAS BIN SULAIMAN,MALE,,2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 81_N. 21,PAHANG,P. 81,MARAN,N. 21,LUIT,BN - UMNO,,8586,3300,71.28,6120,40,168,5912,UMNO,AYUB BIN TEH,MALE,,4606,,,,,,,,,,,,,,S46,ABU BAKAR BIN OTHMAN,MALE,,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 81_N. 22,PAHANG,P. 81,MARAN,N. 22,HULU JEMPUL,BN - UMNO,,10815,4284,76.13,8234,26,249,7959,UMNO,NAZRI BIN OTHMAN,MALE,,5820,,PAS,MANAF BIN OTHMAN,MALE,,1536,,,,,,,,S46,TENGKU ISKANDAR BIN TENGKU ISMAIL,MALE,,603,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 81_N. 23,PAHANG,P. 81,MARAN,N. 23,JENGKA,BN - UMNO,,12099,3330,83.22,10069,26,151,9892,UMNO,ZAINAL BIN HASSAN,MALE,,6611,,PAS,SYED IBRAHIM BIN SYED ABD. RAHMAN,MALE,,3281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 81_N. 24,PAHANG,P. 81,MARAN,N. 24,CENUR,BN - UMNO,,8814,2989,83.92,7397,23,177,7197,UMNO,TAN MOHD. AMINUDDIN BIN ISHAK,MALE,,5093,,PAS,MOHD. ZAKI BIN OTHMAN,MALE,,2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 82_N. 25,PAHANG,P. 82,MENTEKAB,N. 25,JENDERAK,BN - UMNO,,11833,4028,72.36,8562,0,218,8344,UMNO,MOHAMED BIN JAAFAR,MALE,,6186,,PAS,ABDUL MUKTI BIN ISMAIL,MALE,,2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 82_N. 26,PAHANG,P. 82,MENTEKAB,N. 26,SANGGANG,BN - UMNO,,15064,4449,71.12,10713,0,214,10499,UMNO,ABDULLAH BIN KIA,MALE,,6602,,PAS,ABDUL RAHIM BIN ABD. LATIFF,MALE,,2153,,,,,,,,,,,,,,DAP,ABU BAKAR BIN LEBAI SUDIN,MALE,,1744,,,,,,,,,,,,,,,,,,,,,,,,,
P. 82_N. 27,PAHANG,P. 82,MENTEKAB,N. 27,LANCANG,BN - UMNO,,14940,5628,72.78,10874,3,309,10562,UMNO,BAHARI BIN YAHAYA,MALE,,8095,,,,,,,,,,,,,,S46,SAARI BIN ABD. MANAP,MALE,,2467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 83_N. 28,PAHANG,P. 83,BENTUNG,N. 28,BILUT,BN - MCA,,15082,3927,72.93,10999,624,344,10031,MCA,HOH KHAI MUN,,,6979,,,,,,,,,,,,,,,,,,,,DAP,LEONG CHEE MENG,,,3052,,,,,,,,,,,,,,,,,,,,,,,,,
P. 83_N. 29,PAHANG,P. 83,BENTUNG,N. 29,KETARI,BN - GERAKAN,,15759,2900,72.51,11427,67,268,11092,GERAKAN,LOKE KOON KAM @ LOKE AH KOW,,,6627,,,,,,,,,,,,,,,,,,,,DAP,CHOONG SIEW ONN,,,3727,,,,,,,,INDEPENDENT,MOHD. SHAH BIN IJAH,MALE,,738,LOST DEPOSIT,,,,,,,,,,,,
P. 83_N. 30,PAHANG,P. 83,BENTUNG,N. 30,SABAI,BN - MIC,,8732,1355,71.14,6212,30,212,5970,MIC,GOPAL @ SINNATHAMBY A/L RAMASAMY,MALE,,3377,,,,,,,,,,,,,,,,,,,,DAP,SOON SAN CHOONG,,,2022,,,,,,,,INDEPENDENT,MOHAMED BASRI BIN MAHIDIN,MALE,,571,LOST DEPOSIT,,,,,,,,,,,,
P. 83_N. 31,PAHANG,P. 83,BENTUNG,N. 31,PELANGAI,BN - UMNO,,9564,4342,71.74,6861,7,228,6626,UMNO,ADNAN BIN YAAKOB,MALE,,5484,,,,,,,,,,,,,,S46,MOHAMED BIN BUYONG,MALE,,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 84_N. 32,PAHANG,P. 84,TEMERLUH,N. 32,SEMANTAN,BN - UMNO,,16722,2719,71.17,12904,893,324,11687,UMNO,MOHD. SARIT BIN HAJI YUSOH,MALE,,7203,,PAS,ABDUL AZIZ BIN HAJI YAAKOB,MALE,,4484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 84_N. 33,PAHANG,P. 84,TEMERLUH,N. 33,TERIANG,DAP,,12413,1025,79.25,9837,485,245,9107,MCA,LAI KONG GAN,,,4041,,,,,,,,,,,,,,,,,,,,DAP,LEONG NGAH NGAH,,,5066,,,,,,,,,,,,,,,,,,,,,,,,,
P. 84_N. 34,PAHANG,P. 84,TEMERLUH,N. 34,GUAI,BN - UMNO,,10894,3448,75.06,8177,27,256,7894,UMNO,MOHD. HAYANI BIN ABD. RAHMAN,MALE,,5671,,PAS,IDRIS BIN NGAH @ SINGAH,MALE,,2223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 84_N. 35,PAHANG,P. 84,TEMERLUH,N. 35,BERA,BN - UMNO,,11381,3797,74.83,8516,268,273,7975,UMNO,ABDUL MALIK BIN ISMAIL,MALE,,5886,,,,,,,,,,,,,,S46,MOKHTAR BIN MOHD,MALE,,2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 85_N. 36,PAHANG,P. 85,ROMPIN,N. 36,BUKIT IBAM,BN - UMNO,,11812,4274,80.22,9475,18,207,9250,UMNO,HASAN BIN ARIFIN,MALE,,6762,,PAS,ISMAIL BIN MAT TAHAR,MALE,,2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 85_N. 37,PAHANG,P. 85,ROMPIN,N. 37,MUADZAM SHAH,BN - UMNO,,10528,4895,77.65,8175,38,238,7899,UMNO,MAZNAH BT. MAZLAN,FEMALE,,6397,,,,,,,,,,,,,,S46,ABDUL RAHIM BIN SULAIMAN,MALE,,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 85_N. 38,PAHANG,P. 85,ROMPIN,N. 38,TIOMAN,BN - UMNO,,10729,3613,73.32,7866,228,203,7435,UMNO,MUSTAFAR BIN ABU BAKAR,MALE,,5524,,PAS,MUHAMAD ZAHAR BIN OSMAN,MALE,,1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 86_N. 1,SELANGOR,P. 86,SABAK BERNAM,N. 1,SUNGAI AIR TAWAR,BN - UMNO,,10633,4079,60.08,6465,19,265,6181,UMNO,ZAINAL BIN DAHALAN,MALE,,5130,,PAS,MAJUDIM @ A. RAZAK BIN DAWAMI,MALE,,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 86_N. 2,SELANGOR,P. 86,SABAK BERNAM,N. 2,SABAK,BN - UMNO,,10645,4654,63.4,6751,12,325,6414,UMNO,RAJA IDERIS @ RAJA IDRIS BIN RAJA AHMAD,MALE,,5534,,,,,,,,,,,,,,S46,HAJI IDRIS BIN OMAR,MALE,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 86_N. 3,SELANGOR,P. 86,SABAK BERNAM,N. 3,SUNGAI BESAR,BN - UMNO,,13609,4250,68.3,9295,41,364,8890,UMNO,RAMLI BIN NORANI,MALE,,6570,,PAS,RUSLAN BIN HAJI AHMAD,MALE,,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 87_N. 4,SELANGOR,P. 87,TANJUNG KARANG,N. 4,SUNGAI PANJANG,BN - UMNO,Y,11950,,,,,,,UMNO,MOHD. PAUZI BIN ABDUL MURAD,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 87_N. 5,SELANGOR,P. 87,TANJUNG KARANG,N. 5,SEKINCHAN,BN - MCA,,13687,3798,68.94,9437,0,747,8690,MCA,CHIA KIM LEM,MALE,,6244,,,,,,,,,,,,,,,,,,,,DAP,LOO KIM YONG,,,2446,,,,,,,,,,,,,,,,,,,,,,,,,
P. 87_N. 6,SELANGOR,P. 87,TANJUNG KARANG,N. 6,SUNGAI BURUNG,BN - UMNO,Y,15523,,,,,,,UMNO,MD. AINI BIN TAIB,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 88_N. 7,SELANGOR,P. 88,HULU SELANGOR,N. 7,HULU BERNAM,BN - UMNO,,17106,9756,68.72,11756,3,351,11402,UMNO,ZAINAL ABIDIN BIN SAKOM,MALE,,10579,,PAS,ABDUL MAJID BIN HASAN,MALE,,823,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 88_N. 8,SELANGOR,P. 88,HULU SELANGOR,N. 8,KUALA KUBU BAHARU,BN - MCA,Y,16119,,,,,,,MCA,CH'NG TOH ENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 88_N. 9,SELANGOR,P. 88,HULU SELANGOR,N. 9,BATANG KALI,BN - UMNO,Y,18031,,,,,,,UMNO,MUHAMMAD BIN MUHAMMAD TAIB,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 89_N. 10,SELANGOR,P. 89,KUALA SELANGOR,N. 10,PERMATANG,BN - UMNO,,18543,7276,70.7,13110,57,575,12478,UMNO,JAMALUDDIN BIN ADNAN,MALE,,9877,,PAS,HARULLAH BIN JUNID @ AMAT DOLLAH BIN MAT JONID,MALE,,2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 89_N. 11,SELANGOR,P. 89,KUALA SELANGOR,N. 11,IJUK,BN - MIC,,16282,6797,68.56,11163,37,951,10175,MIC,SIVALINGAM A/L ARUMUGAM KARUPPIAH,MALE,,8486,,,,,,,,,,,,,,,,,,,,DAP,SINNIAH A/L PERIANNAN,MALE,,1689,,,,,,,,,,,,,,,,,,,,,,,,,
P. 89_N. 12,SELANGOR,P. 89,KUALA SELANGOR,N. 12,JERAM,BN - UMNO,,14905,8008,73.76,11025,18,507,10500,UMNO,MESRAH BINTI SELAMAT,FEMALE,,9254,,,,,,,,,,,,,,S46,TUKIRAN BIN MOHD. ALI,MALE,,1246,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 90_N. 13,SELANGOR,P. 90,SELAYANG,N. 13,RAWANG,BN - MCA,Y,24357,,,,,,,MCA,TANG SEE HANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 90_N. 14,SELANGOR,P. 90,SELAYANG,N. 14,SELAYANG BAHARU,BN - UMNO,,28037,13140,69.54,19496,97,441,18958,UMNO,AHMAD BHARI BIN ABD. RAHMAN,MALE,,16049,,PAS,HASBOLAH BIN MOHD. ARIF,MALE,,2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. 90_N. 15,SELANGOR,P. 90,SELAYANG,N. 15,PAYA JARAS,BN - UMNO,,25918,13723,71.65,18571,277,745,17549,UMNO,SAIDIN BIN TAMBY,MALE,,15636,,,,,,,,,,,,,,S46,KHALID BIN SIRI,MALE,,1913,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
