UNIQUE CODE (1994),STATE (1994),PARLIAMENTARY CONSTITUENCY CODE (1994),PARLIAMENTARY CONSTITUENCY NAME (1994),STATE CONSTITUENCY CODE (1994),STATE CONSTITUENCY NAME (1994),AREA (SQ KM),NOTES
P.62_N.25,PERAK,P.62,IPOH BARAT,N.25,BERCHAM,31,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.62_N.26,PERAK,P.62,IPOH BARAT,N.26,BUNTONG,7,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.63_N.27,PERAK,P.63,BATU GAJAH,N.27,MENGLEMBU,43,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.63_N.28,PERAK,P.63,BATU GAJAH,N.28,LAHAT,90,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.64_N.29,PERAK,P.64,KUALA KANGSAR,N.29,BUKIT CHANDAN,331,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.64_N.30,PERAK,P.64,KUALA KANGSAR,N.30,MANONG,318,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.65_N.31,PERAK,P.65,BERUAS,N.31,PENGKALAN BAHARU,393,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.65_N.32,PERAK,P.65,BERUAS,N.32,PANTAI REMIS,236,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.66_N.33,PERAK,P.66,PARIT,N.33,BELANJA,286,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.66_N.34,PERAK,P.66,PARIT,N.34,BOTA,274,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.67_N.35,PERAK,P.67,GOPENG,N.35,RAPAT SETIA,176,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.67_N.36,PERAK,P.67,GOPENG,N.36,TEJA,408,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.68_N.37,PERAK,P.68,KAMPAR,N.37,TUALANG SEKAH,264,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.68_N.38,PERAK,P.68,KAMPAR,N.38,KUALA DIPANG,59,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.68_N.39,PERAK,P.68,KAMPAR,N.39,MALIM NAWAR,136,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.69_N.40,PERAK,P.69,TAPAH,N.40,CHENDERIANG,661,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.69_N.41,PERAK,P.69,TAPAH,N.41,AYER KUNING,323,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.70_N.42,PERAK,P.70,PASIR SALAK,N.42,SUNGAI MANIK,217,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.70_N.43,PERAK,P.70,PASIR SALAK,N.43,KAMPONG GAJAH,827,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.71_N.44,PERAK,P.71,LUMUT,N.44,PANGKOR,284,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.71_N.45,PERAK,P.71,LUMUT,N.45,PASIR PANJANG,215,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.71_N.46,PERAK,P.71,LUMUT,N.46,SITIAWAN,119,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.72_N.47,PERAK,P.72,BAGAN DATOK,N.47,RUNGKUP,229,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.72_N.48,PERAK,P.72,BAGAN DATOK,N.48,HUTAN MELINTANG,354,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.73_N.49,PERAK,P.73,TELOK INTAN,N.49,PASIR BEDAMAR,37,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.73_N.50,PERAK,P.73,TELOK INTAN,N.50,CHANGKAT JONG,746,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.74_N.51,PERAK,P.74,TANJONG MALIM,N.51,SUNGKAI,683,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.74_N.52,PERAK,P.74,TANJONG MALIM,N.52,SLIM,1166,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.75_N.1,PAHANG,P.75,LIPIS,N.1,CAMERON HIGHLANDS,318,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.75_N.2,PAHANG,P.75,LIPIS,N.2,JELAI,2784,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.75_N.3,PAHANG,P.75,LIPIS,N.3,PADANG TENGKU,2159,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.75_N.4,PAHANG,P.75,LIPIS,N.4,CEKA,519,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.76_N.5,PAHANG,P.76,RAUB,N.5,BENTA,309,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.76_N.6,PAHANG,P.76,RAUB,N.6,BATU TALAM,1100,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.76_N.7,PAHANG,P.76,RAUB,N.7,TERAS,496,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.76_N.8,PAHANG,P.76,RAUB,N.8,DONG,726,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.77_N.9,PAHANG,P.77,JERANTUT,N.9,TAHAN,5790,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.77_N.10,PAHANG,P.77,JERANTUT,N.10,DAMAK,617,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.77_N.11,PAHANG,P.77,JERANTUT,N.11,PULAU TAWAR,920,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.78_N.12,PAHANG,P.78,KUANTAN,N.12,BESERAH,309,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.78_N.13,PAHANG,P.78,KUANTAN,N.13,TERUNTUM,44,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.78_N.14,PAHANG,P.78,KUANTAN,N.14,INDERA MAHKOTA,91,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.79_N.15,PAHANG,P.79,PAYA BESAR,N.15,SUNGAI LEMBING,1096,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.79_N.16,PAHANG,P.79,PAYA BESAR,N.16,LEPAR,1098,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.79_N.17,PAHANG,P.79,PAYA BESAR,N.17,PENUR,392,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.80_N.18,PAHANG,P.80,PEKAN,N.18,KUALA PAHANG,201,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.80_N.19,PAHANG,P.80,PEKAN,N.19,BEBAR,1981,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.80_N.20,PAHANG,P.80,PEKAN,N.20,CINI,1249,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.81_N.21,PAHANG,P.81,MARAN,N.21,LUIT,625,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.81_N.22,PAHANG,P.81,MARAN,N.22,HULU JEMPOL,428,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.81_N.23,PAHANG,P.81,MARAN,N.23,JENGKA,298,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.81_N.24,PAHANG,P.81,MARAN,N.24,CENUR,541,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.82_N.25,PAHANG,P.82,MENTEKAB,N.25,JENDERAK,958,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.82_N.26,PAHANG,P.82,MENTEKAB,N.26,SANGGANG,245,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.82_N.27,PAHANG,P.82,MENTEKAB,N.27,LANCANG,813,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.83_N.28,PAHANG,P.83,BENTUNG,N.28,BILUT,274,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.83_N.29,PAHANG,P.83,BENTUNG,N.29,KETARI,541,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.83_N.30,PAHANG,P.83,BENTUNG,N.30,SABAI,348,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.83_N.31,PAHANG,P.83,BENTUNG,N.31,PELANGAI,345,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.84_N.32,PAHANG,P.84,TEMERLUH,N.32,SEMANTAN,255,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.84_N.33,PAHANG,P.84,TEMERLUH,N.33,TERIANG,183,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.84_N.34,PAHANG,P.84,TEMERLUH,N.34,GUAI,737,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.84_N.35,PAHANG,P.84,TEMERLUH,N.35,BERA,1651,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.85_N.36,PAHANG,P.85,ROMPIN,N.36,BUKIT IBAM,1985,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.85_N.37,PAHANG,P.85,ROMPIN,N.37,MUADZAM SHAH,1961,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.85_N.38,PAHANG,P.85,ROMPIN,N.38,TIOMAN,1578,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.86_N.01,SELANGOR,P.86,SABAK BERNAM,N.01,SUNGAI AIR TAWAR,163,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.86_N.02,SELANGOR,P.86,SABAK BERNAM,N.02,SABAK,101,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.86_N.03,SELANGOR,P.86,SABAK BERNAM,N.03,SUNGAI BESAR,93,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.87_N.04,SELANGOR,P.87,TANJUNG KARANG,N.04,SUNGAI PANJANG,367,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.87_N.05,SELANGOR,P.87,TANJUNG KARANG,N.05,SEKINCHAN,272,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.87_N.06,SELANGOR,P.87,TANJUNG KARANG,N.06,SUNGAI BURUNG,430,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.88_N.07,SELANGOR,P.88,HULU SELANGOR,N.07,HULU BERNAM,575,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.88_N.08,SELANGOR,P.88,HULU SELANGOR,N.08,KUALA KUBU BAHARU,633,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.88_N.09,SELANGOR,P.88,HULU SELANGOR,N.09,BATANG KALI,495,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.89_N.10,SELANGOR,P.89,KUALA SELANGOR,N.10,PERMATANG,223,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.89_N.11,SELANGOR,P.89,KUALA SELANGOR,N.11,IJUK,353,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.89_N.12,SELANGOR,P.89,KUALA SELANGOR,N.12,JERAM,215,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.90_N.13,SELANGOR,P.90,SELAYANG,N.13,RAWANG,168,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.90_N.14,SELANGOR,P.90,SELAYANG,N.14,SELAYANG BAHARU,23,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.90_N.15,SELANGOR,P.90,SELAYANG,N.15,PAYA JARAS,141,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.91_N.16,SELANGOR,P.91,GOMBAK,N.16,SUNGAI TUA,102,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.91_N.17,SELANGOR,P.91,GOMBAK,N.17,GOMBAK SETIA,135,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.91_N.18,SELANGOR,P.91,GOMBAK,N.18,HULU KLANG,66,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.92_N.19,SELANGOR,P.92,AMPANG JAYA,N.19,AMPANG,36,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.92_N.20,SELANGOR,P.92,AMPANG JAYA,N.20,PANDAN,13,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.92_N.21,SELANGOR,P.92,AMPANG JAYA,N.21,LEMBAH JAYA,19,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.93_N.22,SELANGOR,P.93,HULU LANGAT,N.22,DUSUN TUA,308,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.93_N.23,SELANGOR,P.93,HULU LANGAT,N.23,KAJANG,85,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.93_N.24,SELANGOR,P.93,HULU LANGAT,N.24,BERANANG,356,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.94_N.25,SELANGOR,P.94,PJ UTARA,N.25,DAMANSARA UTAMA,12,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.94_N.26,SELANGOR,P.94,PJ UTARA,N.26,KAMPUNG TUNKU,4,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.95_N.27,SELANGOR,P.95,PJ SELATAN,N.27,BUKIT GASING,11,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.95_N.28,SELANGOR,P.95,PJ SELATAN,N.28,TAMAN MEDAN,8,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.96_N.29,SELANGOR,P.96,SERDANG,N.29,PUCUNG,99,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.96_N.30,SELANGOR,P.96,SERDANG,N.30,SRI KEMBANGAN,18,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.96_N.31,SELANGOR,P.96,SERDANG,N.31,BALAKONG,54,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.97_N.32,SELANGOR,P.97,SUBANG,N.32,BUKIT LANJAN,84,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.97_N.33,SELANGOR,P.97,SUBANG,N.33,KELANA JAYA,43,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.97_N.34,SELANGOR,P.97,SUBANG,N.34,SUBANG JAYA,37,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.98_N.35,SELANGOR,P.98,SHAH ALAM,N.35,BATU TIGA,39,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.98_N.36,SELANGOR,P.98,SHAH ALAM,N.36,SUNGAI RENGGAM,45,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.98_N.37,SELANGOR,P.98,SHAH ALAM,N.37,KOTA RAJA,106,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.99_N.38,SELANGOR,P.99,KAPAR,N.38,MERU,164,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.99_N.39,SELANGOR,P.99,KAPAR,N.39,SEMENTA,122,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.99_N.40,SELANGOR,P.99,KAPAR,N.40,SELAT KLANG,202,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.100_N.41,SELANGOR,P.100,KLANG,N.41,BANDAR KLANG,17,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.100_N.42,SELANGOR,P.100,KLANG,N.42,PELABUHAN KLANG,48,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.101_N.43,SELANGOR,P.101,KUALA LANGAT,N.43,SIJANGKANG,257,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.101_N.44,SELANGOR,P.101,KUALA LANGAT,N.44,TELUK DATUK,182,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.101_N.45,SELANGOR,P.101,KUALA LANGAT,N.45,MORIB,115,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.102_N.46,SELANGOR,P.102,SEPANG,N.46,BATU LAUT,321,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.102_N.47,SELANGOR,P.102,SEPANG,N.47,DENGKIL,326,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.102_N.48,SELANGOR,P.102,SEPANG,N.48,SUNGAI PELIK,269,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.113_N.01,NEGERI SEMBILAN,P.113,JELEBU,N.01,CHENNAH,727,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.113_N.02,NEGERI SEMBILAN,P.113,JELEBU,N.02,KLAWANG,229,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.113_N.03,NEGERI SEMBILAN,P.113,JELEBU,N.03,PERTANG,431,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.113_N.04,NEGERI SEMBILAN,P.113,JELEBU,N.04,SUNGAI LUI,284,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.114_N.05,NEGERI SEMBILAN,P.114,JEMPOL,N.05,SERTING,442,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.114_N.06,NEGERI SEMBILAN,P.114,JEMPOL,N.06,BAHAU,50,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.114_N.07,NEGERI SEMBILAN,P.114,JEMPOL,N.07,JERAM PADANG,344,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.114_N.08,NEGERI SEMBILAN,P.114,JEMPOL,N.08,PALONG,363,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.115_N.09,NEGERI SEMBILAN,P.115,TAMPIN,N.09,GEMAS,294,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.115_N.10,NEGERI SEMBILAN,P.115,TAMPIN,N.10,GEMENCHEH,338,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.115_N.11,NEGERI SEMBILAN,P.115,TAMPIN,N.11,REPAH,188,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.115_N.12,NEGERI SEMBILAN,P.115,TAMPIN,N.12,KOTA,145,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.116_N.13,NEGERI SEMBILAN,P.116,KUALA PILAH,N.13,JUASSEH,206,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.116_N.14,NEGERI SEMBILAN,P.116,KUALA PILAH,N.14,SENALING,112,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.116_N.15,NEGERI SEMBILAN,P.116,KUALA PILAH,N.15,JOHOL,329,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.116_N.16,NEGERI SEMBILAN,P.116,KUALA PILAH,N.16,PILAH,55,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.116_N.17,NEGERI SEMBILAN,P.116,KUALA PILAH,N.17,SERI MENANTI,330,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.117_N.18,NEGERI SEMBILAN,P.117,SEREMBAN,N.18,NILAI,163,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.117_N.19,NEGERI SEMBILAN,P.117,SEREMBAN,N.19,LENGGENG,266,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.117_N.20,NEGERI SEMBILAN,P.117,SEREMBAN,N.20,SENAWANG,114,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.117_N.21,NEGERI SEMBILAN,P.117,SEREMBAN,N.21,AMPANGAN,27,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.117_N.22,NEGERI SEMBILAN,P.117,SEREMBAN,N.22,LOBAK,6,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.118_N.23,NEGERI SEMBILAN,P.118,RASAH,N.23,LABU,146,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.118_N.24,NEGERI SEMBILAN,P.118,RASAH,N.24,TEMIANG,57,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.118_N.25,NEGERI SEMBILAN,P.118,RASAH,N.25,RAHANG,6,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.118_N.26,NEGERI SEMBILAN,P.118,RASAH,N.26,MAMBAU,43,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.118_N.27,NEGERI SEMBILAN,P.118,RASAH,N.27,RANTAU,142,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.119_N.28,NEGERI SEMBILAN,P.119,TELOK KEMANG,N.28,CHEMBONG,146,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.119_N.29,NEGERI SEMBILAN,P.119,TELOK KEMANG,N.29,LINGGI,251,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.119_N.30,NEGERI SEMBILAN,P.119,TELOK KEMANG,N.30,PASIR PANJANG,88,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.119_N.31,NEGERI SEMBILAN,P.119,TELOK KEMANG,N.31,SI RUSA,139,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.119_N.32,NEGERI SEMBILAN,P.119,TELOK KEMANG,N.32,LUKUT,182,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.120_N.01,MELAKA,P.120,ALOR GAJAH,N.01,KUALA LINGGI,63,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.120_N.02,MELAKA,P.120,ALOR GAJAH,N.02,RAMUAN CHINA,68,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.120_N.03,MELAKA,P.120,ALOR GAJAH,N.03,MELEKEK,106,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.120_N.04,MELAKA,P.120,ALOR GAJAH,N.04,MASJID TANAH,87,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.120_N.05,MELAKA,P.120,ALOR GAJAH,N.05,SUNGAI UDANG,39,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.121_N.06,MELAKA,P.121,SELANDAR,N.06,PULAU SEBANG,52,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.121_N.07,MELAKA,P.121,SELANDAR,N.07,BUKIT SEDANAN,152,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.121_N.08,MELAKA,P.121,SELANDAR,N.08,BUKIT ASAHAN,215,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.121_N.09,MELAKA,P.121,SELANDAR,N.09,DURIAN TUNGGAL,89,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.121_N.10,MELAKA,P.121,SELANDAR,N.10,REMBIA,54,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.122_N.11,MELAKA,P.122,BATU BERENDAM,N.11,TANGGA BATU,38,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.122_N.12,MELAKA,P.122,BATU BERENDAM,N.12,PAYA RUMPUT,50,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.122_N.13,MELAKA,P.122,BATU BERENDAM,N.13,AYER KEROH,43,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.122_N.14,MELAKA,P.122,BATU BERENDAM,N.14,BACHANG,16,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.122_N.15,MELAKA,P.122,BATU BERENDAM,N.15,AYER MOLEK,63,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.123_N.16,MELAKA,P.123,KOTA MELAKA,N.16,TENGKERA,5,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.123_N.17,MELAKA,P.123,KOTA MELAKA,N.17,DURIAN DAUN,3,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.123_N.18,MELAKA,P.123,KOTA MELAKA,N.18,BANDAR HILIR,3,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.123_N.19,MELAKA,P.123,KOTA MELAKA,N.19,DUYONG,12,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.123_N.20,MELAKA,P.123,KOTA MELAKA,N.20,ALAI,25,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.124_N.21,MELAKA,P.124,JASIN,N.21,AYER PANAS,92,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.124_N.22,MELAKA,P.124,JASIN,N.22,RIM,113,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.124_N.23,MELAKA,P.124,JASIN,N.23,MERLIMAU,150,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.124_N.24,MELAKA,P.124,JASIN,N.24,SERKAM,48,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.124_N.25,MELAKA,P.124,JASIN,N.25,SUNGAI RAMBAI,64,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.125_N.1,JOHOR,P.125,SEGAMAT,N.1,SEPINANG,848,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.125_N.2,JOHOR,P.125,SEGAMAT,N.2,JEMENTAH,354,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.126_N.3,JOHOR,P.126,LEDANG,N.3,TANGKAK,368,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.126_N.4,JOHOR,P.126,LEDANG,N.4,SEROM,275,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.127_N.5,JOHOR,P.127,PAGOH,N.5,BUKIT SERAMPANG,635,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.127_N.6,JOHOR,P.127,PAGOH,N.6,JORAK,445,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.128_N.7,JOHOR,P.128,LABIS,N.7,TENANG,566,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.128_N.8,JOHOR,P.128,LABIS,N.8,BEKOK,1208,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.129_N.9,JOHOR,P.129,MERSING,N.9,ENDAU,507,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.129_N.10,JOHOR,P.129,MERSING,N.10,TENGGAROH,2876,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.130_N.11,JOHOR,P.130,KLUANG,N.11,PALOH,792,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.130_N.12,JOHOR,P.130,KLUANG,N.12,MENGKIBOL,153,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.131_N.13,JOHOR,P.131,PARIT SULONG,N.13,SRI MEDAN,660,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.131_N.14,JOHOR,P.131,PARIT SULONG,N.14,SEMERAH,165,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.132_N.15,JOHOR,P.132,BAKRI,N.15,BUKIT NANING,210,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
P.132_N.16,JOHOR,P.132,BAKRI,N.16,MAHARANI,20,As per the 1994 Redelineation Exercise of Peninsular Malaysia and Labuan
